name,team,opponent,week,season,isHome,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
Luke Rhodes,IND,KC,3,2022,False,1,0,0,0,0,0,0
Ifeadi Odenigbo,IND,KC,3,2022,False,1,0,0,0,0,0,0
Ben Banogu,IND,KC,3,2022,False,1,0,0,0,0,0,0
Trevon Diggs,DAL,LAR,5,2022,True,6,6,0,0,0,0,0
Anthony Barr,DAL,LAR,5,2022,True,6,4,0,0,0,0,0
Donovan Wilson,DAL,LAR,5,2022,True,6,4,0,0,0,0,0
Micah Parsons,DAL,LAR,5,2022,True,5,3,2,1,0,3,0
Anthony Brown,DAL,LAR,5,2022,True,5,3,0,1,0,0,0
Leighton Vander Esch,DAL,LAR,5,2022,True,5,3,0,0,0,0,0
Jourdan Lewis,DAL,LAR,5,2022,True,4,3,1,0,0,0,0
Jayron Kearse,DAL,LAR,5,2022,True,4,3,0,0,0,0,0
Dorance Armstrong,DAL,LAR,5,2022,True,2,2,1,0,0,1,0
Osa Odighizuwa,DAL,LAR,5,2022,True,2,2,1,2,0,4,0
DeMarcus Lawrence,DAL,LAR,5,2022,True,2,2,0,0,0,0,1
Neville Gallimore,DAL,LAR,5,2022,True,2,2,0,0,0,0,0
Kelvin Joseph,DAL,LAR,5,2022,True,2,2,0,0,0,0,0
Sam Williams,DAL,LAR,5,2022,True,2,2,0,1,1,1,0
Malik Hooker,DAL,LAR,5,2022,True,2,1,0,0,1,0,0
Luke Gifford,DAL,LAR,5,2022,True,1,1,0,0,0,0,0
Trysten Hill,DAL,LAR,5,2022,True,1,1,0,1,0,1,0
Dante Fowler Jr.,DAL,LAR,5,2022,True,1,0,0,0,0,1,0
Terrell Burgess,LAR,DAL,5,2022,False,9,6,0,0,0,0,0
A'Shawn Robinson,LAR,DAL,5,2022,False,7,4,0,0,0,1,0
Ernest Jones IV,LAR,DAL,5,2022,False,6,4,0,0,0,0,0
Bobby Wagner,LAR,DAL,5,2022,False,6,3,0,0,1,1,0
Aaron Donald,LAR,DAL,5,2022,False,6,2,2,1,0,2,0
Marquise Copeland,LAR,DAL,5,2022,False,5,2,0,1,0,0,0
Leonard Floyd,LAR,DAL,5,2022,False,3,2,0,0,0,1,0
Derion Kendrick,LAR,DAL,5,2022,False,3,2,0,0,0,0,0
Greg Gaines,LAR,DAL,5,2022,False,3,1,0,1,0,0,0
Jalen Ramsey,LAR,DAL,5,2022,False,2,2,1,0,0,1,0
Matt Orzech,LAR,DAL,5,2022,False,2,2,0,0,0,0,0
Grant Haley,LAR,DAL,5,2022,False,2,1,0,0,2,0,0
Justin Hollins,LAR,DAL,5,2022,False,2,1,0,0,0,0,0
Robert Rochell,LAR,DAL,5,2022,False,1,1,0,0,0,0,0
Nick Scott,LAR,DAL,5,2022,False,1,0,0,0,0,0,0
Takkarist McKinley,LAR,DAL,5,2022,False,1,0,0,0,0,0,0
Terrell Lewis,LAR,DAL,5,2022,False,1,0,0,0,0,0,0
Grant Delpit,CLE,IND,7,2023,True,10,7,0,1,0,0,0
Myles Garrett,CLE,IND,7,2023,True,9,7,2,1,1,2,0
Anthony Walker Jr.,CLE,IND,7,2023,True,8,2,0,0,1,0,0
Juan Thornhill,CLE,IND,7,2023,True,7,5,0,0,0,0,0
Tony Fields II,CLE,IND,7,2023,True,6,2,0,0,0,0,1
Za'Darius Smith,CLE,IND,7,2023,True,4,4,1,0,0,2,0
Denzel Ward,CLE,IND,7,2023,True,4,4,0,0,1,0,0
Shelby Harris,CLE,IND,7,2023,True,4,3,0,0,0,0,0
Ogbo Okoronkwo,CLE,IND,7,2023,True,4,3,0,1,0,0,0
Jeremiah Owusu-Koramoah,CLE,IND,7,2023,True,4,3,0,0,0,0,0
Dalvin Tomlinson,CLE,IND,7,2023,True,4,1,0,0,0,0,0
Jordan Elliott,CLE,IND,7,2023,True,3,2,1,1,0,1,0
Greg Newsome II,CLE,IND,7,2023,True,3,2,0,0,0,0,0
Maurice Hurst II,CLE,IND,7,2023,True,3,1,0,1,0,0,0
Rodney McLeod Jr.,CLE,IND,7,2023,True,2,1,0,0,0,0,0
Amari Cooper,CLE,IND,7,2023,True,1,1,0,0,0,0,0
Mike Ford,CLE,IND,7,2023,True,1,1,0,0,0,0,0
Matthew Adams,CLE,IND,7,2023,True,1,1,0,0,0,0,0
Pierre Strong Jr.,CLE,IND,7,2023,True,1,1,0,0,0,0,0
Charlie Thomas III,CLE,IND,7,2023,True,1,1,0,0,0,0,0
Martin Emerson Jr.,CLE,IND,7,2023,True,1,1,0,0,0,0,0
D'Anthony Bell,CLE,IND,7,2023,True,1,1,0,0,0,0,0
Charley Hughlett,CLE,IND,7,2023,True,1,0,0,0,0,0,0
Mohamoud Diabate,CLE,IND,7,2023,True,1,0,0,0,0,0,0
Zaire Franklin,IND,CLE,7,2023,False,11,9,0,0,0,1,0
Kenny Moore II,IND,CLE,7,2023,False,10,7,1.5,3,0,2,0
Shaquille Leonard,IND,CLE,7,2023,False,7,3,0,0,0,0,0
Julian Blackmon,IND,CLE,7,2023,False,5,4,0,2,2,0,0
Kwity Paye,IND,CLE,7,2023,False,5,4,0,0,0,0,0
DeForest Buckner,IND,CLE,7,2023,False,5,3,0,0,1,1,0
E.J. Speed,IND,CLE,7,2023,False,5,2,0,1,0,0,0
Samson Ebukam,IND,CLE,7,2023,False,4,3,0,1,1,1,0
Darrell Baker Jr.,IND,CLE,7,2023,False,3,3,0,0,1,0,0
Tyquan Lewis,IND,CLE,7,2023,False,3,1,0,1,0,1,0
Drew Ogletree,IND,CLE,7,2023,False,2,2,0,0,0,0,0
Dayo Odeyingbo,IND,CLE,7,2023,False,2,1,0.5,1,0,2,0
Rodney Thomas II,IND,CLE,7,2023,False,2,1,0,0,2,0,0
Trevor Denbow,IND,CLE,7,2023,False,2,1,0,0,0,0,0
Nick Cross,IND,CLE,7,2023,False,2,1,0,0,0,0,0
Alec Pierce,IND,CLE,7,2023,False,1,1,0,0,0,0,0
Eric Johnson II,IND,CLE,7,2023,False,1,0,0,0,0,0,0
Jaylon Jones,IND,CLE,7,2023,False,1,0,0,0,0,0,0
Germaine Pratt,CIN,JAX,13,2023,True,12,4,0,1,0,0,0
DJ Turner II,CIN,JAX,13,2023,True,8,8,0,0,0,0,0
Chidobe Awuzie,CIN,JAX,13,2023,True,8,6,0,0,1,0,0
Logan Wilson,CIN,JAX,13,2023,True,8,5,0,0,0,0,0
Jordan Battle,CIN,JAX,13,2023,True,7,4,1,1,1,1,0
Dax Hill,CIN,JAX,13,2023,True,6,4,0,0,1,0,0
DJ Reader,CIN,JAX,13,2023,True,6,1,0,0,0,1,0
Mike Hilton,CIN,JAX,13,2023,True,5,2,0,2,1,0,0
B.J. Hill,CIN,JAX,13,2023,True,3,2,0,0,1,0,0
Sam Hubbard,CIN,JAX,13,2023,True,3,1,1,1,0,1,0
Cam Sample,CIN,JAX,13,2023,True,2,1,0,0,0,0,0
Trey Hendrickson,CIN,JAX,13,2023,True,1,1,1,1,0,2,0
Joseph Ossai,CIN,JAX,13,2023,True,1,1,1,0,0,2,0
Nick Scott,CIN,JAX,13,2023,True,1,1,0,0,0,0,0
Jalen Davis,CIN,JAX,13,2023,True,1,1,0,0,0,0,0
Akeem Davis-Gaither,CIN,JAX,13,2023,True,1,1,0,0,0,0,0
Irv Smith Jr.,CIN,JAX,13,2023,True,1,1,0,0,0,0,0
Andrei Iosivas,CIN,JAX,13,2023,True,1,1,0,0,0,0,0
Myles Murphy,CIN,JAX,13,2023,True,1,1,0,0,0,0,0
Josh Tupou,CIN,JAX,13,2023,True,1,0,0,0,0,0,0
Zach Carter,CIN,JAX,13,2023,True,1,0,0,0,0,0,0
Foyesade Oluokun,JAX,CIN,13,2023,False,13,8,0,0,0,1,0
Devin Lloyd,JAX,CIN,13,2023,False,11,8,0,0,0,0,0
Rayshawn Jenkins,JAX,CIN,13,2023,False,8,5,0,1,0,0,0
Andre Cisco,JAX,CIN,13,2023,False,7,6,0,0,0,0,0
Darious Williams,JAX,CIN,13,2023,False,7,5,0,1,0,0,0
Josh Allen,JAX,CIN,13,2023,False,7,3,1.5,1,1,2,0
Gregory Junior,JAX,CIN,13,2023,False,6,5,0,2,1,0,0
Tyson Campbell,JAX,CIN,13,2023,False,6,4,0,0,0,0,0
Antonio Johnson,JAX,CIN,13,2023,False,5,4,0,0,0,0,0
Travon Walker,JAX,CIN,13,2023,False,4,0,0.5,0,0,1,0
Ross Matiscik,JAX,CIN,13,2023,False,2,2,0,0,0,0,0
K'Lavon Chaisson,JAX,CIN,13,2023,False,2,2,0,2,0,1,0
Andrew Wingard,JAX,CIN,13,2023,False,2,1,0,0,0,0,0
Adam Gotsis,JAX,CIN,13,2023,False,2,0,0,0,0,0,0
Brandon McManus,JAX,CIN,13,2023,False,1,1,0,0,0,0,0
Tre Herndon,JAX,CIN,13,2023,False,1,1,0,0,0,0,0
Dawuane Smoot,JAX,CIN,13,2023,False,1,0,0,0,0,0,0
Foley Fatukasi,JAX,CIN,13,2023,False,1,0,0,0,0,0,0
Jeremiah Ledbetter,JAX,CIN,13,2023,False,1,0,0,0,0,0,0
DaVon Hamilton,JAX,CIN,13,2023,False,1,0,0,0,0,0,0
Shaquille Quarterman,JAX,CIN,13,2023,False,1,0,0,0,0,0,0
Roy Robertson-Harris,JAX,CIN,13,2023,False,0,0,0,0,0,1,0
Myles Jack,JAX,HOU,1,2021,True,9,6,0,1,0,0,0
Malcom Brown,JAX,HOU,1,2021,True,7,4,0,0,0,0,0
Damien Wilson,JAX,HOU,1,2021,True,7,1,0,0,0,0,0
Rayshawn Jenkins,JAX,HOU,1,2021,True,6,6,0,1,1,1,0
Andrew Wingard,JAX,HOU,1,2021,True,6,4,0,0,0,0,0
Josh Allen,JAX,HOU,1,2021,True,5,3,1,1,0,2,0
Roy Robertson-Harris,JAX,HOU,1,2021,True,5,2,0,0,0,1,0
Shaquill Griffin,JAX,HOU,1,2021,True,4,3,0,0,1,0,0
CJ Henderson,JAX,HOU,1,2021,True,4,3,0,0,0,0,0
Jihad Ward,JAX,HOU,1,2021,True,4,2,0,0,0,1,0
DaVon Hamilton,JAX,HOU,1,2021,True,4,0,0,0,0,0,0
Rudy Ford,JAX,HOU,1,2021,True,3,2,0,0,0,0,0
Shaquille Quarterman,JAX,HOU,1,2021,True,3,0,0,0,0,0,0
Dare Ogunbowale,JAX,HOU,1,2021,True,2,2,0,0,0,0,0
Taven Bryan,JAX,HOU,1,2021,True,2,2,0,0,0,1,0
James Robinson,JAX,HOU,1,2021,True,2,2,0,0,0,0,0
Tyson Campbell,JAX,HOU,1,2021,True,2,2,0,0,0,0,0
Dakota Allen,JAX,HOU,1,2021,True,2,1,0,0,0,0,0
K'Lavon Chaisson,JAX,HOU,1,2021,True,2,1,0,0,0,0,0
Chris Claybrooks,JAX,HOU,1,2021,True,2,0,0,0,0,0,0
Andre Cisco,JAX,HOU,1,2021,True,1,1,0,0,0,0,0
Lerentee McCray,JAX,HOU,1,2021,True,1,0,0,0,0,0,0
Chapelle Russell,JAX,HOU,1,2021,True,1,0,0,0,0,0,0
Desmond King II,HOU,JAX,1,2021,False,8,5,0,0,0,0,0
Zach Cunningham,HOU,JAX,1,2021,False,7,3,0,0,1,0,0
Christian Kirksey,HOU,JAX,1,2021,False,6,5,0,2,2,0,0
Eric Murray,HOU,JAX,1,2021,False,6,4,0,0,0,0,0
Terrance Mitchell,HOU,JAX,1,2021,False,5,4,0,0,0,0,0
Vernon Hargreaves III,HOU,JAX,1,2021,False,5,2,0,0,2,0,0
Justin Reid,HOU,JAX,1,2021,False,4,2,0,0,1,0,0
Whitney Mercilus,HOU,JAX,1,2021,False,3,2,1,1,0,1,0
Tremon Smith,HOU,JAX,1,2021,False,3,2,0,0,0,0,0
Vincent Taylor,HOU,JAX,1,2021,False,2,1,0,0,0,0,0
Kamu Grugier-Hill,HOU,JAX,1,2021,False,2,1,0,0,0,0,0
Charles Omenihu,HOU,JAX,1,2021,False,2,1,0,0,0,1,0
Maliek Collins,HOU,JAX,1,2021,False,1,1,0,0,0,0,0
Ross Blacklock,HOU,JAX,1,2021,False,1,1,0,0,0,1,0
Jordan Jenkins,HOU,JAX,1,2021,False,1,0,0,0,0,0,0
DeMarcus Walker,HOU,JAX,1,2021,False,1,0,0,0,0,1,0
Jacob Martin,HOU,JAX,1,2021,False,1,0,0,0,0,0,0
Damone Clark,DAL,BUF,15,2023,True,11,7,0,0,0,1,0
DeMarcus Lawrence,DAL,BUF,15,2023,True,8,7,0,1,0,0,0
Donovan Wilson,DAL,BUF,15,2023,True,8,5,0,0,0,0,0
Juanyeh Thomas,DAL,BUF,15,2023,True,6,3,0,0,1,0,0
Stephon Gilmore,DAL,BUF,15,2023,True,5,2,0,0,1,0,0
Markquese Bell,DAL,BUF,15,2023,True,5,1,0,0,0,0,0
Jayron Kearse,DAL,BUF,15,2023,True,3,2,0,0,0,0,0
Rashaan Evans,DAL,BUF,15,2023,True,3,2,0,0,0,0,0
Chauncey Golston,DAL,BUF,15,2023,True,3,2,0,0,0,0,0
Osa Odighizuwa,DAL,BUF,15,2023,True,3,0,0,0,0,0,0
Mazi Smith,DAL,BUF,15,2023,True,2,1,1,1,0,1,0
Jourdan Lewis,DAL,BUF,15,2023,True,2,1,0,0,0,0,0
Dorance Armstrong,DAL,BUF,15,2023,True,2,1,0,0,0,0,0
Israel Mukuamu,DAL,BUF,15,2023,True,2,1,0,0,0,0,0
Nahshon Wright,DAL,BUF,15,2023,True,2,1,0,0,0,0,0
Carl Davis Jr.,DAL,BUF,15,2023,True,2,0,0,0,0,0,0
Micah Parsons,DAL,BUF,15,2023,True,2,0,0,0,0,0,0
Neville Gallimore,DAL,BUF,15,2023,True,1,1,0,0,0,0,0
Malik Davis,DAL,BUF,15,2023,True,1,1,0,0,0,0,0
DaRon Bland,DAL,BUF,15,2023,True,1,1,0,0,0,0,0
Sam Williams,DAL,BUF,15,2023,True,1,1,0,0,0,2,0
Tyler Smith,DAL,BUF,15,2023,True,1,1,0,0,0,0,0
Tyrus Wheat,DAL,BUF,15,2023,True,1,0,0,0,0,0,0
Taylor Rapp,BUF,DAL,15,2023,False,8,6,0,1,0,0,0
Tyrel Dodson,BUF,DAL,15,2023,False,8,4,0.5,0,0,1,0
Taron Johnson,BUF,DAL,15,2023,False,7,7,0,0,1,0,0
Jordan Poyer,BUF,DAL,15,2023,False,6,4,0,0,1,0,0
Cam Lewis,BUF,DAL,15,2023,False,5,5,0,0,1,0,0
Terrel Bernard,BUF,DAL,15,2023,False,5,3,0,0,0,0,0
Dorian Williams,BUF,DAL,15,2023,False,3,2,0,0,0,0,0
Linval Joseph,BUF,DAL,15,2023,False,2,1,0,0,0,0,0
Rasul Douglas,BUF,DAL,15,2023,False,2,1,0,0,0,0,0
Greg Rousseau,BUF,DAL,15,2023,False,2,1,0.5,1,0,2,0
Shaq Lawson,BUF,DAL,15,2023,False,2,0,0,0,0,2,0
Jordan Phillips,BUF,DAL,15,2023,False,1,1,1,1,1,1,0
Leonard Floyd,BUF,DAL,15,2023,False,1,1,1,1,0,1,0
Ed Oliver,BUF,DAL,15,2023,False,1,1,0,0,1,0,0
Christian Benford,BUF,DAL,15,2023,False,1,1,0,0,2,0,0
Tyler Matakevich,BUF,DAL,15,2023,False,1,0,0,0,0,0,0
Siran Neal,BUF,DAL,15,2023,False,1,0,0,0,0,0,0
Robert Spillane,LV,CHI,7,2023,True,8,5,0,0,0,0,0
Tre'von Moehrig,LV,CHI,7,2023,True,7,5,0,0,0,0,0
Marcus Peters,LV,CHI,7,2023,True,7,2,0,0,1,0,0
David Long Jr.,LV,CHI,7,2023,True,6,4,0,0,0,0,0
Marcus Epps,LV,CHI,7,2023,True,5,3,0,0,0,0,0
Luke Masterson,LV,CHI,7,2023,True,5,3,0,0,1,0,0
Maxx Crosby,LV,CHI,7,2023,True,5,2,1,1,0,1,0
Amik Robertson,LV,CHI,7,2023,True,5,2,0,0,0,0,0
Divine Deablo,LV,CHI,7,2023,True,4,4,0,0,0,0,0
John Jenkins,LV,CHI,7,2023,True,4,2,0,0,0,0,0
Isaac Rochell,LV,CHI,7,2023,True,4,2,0,0,0,0,0
Bilal Nichols,LV,CHI,7,2023,True,4,2,0,1,0,0,0
Malcolm Koonce,LV,CHI,7,2023,True,4,2,0,1,0,0,0
Tyree Wilson,LV,CHI,7,2023,True,3,1,1,0,0,2,0
Isaiah Pola-Mao,LV,CHI,7,2023,True,2,1,0,0,0,0,0
Kana'i Mauga,LV,CHI,7,2023,True,2,0,0,0,0,0,0
Jakobi Meyers,LV,CHI,7,2023,True,1,1,0,0,0,0,0
Josh Jacobs,LV,CHI,7,2023,True,1,1,0,0,0,0,0
Adam Butler,LV,CHI,7,2023,True,0,0,0,0,1,0,0
Jaquan Brisker,CHI,LV,7,2023,False,10,9,0,0,1,0,0
Tremaine Edmunds,CHI,LV,7,2023,False,8,6,0,0,2,0,0
Kyler Gordon,CHI,LV,7,2023,False,7,4,0,0,1,1,0
Tyrique Stevenson,CHI,LV,7,2023,False,6,6,0,0,3,0,0
Elijah Hicks,CHI,LV,7,2023,False,4,2,0,0,0,0,0
Justin Jones,CHI,LV,7,2023,False,3,2,1,1,1,1,0
Jaylon Johnson,CHI,LV,7,2023,False,3,2,0,0,2,0,1
T.J. Edwards,CHI,LV,7,2023,False,2,2,0,0,0,0,0
Dylan Cole,CHI,LV,7,2023,False,1,1,0,0,0,0,0
Travis Homer,CHI,LV,7,2023,False,1,1,0,0,0,0,0
Jack Sanborn,CHI,LV,7,2023,False,1,1,0,1,0,0,0
Yannick Ngakoue,CHI,LV,7,2023,False,1,0,0,0,0,0,0
Rasheem Green,CHI,LV,7,2023,False,1,0,0,0,0,1,0
Velus Jones Jr.,CHI,LV,7,2023,False,1,0,0,0,0,0,0
Zacch Pickens,CHI,LV,7,2023,False,1,0,0,0,0,0,0
Gervon Dexter Sr.,CHI,LV,7,2023,False,1,0,0,0,0,0,0
Brian Branch,DET,GB,4,2023,True,7,5,0,0,1,0,0
Derrick Barnes,DET,GB,4,2023,True,6,2,0,0,0,0,0
Jerry Jacobs,DET,GB,4,2023,True,5,5,0,0,4,0,0
John Cominsky,DET,GB,4,2023,True,5,3,1,1,0,3,0
Tracy Walker III,DET,GB,4,2023,True,5,3,0,0,0,0,0
Alex Anzalone,DET,GB,4,2023,True,5,3,0,0,1,0,0
Jack Campbell,DET,GB,4,2023,True,3,3,0,1,0,0,0
Will Harris,DET,GB,4,2023,True,3,2,0,1,0,0,0
Ifeatu Melifonwu,DET,GB,4,2023,True,3,2,0,0,0,0,0
Alim McNeill,DET,GB,4,2023,True,2,2,1,2,0,2,0
Chase Lucas,DET,GB,4,2023,True,2,2,0,0,0,0,0
Aidan Hutchinson,DET,GB,4,2023,True,2,1,1.5,1,0,3,0
Cameron Sutton,DET,GB,4,2023,True,2,1,0,1,0,0,0
Charles Harris,DET,GB,4,2023,True,2,1,0.5,0,0,2,0
Isaiah Buggs,DET,GB,4,2023,True,1,1,1,1,0,1,0
Jared Goff,DET,GB,4,2023,True,1,1,0,0,0,0,0
Craig Reynolds,DET,GB,4,2023,True,1,1,0,0,0,0,0
Levi Onwuzurike,DET,GB,4,2023,True,1,0,0,0,0,0,0
Anthony Pittman,DET,GB,4,2023,True,1,0,0,0,0,0,0
Quay Walker,GB,DET,4,2023,False,19,10,0,1,0,0,0
Isaiah McDuffie,GB,DET,4,2023,False,9,5,0,0,0,1,0
Rudy Ford,GB,DET,4,2023,False,8,7,0,0,1,0,0
Preston Smith,GB,DET,4,2023,False,5,4,0,0,0,1,0
Eric Wilson,GB,DET,4,2023,False,5,4,0,0,0,0,0
Kingsley Enagbare,GB,DET,4,2023,False,5,4,0,0,0,0,0
Darnell Savage,GB,DET,4,2023,False,5,3,0,0,0,0,0
Rasul Douglas,GB,DET,4,2023,False,4,4,0,1,0,0,0
Devonte Wyatt,GB,DET,4,2023,False,4,3,1,2,0,1,0
T.J. Slaton,GB,DET,4,2023,False,4,2,0,0,0,0,0
Colby Wooden,GB,DET,4,2023,False,4,2,0,1,0,1,0
Karl Brooks,GB,DET,4,2023,False,2,2,1,1,1,1,0
Justin Hollins,GB,DET,4,2023,False,2,2,0,0,0,0,0
Keisean Nixon,GB,DET,4,2023,False,2,1,0,0,0,0,0
Samori Toure,GB,DET,4,2023,False,1,1,0,0,0,0,0
Christian Watson,GB,DET,4,2023,False,1,1,0,0,0,0,0
Carrington Valentine,GB,DET,4,2023,False,1,1,0,0,0,0,0
Lukas Van Ness,GB,DET,4,2023,False,1,1,0,0,0,0,0
Kenny Clark,GB,DET,4,2023,False,1,0,0,0,0,0,0
Rashan Gary,GB,DET,4,2023,False,0,0,0,0,0,1,0
Drue Tranquill,LAC,IND,16,2022,True,11,4,1,0,0,1,0
Michael Davis,LAC,IND,16,2022,True,7,5,0,0,3,0,0
Morgan Fox,LAC,IND,16,2022,True,6,5,2,2,0,2,0
Kenneth Murray Jr.,LAC,IND,16,2022,True,6,5,1,1,0,1,0
Alohi Gilman,LAC,IND,16,2022,True,6,2,0,0,0,0,0
Bryce Callahan,LAC,IND,16,2022,True,5,2,0,0,0,0,0
Derwin James Jr.,LAC,IND,16,2022,True,3,1,0,0,1,0,0
Kyle Van Noy,LAC,IND,16,2022,True,2,2,1,2,0,2,0
Khalil Mack,LAC,IND,16,2022,True,2,1,1,1,0,1,0
Sebastian Joseph-Day,LAC,IND,16,2022,True,2,1,0,0,0,0,0
Chris Rumph II,LAC,IND,16,2022,True,1,1,1,1,0,1,0
Keenan Allen,LAC,IND,16,2022,True,1,1,0,0,0,0,0
Amen Ogbongbemiga,LAC,IND,16,2022,True,1,1,0,0,0,0,0
Raheem Layne,LAC,IND,16,2022,True,1,1,0,0,0,0,0
Asante Samuel Jr.,LAC,IND,16,2022,True,1,1,0,0,1,0,0
Troy Reeder,LAC,IND,16,2022,True,1,0,0,0,0,0,0
Nasir Adderley,LAC,IND,16,2022,True,1,0,0,0,0,0,0
Derrek Tuszka,LAC,IND,16,2022,True,1,0,0,0,0,0,0
Christopher Hinton,LAC,IND,16,2022,True,0,0,0,0,0,1,0
Bobby Okereke,IND,LAC,16,2022,False,9,7,0,0,0,0,0
Zaire Franklin,IND,LAC,16,2022,False,9,5,1,1,0,1,0
Julian Blackmon,IND,LAC,16,2022,False,9,5,0,0,0,0,0
Rodney McLeod Jr.,IND,LAC,16,2022,False,9,3,0,0,0,0,0
Rodney Thomas II,IND,LAC,16,2022,False,6,5,0,0,2,0,0
E.J. Speed,IND,LAC,16,2022,False,5,3,0,0,0,0,0
DeForest Buckner,IND,LAC,16,2022,False,5,2,1.5,1,0,1,0
Grover Stewart,IND,LAC,16,2022,False,5,0,0,0,0,0,0
Stephon Gilmore,IND,LAC,16,2022,False,4,3,0,0,0,0,0
Brandon Facyson,IND,LAC,16,2022,False,3,3,0,0,0,0,0
Dayo Odeyingbo,IND,LAC,16,2022,False,3,2,1.5,1,0,2,0
Kwity Paye,IND,LAC,16,2022,False,3,1,0,1,0,1,0
Yannick Ngakoue,IND,LAC,16,2022,False,2,2,0,1,0,1,0
Michael Pittman Jr.,IND,LAC,16,2022,False,1,1,0,0,0,0,0
Ashton Dulin,IND,LAC,16,2022,False,1,1,0,0,0,0,0
Grant Stuard,IND,LAC,16,2022,False,1,1,0,0,0,0,0
Jelani Woods,IND,LAC,16,2022,False,1,1,0,0,0,0,0
JoJo Domann,IND,LAC,16,2022,False,1,0,0,0,0,0,0
Isaiah Rodgers Sr.,IND,LAC,16,2022,False,1,0,0,0,0,0,0
Dallis Flowers,IND,LAC,16,2022,False,1,0,0,0,0,0,0
Khalid Kareem,IND,LAC,16,2022,False,0,0,0,0,0,1,0
Jalen Reeves-Maybin,DET,ATL,16,2021,True,8,4,0,0,1,0,0
Ifeatu Melifonwu,DET,ATL,16,2021,True,5,4,0,0,0,0,0
Will Harris,DET,ATL,16,2021,True,5,3,0,0,0,0,0
Anthony Pittman,DET,ATL,16,2021,True,5,1,0,0,1,0,0
Tracy Walker III,DET,ATL,16,2021,True,4,3,0,0,0,0,0
Michael Brockers,DET,ATL,16,2021,True,4,2,0,0,0,0,0
Derrick Barnes,DET,ATL,16,2021,True,3,3,1,0,0,1,0
Dean Marlowe,DET,ATL,16,2021,True,3,1,0,0,0,0,0
Charles Harris,DET,ATL,16,2021,True,3,1,0,1,0,0,0
Austin Bryant,DET,ATL,16,2021,True,2,2,1,1,0,1,0
Nick Williams,DET,ATL,16,2021,True,2,2,0,1,0,0,0
Brady Breeze,DET,ATL,16,2021,True,2,1,0,0,0,0,0
Levi Onwuzurike,DET,ATL,16,2021,True,2,1,0,0,0,0,0
AJ Parker,DET,ATL,16,2021,True,2,1,0,0,1,0,0
Alim McNeill,DET,ATL,16,2021,True,1,1,1,1,0,1,0
Curtis Bolton,DET,ATL,16,2021,True,1,0,0,0,0,0,0
John Penisini,DET,ATL,16,2021,True,1,0,0,0,0,0,0
Rashod Berry,DET,ATL,16,2021,True,0,0,0,0,0,1,0
Foyesade Oluokun,ATL,DET,16,2021,False,14,8,0,1,1,0,0
Deion Jones,ATL,DET,16,2021,False,10,8,0,0,1,0,0
Duron Harmon,ATL,DET,16,2021,False,7,2,0,0,0,0,0
Richie Grant,ATL,DET,16,2021,False,6,4,0,0,1,0,0
A.J. Terrell,ATL,DET,16,2021,False,6,3,0,0,0,0,0
Mykal Walker,ATL,DET,16,2021,False,5,4,0,0,0,0,0
Jaylinn Hawkins,ATL,DET,16,2021,False,4,1,0,1,0,0,0
Brandon Copeland,ATL,DET,16,2021,False,3,3,0,1,0,0,0
Grady Jarrett,ATL,DET,16,2021,False,3,2,0,0,0,0,0
Darren Hall,ATL,DET,16,2021,False,3,2,0,0,0,0,0
Fabian Moreau,ATL,DET,16,2021,False,3,1,0,0,1,0,0
Jonathan Bullard,ATL,DET,16,2021,False,3,1,0,0,0,0,0
Dante Fowler Jr.,ATL,DET,16,2021,False,3,0,0,0,0,1,0
Anthony Rush,ATL,DET,16,2021,False,2,2,0,0,0,0,0
Steven Means,ATL,DET,16,2021,False,2,1,0,0,0,0,0
Mike Pennel Jr.,ATL,DET,16,2021,False,2,1,0,0,0,0,0
Keith Smith,ATL,DET,16,2021,False,1,1,0,0,0,0,0
Ade Ogundeji,ATL,DET,16,2021,False,1,0,0,0,0,0,0
Avery Williams,ATL,DET,16,2021,False,1,0,0,0,0,0,0
Ta'Quon Graham,ATL,DET,16,2021,False,1,0,0,0,0,0,0
James Vaughters,ATL,DET,16,2021,False,0,0,0,0,0,1,0
Sebastian Joseph-Day,LAR,IND,2,2021,True,9,6,1,1,0,2,0
Taylor Rapp,LAR,IND,2,2021,True,8,7,0.5,0,1,1,0
Darious Williams,LAR,IND,2,2021,True,7,7,0,0,1,0,0
Jordan Fuller,LAR,IND,2,2021,True,7,6,0,0,0,0,0
Aaron Donald,LAR,IND,2,2021,True,7,3,0,1,0,3,0
Leonard Floyd,LAR,IND,2,2021,True,6,2,1,1,0,3,0
Kenny Young,LAR,IND,2,2021,True,5,4,0,0,0,0,0
Troy Reeder,LAR,IND,2,2021,True,4,4,0,0,1,1,0
Jalen Ramsey,LAR,IND,2,2021,True,3,1,0,0,1,0,0
Justin Hollins,LAR,IND,2,2021,True,2,2,0,0,0,0,0
David Long Jr.,LAR,IND,2,2021,True,2,2,0,0,0,0,0
Greg Gaines,LAR,IND,2,2021,True,2,1,0.5,0,0,1,0
Robert Rochell,LAR,IND,2,2021,True,2,1,0,0,0,0,0
Ernest Jones IV,LAR,IND,2,2021,True,2,1,0,0,0,0,0
Nick Scott,LAR,IND,2,2021,True,1,1,0,0,0,0,0
Michael Hoecht,LAR,IND,2,2021,True,1,1,0,0,0,0,0
