name,team,opponent,week,season,isHome,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
Bradlee Anae,DAL,LAC,2,2021,True,1,1,0,0,0,0,0
Azur Kamara,DAL,LAC,2,2021,True,1,1,0,0,0,0,0
Nasir Adderley,LAC,DAL,2,2021,False,9,8,0,0,1,0,0
Kenneth Murray Jr.,LAC,DAL,2,2021,False,8,5,0,1,0,0,0
Derwin James Jr.,LAC,DAL,2,2021,False,7,5,0.5,1,0,1,0
Jerry Tillery,LAC,DAL,2,2021,False,7,4,0.5,0,0,1,0
Michael Davis,LAC,DAL,2,2021,False,6,3,0,0,0,0,0
Alohi Gilman,LAC,DAL,2,2021,False,6,3,0,0,0,0,0
Kyzir White,LAC,DAL,2,2021,False,5,4,0,0,0,0,0
Asante Samuel Jr.,LAC,DAL,2,2021,False,4,3,0,0,3,0,0
Drue Tranquill,LAC,DAL,2,2021,False,3,3,0,1,0,0,0
Linval Joseph,LAC,DAL,2,2021,False,3,2,0,0,0,0,0
Joey Bosa,LAC,DAL,2,2021,False,3,2,0,0,0,0,0
Christian Covington,LAC,DAL,2,2021,False,2,2,0,0,0,0,0
Kemon Hall,LAC,DAL,2,2021,False,2,1,0,0,0,0,0
Uchenna Nwosu,LAC,DAL,2,2021,False,2,0,0,0,0,1,0
Kyler Fackrell,LAC,DAL,2,2021,False,1,1,1,0,0,1,0
Keenan Allen,LAC,DAL,2,2021,False,1,1,0,0,0,0,0
Joe Gaziano,LAC,DAL,2,2021,False,1,1,0,0,0,0,0
Gabe Nabers,LAC,DAL,2,2021,False,1,0,0,0,0,0,0
Nick Niemann,LAC,DAL,2,2021,False,1,0,0,0,0,0,0
Tevaughn Campbell,LAC,DAL,2,2021,False,1,0,0,0,0,0,0
Quincy Williams,NYJ,MIA,18,2022,True,10,9,1,3,1,1,0
C.J. Mosley,NYJ,MIA,18,2022,True,7,5,0,0,1,1,0
Sauce Gardner,NYJ,MIA,18,2022,True,6,3,0,0,0,0,0
Tony Adams,NYJ,MIA,18,2022,True,6,2,0,0,0,0,0
D.J. Reed,NYJ,MIA,18,2022,True,5,4,0,0,0,0,0
Michael Carter II,NYJ,MIA,18,2022,True,5,3,0,0,1,0,0
Jordan Whitehead,NYJ,MIA,18,2022,True,4,3,0,0,1,0,0
Kwon Alexander,NYJ,MIA,18,2022,True,4,2,0,1,0,0,0
Nathan Shepherd,NYJ,MIA,18,2022,True,4,2,0,0,0,1,0
Quinnen Williams,NYJ,MIA,18,2022,True,4,1,0,0,0,0,0
Vinny Curry,NYJ,MIA,18,2022,True,3,2,0,1,0,0,0
Micheal Clemons,NYJ,MIA,18,2022,True,2,2,0,1,0,0,0
Jamien Sherwood,NYJ,MIA,18,2022,True,2,2,0,0,0,0,0
Jermaine Johnson,NYJ,MIA,18,2022,True,2,1,0,0,0,1,0
John Franklin-Myers,NYJ,MIA,18,2022,True,2,0,0,0,0,1,0
Will Parks,NYJ,MIA,18,2022,True,1,1,0,0,0,0,0
Carl Lawson,NYJ,MIA,18,2022,True,1,1,0,0,0,2,0
Sheldon Rankins,NYJ,MIA,18,2022,True,1,0,0,0,0,0,0
Solomon Thomas,NYJ,MIA,18,2022,True,1,0,0,0,0,1,0
Bryce Huff,NYJ,MIA,18,2022,True,1,0,0,0,0,1,0
Jevon Holland,MIA,NYJ,18,2022,False,7,5,0,0,1,0,0
Christian Wilkins,MIA,NYJ,18,2022,False,6,4,0,1,1,0,0
Duke Riley,MIA,NYJ,18,2022,False,5,4,0,0,0,0,0
Elandon Roberts,MIA,NYJ,18,2022,False,4,3,0,1,0,0,0
Raekwon Davis,MIA,NYJ,18,2022,False,4,2,0,0,0,0,0
Jerome Baker,MIA,NYJ,18,2022,False,3,2,0,0,0,2,0
Eric Rowe,MIA,NYJ,18,2022,False,3,1,0,1,0,0,0
Zach Sieler,MIA,NYJ,18,2022,False,3,1,0,0,0,2,0
Xavien Howard,MIA,NYJ,18,2022,False,2,2,0,0,3,0,0
Jaelan Phillips,MIA,NYJ,18,2022,False,2,2,0,1,0,4,0
Kader Kohou,MIA,NYJ,18,2022,False,2,2,0,0,2,0,0
John Jenkins,MIA,NYJ,18,2022,False,2,1,0,0,0,0,0
Blake Ferguson,MIA,NYJ,18,2022,False,2,1,0,0,0,0,0
Verone McKinley III,MIA,NYJ,18,2022,False,2,0,0,0,0,0,0
Justin Bethel,MIA,NYJ,18,2022,False,1,1,0,0,0,0,0
Keion Crossen,MIA,NYJ,18,2022,False,1,1,0,0,0,0,0
Andrew Van Ginkel,MIA,NYJ,18,2022,False,1,1,0,0,0,1,0
Melvin Ingram,MIA,NYJ,18,2022,False,1,0,0,0,0,0,0
Bradley Chubb,MIA,NYJ,18,2022,False,0,0,0,0,0,1,0
Devin White,TB,WSH,10,2021,True,18,13,2,3,0,3,0
Lavonte David,TB,WSH,10,2021,True,14,5,0,0,0,0,0
Antoine Winfield Jr.,TB,WSH,10,2021,True,11,7,0,2,0,0,0
Jordan Whitehead,TB,WSH,10,2021,True,9,5,0,1,0,0,0
Mike Edwards,TB,WSH,10,2021,True,5,5,0,0,1,0,0
Jamel Dean,TB,WSH,10,2021,True,5,4,0,0,0,0,0
Anthony Nelson,TB,WSH,10,2021,True,4,2,1,1,0,2,0
Vita Vea,TB,WSH,10,2021,True,3,2,0,1,0,0,0
Ndamukong Suh,TB,WSH,10,2021,True,2,2,1,1,0,1,0
William Gholston,TB,WSH,10,2021,True,2,1,0,0,0,0,0
Rakeem Nunez-Roches,TB,WSH,10,2021,True,2,1,0,0,0,0,0
Joe Tryon-Shoyinka,TB,WSH,10,2021,True,1,1,1,1,0,1,0
Jason Pierre-Paul,TB,WSH,10,2021,True,1,1,0,1,0,0,0
Kevin Minter,TB,WSH,10,2021,True,1,1,0,0,0,0,0
Ryan Jensen,TB,WSH,10,2021,True,1,1,0,0,0,0,0
Pierre Desir,TB,WSH,10,2021,True,1,1,0,0,0,0,0
Cameron Brate,TB,WSH,10,2021,True,1,1,0,0,0,0,0
Dee Delaney,TB,WSH,10,2021,True,1,1,0,0,0,0,0
Grant Stuard,TB,WSH,10,2021,True,1,1,0,0,0,0,0
Ross Cockrell,TB,WSH,10,2021,True,1,0,0,0,1,0,0
Cam Gill,TB,WSH,10,2021,True,1,0,0,0,0,0,0
Shaquil Barrett,TB,WSH,10,2021,True,0,0,0,0,0,1,0
Kamren Curl,WSH,TB,10,2021,False,8,4,0,0,1,0,0
Jamin Davis,WSH,TB,10,2021,False,6,5,0,0,0,0,0
Kendall Fuller,WSH,TB,10,2021,False,6,3,0,0,1,0,0
Cole Holcomb,WSH,TB,10,2021,False,5,4,0,0,0,0,0
Casey Toohill,WSH,TB,10,2021,False,4,1,0,0,0,0,0
David Mayo,WSH,TB,10,2021,False,3,3,0,0,0,0,0
Landon Collins,WSH,TB,10,2021,False,3,3,0,0,0,0,0
William Jackson III,WSH,TB,10,2021,False,3,3,0,0,1,0,0
Bobby McCain,WSH,TB,10,2021,False,3,1,0,0,1,0,0
Jonathan Allen,WSH,TB,10,2021,False,2,1,0,0,0,1,0
Daron Payne,WSH,TB,10,2021,False,2,0,0,0,0,0,0
Terry McLaurin,WSH,TB,10,2021,False,1,1,0,0,0,0,0
Joey Slye,WSH,TB,10,2021,False,1,1,0,0,0,0,0
James Smith-Williams,WSH,TB,10,2021,False,1,1,0,0,0,0,0
Jordan Kunaszyk,WSH,TB,10,2021,False,1,1,0,0,0,0,0
Darrick Forrest,WSH,TB,10,2021,False,1,1,0,0,0,0,0
Chase Young,WSH,TB,10,2021,False,1,1,0,0,0,0,0
C.J. Mosley,NYJ,NYG,8,2023,True,12,7,0.5,0,1,1,0
Quincy Williams,NYJ,NYG,8,2023,True,11,8,0,2,1,0,0
Tony Adams,NYJ,NYG,8,2023,True,10,7,0,1,0,0,0
Jordan Whitehead,NYJ,NYG,8,2023,True,8,4,0,2,1,0,0
Quinnen Williams,NYJ,NYG,8,2023,True,7,5,0,1,0,1,0
Jermaine Johnson,NYJ,NYG,8,2023,True,6,3,2,2,0,4,0
Quinton Jefferson,NYJ,NYG,8,2023,True,6,2,0.5,0,0,1,0
Bryce Huff,NYJ,NYG,8,2023,True,5,2,1,1,0,1,0
Sauce Gardner,NYJ,NYG,8,2023,True,4,4,0,1,0,0,0
John Franklin-Myers,NYJ,NYG,8,2023,True,4,1,0,1,0,0,0
Ashtyn Davis,NYJ,NYG,8,2023,True,3,2,0,1,1,0,0
Chazz Surratt,NYJ,NYG,8,2023,True,3,2,0,0,0,0,0
Michael Carter II,NYJ,NYG,8,2023,True,3,2,0,0,0,0,0
D.J. Reed,NYJ,NYG,8,2023,True,2,2,0,0,0,0,0
Micheal Clemons,NYJ,NYG,8,2023,True,2,1,0,1,0,0,0
Jeremy Ruckert,NYJ,NYG,8,2023,True,2,1,0,0,0,0,0
Thomas Hennessy,NYJ,NYG,8,2023,True,2,0,0,0,0,0,0
Jamien Sherwood,NYJ,NYG,8,2023,True,2,0,0,0,0,0,0
Will McDonald IV,NYJ,NYG,8,2023,True,1,1,0,0,0,0,0
Connor McGovern,NYJ,NYG,8,2023,True,1,0,0,0,0,0,0
Sam Eguavoen,NYJ,NYG,8,2023,True,1,0,0,0,0,0,0
Wes Schweitzer,NYJ,NYG,8,2023,True,1,0,0,0,0,0,0
Solomon Thomas,NYJ,NYG,8,2023,True,1,0,0,0,0,0,0
Bobby Okereke,NYG,NYJ,8,2023,False,9,7,0,3,0,0,0
Kayvon Thibodeaux,NYG,NYJ,8,2023,False,9,6,3,3,0,3,0
Xavier McKinney,NYG,NYJ,8,2023,False,5,4,0,0,0,0,0
Micah McFadden,NYG,NYJ,8,2023,False,5,3,0,0,0,0,0
Adoree' Jackson,NYG,NYJ,8,2023,False,4,4,0,0,1,0,0
Deonte Banks,NYG,NYJ,8,2023,False,3,3,0,0,2,0,0
Dexter Lawrence II,NYG,NYJ,8,2023,False,3,2,1,1,0,5,0
Jason Pinnock,NYG,NYJ,8,2023,False,3,0,0,0,1,1,0
A'Shawn Robinson,NYG,NYJ,8,2023,False,2,1,0,1,0,0,0
Boogie Basham,NYG,NYJ,8,2023,False,2,1,0,0,0,0,0
Jashaun Corbin,NYG,NYJ,8,2023,False,2,1,0,0,0,0,0
Jihad Ward,NYG,NYJ,8,2023,False,1,1,0,0,0,0,0
Nick McCloud,NYG,NYJ,8,2023,False,1,1,0,0,0,0,0
Darnay Holmes,NYG,NYJ,8,2023,False,1,1,0,0,0,0,0
Cor'Dale Flott,NYG,NYJ,8,2023,False,1,1,0,0,2,0,0
Rakeem Nunez-Roches,NYG,NYJ,8,2023,False,1,0,0,0,0,0,0
Leonard Williams,NYG,NYJ,8,2023,False,1,0,0,0,1,0,0
Oshane Ximines,NYG,NYJ,8,2023,False,1,0,0,0,0,0,0
Cam Brown,NYG,NYJ,8,2023,False,1,0,0,0,0,0,0
D.J. Davidson,NYG,NYJ,8,2023,False,1,0,0,0,0,0,0
Isaiah Simmons,NYG,NYJ,8,2023,False,0,0,0,0,1,0,0
Drue Tranquill,LAC,HOU,4,2022,True,11,5,0,0,0,1,0
Derwin James Jr.,LAC,HOU,4,2022,True,7,3,0,0,2,0,0
Asante Samuel Jr.,LAC,HOU,4,2022,True,5,5,0,1,0,0,0
Kenneth Murray Jr.,LAC,HOU,4,2022,True,5,3,0,1,0,1,0
Kyle Van Noy,LAC,HOU,4,2022,True,4,3,0,0,0,0,0
Nasir Adderley,LAC,HOU,4,2022,True,4,3,0,0,1,0,0
Sebastian Joseph-Day,LAC,HOU,4,2022,True,4,2,1,2,0,2,0
Bryce Callahan,LAC,HOU,4,2022,True,3,3,0,0,2,0,0
Austin Johnson,LAC,HOU,4,2022,True,3,3,0,0,0,0,0
Khalil Mack,LAC,HOU,4,2022,True,2,1,1,1,0,2,0
Christian Covington,LAC,HOU,4,2022,True,2,0,0,0,0,0,0
Nick Niemann,LAC,HOU,4,2022,True,2,0,0,0,0,0,0
Morgan Fox,LAC,HOU,4,2022,True,1,1,1,1,0,2,0
Jerry Tillery,LAC,HOU,4,2022,True,1,1,1,0,0,1,0
J.C. Jackson,LAC,HOU,4,2022,True,1,1,0,0,0,0,0
Michael Bandy,LAC,HOU,4,2022,True,1,1,0,0,0,0,0
Dustin Hopkins,LAC,HOU,4,2022,True,1,0,0,0,0,0,0
Alohi Gilman,LAC,HOU,4,2022,True,1,0,0,0,0,0,0
Chris Rumph II,LAC,HOU,4,2022,True,1,0,0,0,0,1,0
Steven Nelson,HOU,LAC,4,2022,False,7,6,0,0,0,0,0
Kamu Grugier-Hill,HOU,LAC,4,2022,False,7,6,0,0,0,0,0
Jalen Pitre,HOU,LAC,4,2022,False,7,3,0,1,0,0,0
Jonathan Owens,HOU,LAC,4,2022,False,6,5,0,0,1,0,0
Christian Kirksey,HOU,LAC,4,2022,False,6,4,0,0,0,0,0
Derek Stingley Jr.,HOU,LAC,4,2022,False,5,4,0,0,0,0,0
Desmond King II,HOU,LAC,4,2022,False,3,3,0,1,0,0,0
Blake Cashman,HOU,LAC,4,2022,False,3,3,0,1,1,0,0
Rasheem Green,HOU,LAC,4,2022,False,3,2,0.5,1,0,1,0
Roy Lopez,HOU,LAC,4,2022,False,3,2,0,1,0,0,0
Jerry Hughes,HOU,LAC,4,2022,False,3,1,0,0,0,0,0
Garret Wallow,HOU,LAC,4,2022,False,3,0,0,0,0,0,0
Jonathan Greenard,HOU,LAC,4,2022,False,2,2,0,1,0,0,0
Jalen Reeves-Maybin,HOU,LAC,4,2022,False,2,1,0,0,0,0,0
M.J. Stewart,HOU,LAC,4,2022,False,2,1,0,0,0,0,0
Maliek Collins,HOU,LAC,4,2022,False,2,0,0,0,0,0,0
Kurt Hinish,HOU,LAC,4,2022,False,2,0,0,0,0,0,0
Thomas Booker IV,HOU,LAC,4,2022,False,2,0,0.5,0,0,1,0
Dare Ogunbowale,HOU,LAC,4,2022,False,1,1,0,0,0,0,0
Ogbo Okoronkwo,HOU,LAC,4,2022,False,1,1,0,0,0,0,0
Tremon Smith,HOU,LAC,4,2022,False,1,1,0,0,0,0,0
Nico Collins,HOU,LAC,4,2022,False,1,1,0,0,0,0,0
Jordan Hicks,ARI,SF,9,2021,True,8,5,0,1,0,0,0
Budda Baker,ARI,SF,9,2021,True,7,2,0,0,1,0,0
Isaiah Simmons,ARI,SF,9,2021,True,6,6,0,0,0,0,0
Jalen Thompson,ARI,SF,9,2021,True,6,3,0,0,0,0,0
Markus Golden,ARI,SF,9,2021,True,5,3,3,3,0,3,0
Byron Murphy Jr.,ARI,SF,9,2021,True,4,1,0,0,0,0,0
Marco Wilson,ARI,SF,9,2021,True,4,1,0,0,0,0,0
Tanner Vallejo,ARI,SF,9,2021,True,3,3,0,1,1,0,0
Dennis Gardeck,ARI,SF,9,2021,True,3,2,0,0,0,0,0
Chandler Jones,ARI,SF,9,2021,True,3,1,1,1,0,2,0
Robert Alford,ARI,SF,9,2021,True,2,1,0,0,0,0,0
Zaven Collins,ARI,SF,9,2021,True,2,0,0,0,0,0,0
Jordan Phillips,ARI,SF,9,2021,True,1,1,1,1,0,2,0
Devon Kennard,ARI,SF,9,2021,True,1,1,0,0,0,1,0
Andy Isabella,ARI,SF,9,2021,True,1,1,0,0,0,0,0
Zach Allen,ARI,SF,9,2021,True,1,1,0,0,1,0,0
Greg Dortch,ARI,SF,9,2021,True,1,1,0,0,0,0,0
Chris Banjo,ARI,SF,9,2021,True,1,0,0,0,0,0,0
Josh Mauro,ARI,SF,9,2021,True,1,0,0,0,0,0,0
Darrell Daniels,ARI,SF,9,2021,True,1,0,0,0,0,0,0
Antonio Hamilton Sr.,ARI,SF,9,2021,True,1,0,0,0,0,0,0
Michael Dogbe,ARI,SF,9,2021,True,1,0,0,0,0,0,0
Fred Warner,SF,ARI,9,2021,False,13,5,0,0,0,0,0
Arik Armstead,SF,ARI,9,2021,False,10,2,1,1,0,1,0
Azeez Al-Shaair,SF,ARI,9,2021,False,9,4,0,0,1,0,0
D.J. Jones,SF,ARI,9,2021,False,8,4,0,1,0,0,0
Tavon Wilson,SF,ARI,9,2021,False,7,5,0,0,1,0,0
Emmanuel Moseley,SF,ARI,9,2021,False,6,3,0,1,0,0,0
Nick Bosa,SF,ARI,9,2021,False,4,3,0,1,0,2,0
Talanoa Hufanga,SF,ARI,9,2021,False,4,3,0,0,0,0,0
Jordan Willis,SF,ARI,9,2021,False,4,1,0,0,0,0,0
Dre Kirkpatrick,SF,ARI,9,2021,False,3,3,0,0,0,0,0
K'Waun Williams,SF,ARI,9,2021,False,3,2,0,0,0,0,0
Josh Norman,SF,ARI,9,2021,False,2,2,0,0,0,0,0
Samson Ebukam,SF,ARI,9,2021,False,2,1,0,0,0,0,0
Kevin Givens,SF,ARI,9,2021,False,2,1,0,0,0,0,0
Dontae Johnson,SF,ARI,9,2021,False,2,0,0,0,0,0,0
Arden Key,SF,ARI,9,2021,False,1,1,1,1,0,2,0
Mohamed Sanu,SF,ARI,9,2021,False,1,1,0,0,0,0,0
Kyle Juszczyk,SF,ARI,9,2021,False,1,1,0,0,0,0,0
JaMycal Hasty,SF,ARI,9,2021,False,1,1,0,0,0,0,0
Demetrius Flannigan-Fowles,SF,ARI,9,2021,False,1,1,0,0,0,0,0
Mitch Wishnowsky,SF,ARI,9,2021,False,1,1,0,0,0,0,0
Trenton Cannon,SF,ARI,9,2021,False,1,1,0,0,0,0,0
Tony Jefferson,SF,ARI,9,2021,False,1,0,0,0,0,0,0
Kentavius Street,SF,ARI,9,2021,False,1,0,0,0,0,0,0
CJ Henderson,CAR,BAL,11,2022,True,10,10,0,1,0,0,0
Frankie Luvu,CAR,BAL,11,2022,True,10,6,1,1,0,1,0
Jeremy Chinn,CAR,BAL,11,2022,True,9,7,0,0,0,0,0
Shaq Thompson,CAR,BAL,11,2022,True,6,2,0,1,0,0,0
Xavier Woods,CAR,BAL,11,2022,True,5,4,0,0,0,0,0
Brian Burns,CAR,BAL,11,2022,True,5,2,1,2,0,1,0
Sam Franklin Jr.,CAR,BAL,11,2022,True,4,4,0,0,0,0,0
Jaycee Horn,CAR,BAL,11,2022,True,4,4,0,1,0,0,0
Yetur Gross-Matos,CAR,BAL,11,2022,True,3,2,1,1,0,1,0
Brandon Smith,CAR,BAL,11,2022,True,3,2,0,0,0,0,0
Taylor Moton,CAR,BAL,11,2022,True,1,1,0,0,0,0,0
Cory Littleton,CAR,BAL,11,2022,True,1,1,0,1,0,0,0
Marquis Haynes Sr.,CAR,BAL,11,2022,True,1,1,0,0,0,0,0
Joel Iyiegbuniwe,CAR,BAL,11,2022,True,1,1,0,0,0,0,0
Bravvion Roy,CAR,BAL,11,2022,True,1,1,0,0,1,0,0
Derrick Brown,CAR,BAL,11,2022,True,1,1,0,1,0,0,0
Keith Taylor Jr.,CAR,BAL,11,2022,True,1,1,0,0,0,0,0
Shi Smith,CAR,BAL,11,2022,True,1,1,0,0,0,0,0
Amare Barno,CAR,BAL,11,2022,True,1,1,0,1,0,0,0
Patrick Queen,BAL,CAR,11,2022,False,12,9,0.5,1,0,1,0
Roquan Smith,BAL,CAR,11,2022,False,7,6,1,1,0,0,0
Marcus Peters,BAL,CAR,11,2022,False,5,4,0,0,0,0,0
Kyle Hamilton,BAL,CAR,11,2022,False,4,4,0,1,0,1,0
Chuck Clark,BAL,CAR,11,2022,False,3,3,0,0,0,0,0
Geno Stone,BAL,CAR,11,2022,False,3,3,0,0,0,0,0
Broderick Washington,BAL,CAR,11,2022,False,3,1,0,0,1,0,0
Jason Pierre-Paul,BAL,CAR,11,2022,False,2,2,1,2,1,1,0
Brandon Stephens,BAL,CAR,11,2022,False,2,2,0,0,1,0,0
Calais Campbell,BAL,CAR,11,2022,False,2,1,1,1,0,2,0
Brent Urban,BAL,CAR,11,2022,False,2,1,0,0,0,0,0
Tyus Bowser,BAL,CAR,11,2022,False,2,1,0,0,0,0,0
