name,team,opponent,week,season,isHome,NO,YDS,AVG,LONG,TD
Derius Davis,LAC,LV,4,2023,False,1,15,15.0,15,0
Pierre Strong Jr.,CLE,HOU,16,2023,True,1,36,36.0,36,0
Dameon Pierce,HOU,CLE,16,2023,False,5,174,34.8,98,1
Andrew Beck,HOU,CLE,16,2023,False,1,9,9.0,9,0
Pharoh Cooper,ARI,ATL,17,2022,True,1,25,25.0,25,0
Avery Williams,ATL,ARI,17,2022,False,1,23,23.0,23,0
Deven Thompkins,TB,HOU,9,2023,True,3,54,18.0,23,0
Tank Dell,HOU,TB,9,2023,False,2,44,22.0,23,0
Mike Boone,HOU,TB,9,2023,False,1,8,8.0,8,0
Raheem Mostert,MIA,CIN,4,2022,True,2,42,21.0,24,0
Raheem Blackshear,CAR,DAL,11,2023,False,1,29,29.0,29,0
Darius Phillips,CIN,LV,11,2021,True,2,57,28.5,32,0
Kenyan Drake,LV,CIN,11,2021,False,3,51,17.0,24,0
Tank Bigsby,JAX,TEN,18,2023,True,4,99,24.8,31,0
Tony Pollard,DAL,NE,6,2021,True,3,74,24.7,27,0
Gunner Olszewski,NE,DAL,6,2021,False,2,47,23.5,24,0
Khalil Dorsey,DET,NO,13,2023,True,3,58,19.3,22,0
Lynn Bowden Jr.,NO,DET,13,2023,False,1,18,18.0,18,0
Matt Breida,BUF,NE,13,2021,False,1,27,27.0,27,0
Ameer Abdullah,LV,KC,5,2022,True,1,16,16.0,16,0
Skyy Moore,KC,LV,5,2022,False,1,19,19.0,19,0
Greg Dortch,ARI,MIN,8,2022,True,1,18,18.0,18,0
Ray-Ray McCloud III,SF,ATL,6,2022,True,3,74,24.7,28,0
Avery Williams,ATL,SF,6,2022,False,1,28,28.0,28,0
DeeJay Dallas,SEA,ATL,3,2022,False,2,52,26.0,30,0
Trayveon Williams,CIN,PIT,11,2022,True,5,124,24.8,42,0
Steven Sims,PIT,CIN,11,2022,False,7,154,22.0,37,0
Justin Jackson,DET,MIN,14,2022,False,1,21,21.0,21,0
Tremon Smith,HOU,TEN,16,2022,True,1,26,26.0,26,0
Dare Ogunbowale,HOU,TEN,16,2022,True,1,25,25.0,25,0
Julius Chestnut,TEN,HOU,16,2022,False,4,85,21.3,28,0
Deonte Harty,NO,CAR,2,2021,True,5,156,31.2,39,0
Alex Armah,NO,CAR,2,2021,True,1,17,17.0,17,0
Anthony Schwartz,CLE,MIN,4,2021,True,1,26,26.0,26,0
Ameer Abdullah,MIN,CLE,4,2021,False,1,26,26.0,26,0
Braxton Berrios,NYJ,BAL,1,2022,False,2,48,24.0,25,0
DeAndre Carter,LAC,CLE,5,2022,True,2,39,19.5,22,0
Chester Rogers,CLE,LAC,5,2022,False,3,64,21.3,28,0
Greg Dortch,ARI,HOU,11,2023,True,1,23,23.0,23,0
Dee Eskridge,SEA,TB,10,2022,True,2,38,19.0,21,0
DeeJay Dallas,SEA,TB,10,2022,True,1,22,22.0,22,0
Jaelon Darden,TB,SEA,10,2022,False,2,42,21.0,24,0
Rachaad White,TB,SEA,10,2022,False,2,30,15.0,22,0
Tremon Smith,HOU,MIA,9,2021,True,1,18,18.0,18,0
Jaylen Waddle,MIA,HOU,9,2021,False,2,47,23.5,25,0
Cordarrelle Patterson,ATL,MIA,7,2021,True,2,43,21.5,24,0
Myles Gaskin,MIA,ATL,7,2021,False,2,29,14.5,16,0
Jaylen Waddle,MIA,BUF,8,2021,True,2,25,12.5,18,0
Isaiah McKenzie,BUF,MIA,8,2021,False,2,37,18.5,19,0
Greg Dortch,ARI,ATL,10,2023,False,1,22,22.0,22,0
Julius Chestnut,TEN,DAL,17,2022,False,1,25,25.0,25,0
Dax Milne,WSH,TEN,5,2022,False,2,27,13.5,15,0
Jonathan Williams,WSH,TEN,5,2022,False,1,19,19.0,19,0
Khalil Herbert,CHI,CLE,3,2021,True,4,95,23.8,31,0
Demetric Felton Jr.,CLE,KC,1,2021,True,1,13,13.0,13,0
Byron Pringle,KC,CLE,1,2021,False,2,44,22.0,24,0
Isaiah McKenzie,IND,TEN,13,2023,True,1,36,36.0,36,0
Tyjae Spears,TEN,IND,13,2023,False,2,40,20.0,20,0
Diontae Spencer,DEN,LAC,12,2021,False,1,7,7.0,7,0
Ashton Dulin,IND,TEN,8,2021,False,3,76,25.3,31,0
Avery Williams,ATL,TB,13,2021,False,1,30,30.0,30,0
Jamal Agnew,JAX,SEA,8,2021,True,4,68,17.0,20,0
Dan Arnold,JAX,SEA,8,2021,True,1,13,13.0,13,0
Travis Homer,SEA,JAX,8,2021,False,1,44,44.0,44,1
DeeJay Dallas,SEA,JAX,8,2021,False,1,21,21.0,21,0
Montrell Washington,DEN,IND,5,2022,False,1,20,20.0,20,0
Demetric Felton Jr.,CLE,CIN,9,2021,True,1,11,11.0,11,0
Darius Phillips,CIN,CLE,9,2021,False,2,39,19.5,22,0
Brandon Wilson,CIN,CLE,9,2021,False,2,35,17.5,21,0
Braxton Berrios,NYJ,DEN,3,2021,True,1,21,21.0,21,0
Jakeem Grant Sr.,CHI,LV,5,2021,True,3,69,23.0,32,0
Kenyan Drake,LV,CHI,5,2021,False,2,35,17.5,20,0
Dee Eskridge,SEA,WSH,12,2021,True,2,54,27.0,27,0
DeeJay Dallas,SEA,WSH,12,2021,True,1,27,27.0,27,0
DeAndre Carter,WSH,SEA,12,2021,False,2,43,21.5,31,0
Kene Nwangwu,MIN,DAL,11,2022,False,2,48,24.0,25,0
Giovani Bernard,TB,NO,2,2022,True,1,14,14.0,14,0
Deonte Harty,NO,TB,2,2022,False,2,65,32.5,33,0
C.J. Board,NYG,DAL,5,2021,True,2,54,27.0,33,0
Rashid Shaheed,NO,TB,4,2023,False,2,39,19.5,22,0
Hunter Luepke,DAL,SEA,13,2023,False,1,15,15.0,15,0
Derius Davis,LAC,DET,10,2023,False,1,27,27.0,27,0
Boston Scott,PHI,DAL,16,2022,True,2,54,27.0,29,0
KaVontae Turpin,DAL,PHI,16,2022,False,1,31,31.0,31,0
KaVontae Turpin,DAL,TB,1,2022,False,4,77,19.3,22,0
Dallis Flowers,IND,DAL,13,2022,True,6,150,25.0,27,0
Isaiah Rodgers Sr.,IND,DAL,13,2022,True,2,62,31.0,34,0
KaVontae Turpin,DAL,IND,13,2022,False,3,64,21.3,27,0
Keisean Nixon,GB,NYG,14,2023,True,1,25,25.0,25,0
Lawrence Cager,NYG,GB,14,2023,False,1,0,0.0,0,0
Avery Williams,ATL,JAX,12,2021,True,4,91,22.8,26,0
Jaydon Mickens,JAX,ATL,12,2021,False,3,74,24.7,29,0
Chester Rogers,TEN,SF,16,2021,False,2,57,28.5,37,0
Devin Duvernay,BAL,CLE,14,2021,True,3,54,18.0,23,0
JoJo Natson,CLE,BAL,14,2021,False,1,21,21.0,21,0
Andy Janovich,CLE,BAL,14,2021,False,2,19,9.5,13,0
Gunner Olszewski,NE,CAR,9,2021,True,1,30,30.0,30,0
Ameer Abdullah,CAR,NE,9,2021,False,2,43,21.5,22,0
Khalil Herbert,CHI,SEA,16,2021,True,5,94,18.8,30,0
DeeJay Dallas,SEA,CHI,16,2021,False,3,79,26.3,40,0
Colby Parkinson,SEA,CHI,16,2021,False,1,13,13.0,13,0
JoJo Natson,CLE,NE,10,2021,True,3,71,23.7,28,0
Anthony Schwartz,CLE,NE,10,2021,True,4,70,17.5,22,0
M.J. Stewart,CLE,NE,10,2021,True,1,20,20.0,20,0
J.J. Taylor,NE,CLE,10,2021,False,1,25,25.0,25,0
Brandon Bolden,NE,CLE,10,2021,False,1,14,14.0,14,0
Kenyan Drake,LV,LAC,4,2021,True,3,68,22.7,31,0
Peyton Barber,LV,LAC,4,2021,True,1,25,25.0,25,0
Larry Rountree III,LAC,LV,4,2021,False,2,35,17.5,24,0
Amari Rodgers,GB,DET,18,2021,True,2,48,24.0,25,0
Godwin Igwebuike,DET,GB,18,2021,False,1,25,25.0,25,0
Jalen Reagor,PHI,LV,7,2021,True,2,49,24.5,26,0
Deven Thompkins,TB,SF,14,2022,True,5,123,24.6,54,0
Ko Kieft,TB,SF,14,2022,True,1,7,7.0,7,0
Ray-Ray McCloud III,SF,TB,14,2022,False,2,54,27.0,30,0
Braxton Berrios,MIA,PHI,7,2023,True,4,105,26.3,33,0
Boston Scott,PHI,MIA,7,2023,False,1,38,38.0,38,0
Olamide Zaccheaus,PHI,MIA,7,2023,False,1,7,7.0,7,0
Jalen Richard,LV,CLE,15,2021,True,2,37,18.5,23,0
Demetric Felton Jr.,CLE,LV,15,2021,False,1,24,24.0,24,0
KaVontae Turpin,DAL,LAC,6,2023,True,1,21,21.0,21,0
Gary Brightwell,NYG,TEN,1,2022,True,2,41,20.5,24,0
Trenton Cannon,TEN,NYG,1,2022,False,2,33,16.5,19,0
Kene Nwangwu,MIN,PHI,2,2022,True,2,42,21.0,22,0
Quez Watkins,PHI,MIN,2,2022,False,2,13,6.5,9,0
Rashid Shaheed,NO,HOU,6,2023,True,1,19,19.0,19,0
Devin Singletary,HOU,NO,6,2023,False,1,18,18.0,18,0
Ty Johnson,BUF,KC,14,2023,True,1,23,23.0,23,0
Deonte Harty,NO,PHI,11,2021,True,3,61,20.3,22,0
Jalen Reagor,PHI,NO,11,2021,False,3,51,17.0,20,0
Pharoh Cooper,ARI,LAC,12,2022,False,1,19,19.0,19,0
Steven Sims,PIT,PHI,8,2022,True,2,47,23.5,27,0
Britain Covey,PHI,PIT,8,2022,False,3,67,22.3,26,0
Chris Evans,CIN,CLE,1,2023,True,2,45,22.5,27,0
Ameer Abdullah,CAR,ARI,10,2021,True,1,26,26.0,26,0
Eno Benjamin,ARI,CAR,10,2021,False,2,55,27.5,28,0
Isaiah Rodgers Sr.,IND,BUF,11,2021,True,1,33,33.0,33,0
Nyheim Hines,IND,BUF,11,2021,True,1,19,19.0,19,0
Isaiah McKenzie,BUF,IND,11,2021,False,7,138,19.7,27,0
Brandon Wilson,CIN,CHI,2,2021,True,3,54,18.0,27,0
Darnell Mooney,CHI,CIN,2,2021,False,1,10,10.0,10,0
Demetric Felton Jr.,CLE,GB,16,2021,True,4,83,20.8,28,0
Amari Rodgers,GB,CLE,16,2021,False,2,44,22.0,27,0
Antonio Gibson,WSH,GB,7,2022,False,3,78,26.0,32,0
George Pickens,PIT,CIN,12,2023,True,1,7,7.0,7,0
Trayveon Williams,CIN,PIT,12,2023,False,2,66,33.0,46,0
Durham Smythe,MIA,BAL,2,2022,True,1,18,18.0,18,0
Devin Duvernay,BAL,MIA,2,2022,False,1,103,103.0,103,1
Jamal Agnew,JAX,ARI,3,2021,False,1,18,18.0,18,0
Montrell Washington,DEN,LAR,16,2022,True,1,29,29.0,29,0
Tyler Higbee,LAR,DEN,16,2022,False,1,7,7.0,7,0
Jamal Agnew,JAX,PHI,4,2022,True,3,70,23.3,27,0
Britain Covey,PHI,JAX,4,2022,False,3,69,23.0,23,0
Ameer Abdullah,LV,TEN,3,2022,True,1,23,23.0,23,0
Hassan Haskins,TEN,LV,3,2022,False,1,29,29.0,29,0
Braxton Berrios,MIA,BAL,17,2023,True,3,74,24.7,32,0
Justice Hill,BAL,MIA,17,2023,False,2,101,50.5,78,0
DeeJay Dallas,SEA,NYG,4,2023,True,1,30,30.0,30,0
Eric Gray,NYG,SEA,4,2023,False,1,19,19.0,19,0
Cordarrelle Patterson,ATL,NO,12,2023,False,2,43,21.5,22,0
Byron Pringle,KC,LAC,15,2021,True,1,19,19.0,19,0
Andre Roberts,LAC,KC,15,2021,False,1,75,75.0,75,0
Raheem Blackshear,CAR,MIA,6,2023,True,1,31,31.0,31,0
DJ Turner,LV,NO,8,2022,True,1,22,22.0,22,0
Ameer Abdullah,LV,NO,8,2022,True,1,20,20.0,20,0
C.J. Board,TEN,PHI,13,2022,True,3,62,20.7,22,0
Boston Scott,PHI,TEN,13,2022,False,2,37,18.5,26,0
Dee Eskridge,SEA,LAC,7,2022,True,2,45,22.5,25,0
DeAndre Carter,LAC,SEA,7,2022,False,3,53,17.7,21,0
Richie James,KC,LV,16,2023,False,3,68,22.7,30,0
Deonte Harty,NO,WSH,5,2021,True,1,27,27.0,27,0
DeAndre Carter,WSH,NO,5,2021,False,2,48,24.0,26,0
James Proche II,CLE,CIN,18,2023,True,1,19,19.0,19,0
Chase Brown,CIN,CLE,18,2023,False,2,44,22.0,27,0
Isaiah Rodgers Sr.,IND,MIA,4,2021,True,2,44,22.0,23,0
Pharoh Cooper,ARI,SF,18,2022,True,4,93,23.3,33,0
Ray-Ray McCloud III,SF,ARI,18,2022,False,1,33,33.0,33,0
Steven Sims,PIT,BAL,17,2022,True,1,29,29.0,29,0
Justice Hill,BAL,PIT,17,2022,False,2,83,41.5,56,0
Jakeem Grant Sr.,CHI,DET,12,2021,True,2,44,22.0,25,0
Khalil Herbert,CHI,DET,12,2021,True,1,15,15.0,15,0
Godwin Igwebuike,DET,CHI,12,2021,False,3,84,28.0,35,0
Jamal Agnew,JAX,TB,16,2023,True,5,106,21.2,31,0
Deven Thompkins,TB,JAX,16,2023,False,1,17,17.0,17,0
Trestan Ebner,CHI,HOU,3,2022,False,3,52,17.3,20,0
Zach Pascal,IND,SF,7,2021,True,1,14,14.0,14,0
Deebo Samuel Sr.,SF,IND,7,2021,False,2,60,30.0,33,0
Trenton Cannon,SF,IND,7,2021,False,3,59,19.7,27,0
Rashid Shaheed,NO,PIT,10,2022,True,4,93,23.3,31,0
Steven Sims,PIT,NO,10,2022,False,1,27,27.0,27,0
DeAndre Carter,LAC,JAX,3,2022,False,2,41,20.5,27,0
Ray-Ray McCloud III,PIT,BAL,18,2021,True,3,66,22.0,32,0
Devin Duvernay,BAL,PIT,18,2021,False,5,113,22.6,27,0
Cyril Grayson Jr.,TB,NYJ,17,2021,True,1,7,7.0,7,0
Keelan Cole Sr.,NYJ,TB,17,2021,False,3,64,21.3,26,0
Braxton Berrios,NYJ,TB,17,2021,False,2,55,27.5,28,0
Nyheim Hines,IND,ARI,16,2021,True,1,16,16.0,16,0
Greg Dortch,ARI,IND,16,2021,False,3,65,21.7,31,0
Jonathan Ward,ARI,IND,16,2021,False,1,16,16.0,16,0
Maurice Alexander,DET,SEA,4,2022,False,3,62,20.7,26,0
Cordarrelle Patterson,ATL,CAR,8,2021,False,1,25,25.0,25,0
Tremon Smith,HOU,NYG,10,2022,True,1,32,32.0,32,0
Gary Brightwell,NYG,HOU,10,2022,False,1,21,21.0,21,0
Michael Burton,KC,LAC,11,2022,True,1,20,20.0,20,0
Isiah Pacheco,KC,LAC,11,2022,True,1,0,0.0,0,0
DeAndre Carter,LAC,KC,11,2022,False,2,54,27.0,33,0
JoJo Natson,CLE,BAL,12,2021,True,1,15,15.0,15,0
Pierre Strong Jr.,CLE,SEA,8,2023,True,1,15,15.0,15,0
Dee Eskridge,SEA,CLE,8,2023,False,1,24,24.0,24,0
Julius Chestnut,TEN,LAC,15,2022,True,1,6,6.0,6,0
DeAndre Carter,LAC,TEN,15,2022,False,1,17,17.0,17,0
Rashid Shaheed,NO,PHI,17,2022,True,1,27,27.0,27,0
Boston Scott,PHI,NO,17,2022,False,1,15,15.0,15,0
Pierre Strong Jr.,CLE,CHI,15,2023,False,1,15,15.0,15,0
Kene Nwangwu,MIN,LAR,16,2021,False,1,9,9.0,9,0
Wayne Gallman,MIN,LAR,16,2021,False,1,7,7.0,7,0
Josh Metellus,MIN,LAR,16,2021,False,1,0,0.0,0,0
Ameer Abdullah,LV,JAX,9,2022,True,2,21,10.5,14,0
Jamal Agnew,JAX,LV,9,2022,False,2,62,31.0,52,0
Tony Pollard,DAL,CAR,4,2021,False,1,14,14.0,14,0
Brandon Powell,LAR,BUF,1,2022,False,4,67,16.8,21,0
Tony Pollard,DAL,MIN,8,2021,True,1,22,22.0,22,0
Braxton Berrios,MIA,NYJ,12,2023,True,1,22,22.0,22,0
Xavier Gipson,NYJ,MIA,12,2023,False,1,28,28.0,28,0
Gary Brightwell,NYG,GB,5,2022,True,3,56,18.7,23,0
Christian Watson,GB,NYG,5,2022,False,2,35,17.5,18,0
Amari Rodgers,GB,NYG,5,2022,False,1,18,18.0,18,0
Deven Thompkins,TB,MIN,1,2023,True,1,23,23.0,23,0
Ty Chandler,MIN,TB,1,2023,False,1,15,15.0,15,0
Jerome Ford,CLE,ATL,4,2022,True,2,34,17.0,18,0
Tyron Johnson,LV,IND,17,2021,True,2,43,21.5,34,0
Isaiah Rodgers Sr.,IND,LV,17,2021,False,1,20,20.0,20,0
Khalil Dorsey,DET,TB,6,2023,True,2,38,19.0,19,0
Deven Thompkins,TB,DET,6,2023,False,3,55,18.3,20,0
Braxton Berrios,NYJ,IND,9,2021,True,2,47,23.5,25,0
Isaiah Rodgers Sr.,IND,NYJ,9,2021,False,3,46,15.3,25,0
Nyheim Hines,IND,NYJ,9,2021,False,1,15,15.0,15,0
Keisean Nixon,GB,ATL,2,2023,True,2,55,27.5,30,0
Mike Hughes,ATL,GB,2,2023,False,1,19,19.0,19,0
Velus Jones Jr.,CHI,MIN,5,2022,True,2,39,19.5,24,0
Kene Nwangwu,MIN,CHI,5,2022,False,3,72,24.0,32,0
Ty Montgomery II,NE,NYG,12,2023,True,1,22,22.0,22,0
Braxton Berrios,NYJ,NE,7,2021,True,3,75,25.0,27,0
Keelan Cole Sr.,NYJ,NE,7,2021,True,3,66,22.0,25,0
Gunner Olszewski,NE,NYJ,7,2021,False,2,57,28.5,31,0
Boston Scott,PHI,CHI,15,2022,True,3,92,30.7,58,0
Velus Jones Jr.,CHI,PHI,15,2022,False,2,53,26.5,29,0
Brandon Powell,LAR,ARI,14,2021,True,1,27,27.0,27,0
Andre Roberts,HOU,CAR,3,2021,False,2,57,28.5,38,0
Xavier Gipson,NYJ,NE,18,2023,True,2,39,19.5,24,0
Kevin Harris,NE,NYJ,18,2023,False,1,20,20.0,20,0
Jalen Reagor,NE,NYJ,18,2023,False,1,15,15.0,15,0
Nyheim Hines,BUF,CHI,16,2022,True,4,75,18.8,23,0
Velus Jones Jr.,CHI,BUF,16,2022,False,4,113,28.3,40,0
Gunner Olszewski,NE,MIA,18,2021,True,1,24,24.0,24,0
Phillip Lindsay,MIA,NE,18,2021,False,2,38,19.0,20,0
Britain Covey,PHI,TB,3,2023,True,1,30,30.0,30,0
Devon Allen,PHI,TB,3,2023,True,1,17,17.0,17,0
D'Ernest Johnson,CLE,BAL,7,2022,True,1,27,27.0,27,0
Cordarrelle Patterson,ATL,CAR,15,2023,True,1,21,21.0,21,0
Scotty Miller,ATL,CAR,15,2023,True,1,14,14.0,14,0
Dee Alford,ATL,CAR,15,2023,True,1,8,8.0,8,0
Parris Campbell,NYG,LV,9,2023,True,5,110,22.0,30,0
Trestan Ebner,CHI,GB,2,2022,True,4,98,24.5,30,0
Ihmir Smith-Marsette,CHI,GB,2,2022,True,1,17,17.0,17,0
Amari Rodgers,GB,CHI,2,2022,False,1,24,24.0,24,0
Greg Dortch,ARI,SF,4,2023,True,1,13,13.0,13,0
Ray-Ray McCloud III,SF,ARI,4,2023,False,1,18,18.0,18,0
Tremon Smith,HOU,ARI,7,2021,True,1,27,27.0,27,0
Danny Amendola,HOU,ARI,7,2021,True,1,15,15.0,15,0
Eno Benjamin,ARI,HOU,7,2021,False,1,22,22.0,22,0
Devin Duvernay,BAL,IND,3,2023,False,1,20,20.0,20,0
Dallis Flowers,IND,PIT,12,2022,False,2,118,59.0,89,0
Isaiah Rodgers Sr.,IND,PIT,12,2022,False,3,107,35.7,45,0
Avery Williams,ATL,SF,15,2021,True,3,79,26.3,33,0
Olamide Zaccheaus,ATL,SF,15,2021,True,1,24,24.0,24,0
JaMycal Hasty,SF,ATL,15,2021,False,2,13,6.5,13,0
Brandon Powell,LAR,BAL,17,2021,True,1,18,18.0,18,0
Devin Duvernay,BAL,LAR,17,2021,False,1,22,22.0,22,0
Greg Dortch,ARI,CLE,9,2023,True,2,25,12.5,14,0
Eric Gray,NYG,MIA,5,2023,True,1,20,20.0,20,0
Braxton Berrios,MIA,NYG,5,2023,False,1,25,25.0,25,0
Keelan Cole Sr.,NYJ,BUF,18,2021,True,1,7,7.0,7,0
DeAndre Carter,LAC,SF,10,2022,True,2,30,15.0,17,0
Ray-Ray McCloud III,SF,LAC,10,2022,False,1,29,29.0,29,0
Henry Ruggs III,LV,PIT,2,2021,True,1,22,22.0,22,0
Ray-Ray McCloud III,PIT,LV,2,2021,False,4,92,23.0,28,0
Tremon Smith,HOU,JAX,15,2021,True,2,121,60.5,98,1
Jaydon Mickens,JAX,HOU,15,2021,False,2,36,18.0,20,0
Rachaad White,TB,PIT,6,2022,True,2,54,27.0,27,0
Steven Sims,PIT,TB,6,2022,False,3,112,37.3,89,0
Trayveon Williams,CIN,TEN,12,2022,True,1,14,14.0,14,0
C.J. Board,TEN,CIN,12,2022,False,1,20,20.0,20,0
Ameer Abdullah,LV,NE,15,2022,False,5,111,22.2,30,0
Jakob Johnson,LV,NE,15,2022,False,1,15,15.0,15,0
Montrell Washington,KC,MIN,5,2023,True,1,20,20.0,20,0
Godwin Igwebuike,DET,PIT,10,2021,True,5,122,24.4,29,0
Ray-Ray McCloud III,PIT,DET,10,2021,False,2,35,17.5,21,0
Eno Benjamin,ARI,LV,2,2022,True,2,40,20.0,22,0
DeeJay Dallas,SEA,MIN,3,2021,True,1,21,21.0,21,0
Ihmir Smith-Marsette,MIN,SEA,3,2021,False,2,40,20.0,24,0
Dee Alford,ATL,MIN,9,2023,False,1,5,5.0,5,0
Andre Roberts,LAC,DEN,17,2021,False,2,148,74.0,101,1
Jerome Ford,CLE,PIT,18,2022,True,5,93,18.6,35,0
Jaydon Mickens,TB,DAL,1,2021,False,3,92,30.7,41,0
DeAndre Carter,LV,BUF,2,2023,True,1,23,23.0,23,0
Damien Harris,BUF,LV,2,2023,False,1,41,41.0,41,0
Andre Baccellia,ARI,BAL,8,2023,False,1,22,22.0,22,0
Isaiah McKenzie,BUF,KC,5,2021,True,1,4,4.0,4,0
Byron Pringle,KC,BUF,5,2021,False,3,92,30.7,33,0
Brandon Wilson,CIN,NYJ,8,2021,True,1,18,18.0,18,0
Braxton Berrios,NYJ,CIN,8,2021,False,2,59,29.5,35,0
Tyjae Spears,TEN,JAX,11,2023,True,4,81,20.3,26,0
D'Ernest Johnson,JAX,TEN,11,2023,False,1,18,18.0,18,0
Byron Pringle,WSH,NYG,11,2023,False,2,77,38.5,40,0
Jordan Mason,SF,WSH,17,2023,True,1,28,28.0,28,0
D'Ernest Johnson,JAX,BUF,5,2023,True,1,10,10.0,10,0
Cordarrelle Patterson,ATL,LAR,2,2022,True,1,27,27.0,27,0
Brandon Powell,LAR,ATL,2,2022,False,1,15,15.0,15,0
JaMycal Hasty,SF,CIN,14,2021,True,3,63,21.0,24,0
Stanley Morgan,CIN,SF,14,2021,False,2,22,11.0,18,0
Darius Phillips,CIN,SF,14,2021,False,1,18,18.0,18,0
Rico Dowdle,DAL,MIA,16,2023,True,1,1,1.0,1,0
DeAndre Carter,LV,GB,5,2023,False,1,29,29.0,29,0
KaVontae Turpin,DAL,WSH,18,2022,True,2,51,25.5,29,0
Jaret Patterson,WSH,DAL,18,2022,False,1,27,27.0,27,0
Corey Ballentine,DET,CHI,4,2021,True,4,94,23.5,26,0
Khalil Herbert,CHI,DET,4,2021,False,1,33,33.0,33,0
Corey Clement,DAL,PHI,18,2021,True,3,63,21.0,26,0
Jason Huntley,PHI,DAL,18,2021,False,3,84,28.0,35,0
Ty Johnson,NYJ,TEN,4,2021,False,3,57,19.0,26,0
Braxton Berrios,NYJ,TEN,4,2021,False,1,24,24.0,24,0
Devin Duvernay,BAL,TB,8,2022,True,3,72,24.0,33,0
Isaiah McKenzie,IND,CIN,14,2023,True,1,17,17.0,17,0
Braxton Berrios,NYJ,MIA,5,2022,False,2,61,30.5,42,0
Ty Johnson,NYJ,MIA,5,2022,False,1,6,6.0,6,0
Greg Dortch,ARI,SEA,6,2022,True,2,44,22.0,25,0
Sony Michel,LAR,GB,12,2021,True,4,90,22.5,28,0
J.J. Koski,LAR,GB,12,2021,True,1,13,13.0,13,0
Amari Rodgers,GB,LAR,12,2021,False,3,38,12.7,14,0
Khalil Herbert,CHI,LAR,1,2021,True,4,106,26.5,50,0
Velus Jones Jr.,CHI,ATL,11,2022,True,1,55,55.0,55,0
Cordarrelle Patterson,ATL,CHI,11,2022,False,3,147,49.0,103,1
Velus Jones Jr.,CHI,GB,18,2023,True,4,113,28.3,34,0
Keisean Nixon,GB,CHI,18,2023,False,1,21,21.0,21,0
Derius Davis,LAC,GB,11,2023,True,3,58,19.3,21,0
Keisean Nixon,GB,LAC,11,2023,False,2,60,30.0,30,0
Malik Heath,GB,LAC,11,2023,False,1,1,1.0,1,0
Gunner Olszewski,NE,IND,15,2021,True,1,20,20.0,20,0
Isaiah Rodgers Sr.,IND,NE,15,2021,False,2,43,21.5,22,0
Nyheim Hines,IND,NE,15,2021,False,1,20,20.0,20,0
Jalen Reagor,PHI,CAR,5,2021,True,2,46,23.0,27,0
Alex Erickson,CAR,PHI,5,2021,False,2,57,28.5,39,0
DJ Moore,CAR,PHI,5,2021,False,1,13,13.0,13,0
Velus Jones Jr.,CHI,NYG,4,2022,True,2,44,22.0,22,0
Gary Brightwell,NYG,CHI,4,2022,False,2,33,16.5,19,0
Montrell Washington,DEN,KC,14,2022,False,1,29,29.0,29,0
Ihmir Smith-Marsette,MIN,ARI,2,2021,True,1,22,22.0,22,0
Rondale Moore,ARI,MIN,2,2021,False,1,21,21.0,21,0
Demetrius Harris,ARI,MIN,2,2021,False,1,14,14.0,14,0
Antonio Gibson,WSH,CHI,6,2022,True,1,27,27.0,27,0
Velus Jones Jr.,CHI,WSH,6,2022,False,1,22,22.0,22,0
Deebo Samuel Sr.,SF,PHI,13,2023,True,2,60,30.0,32,0
Boston Scott,PHI,SF,13,2023,False,3,66,22.0,28,0
Gary Brightwell,NYG,BAL,6,2022,False,1,47,47.0,47,0
Jerome Ford,CLE,CIN,14,2022,True,4,87,21.8,29,0
Andre Roberts,HOU,BUF,4,2021,True,4,67,16.8,18,0
Isaiah McKenzie,BUF,HOU,4,2021,False,1,20,20.0,20,0
Greg Dortch,ARI,SEA,7,2023,True,2,28,14.0,15,0
DeeJay Dallas,SEA,ARI,7,2023,False,1,24,24.0,24,0
DeAndre Carter,LAC,LV,13,2022,True,5,89,17.8,21,0
Velus Jones Jr.,CHI,MIN,6,2023,False,3,90,30.0,37,0
Kyren Williams,LAR,SEA,1,2023,True,1,8,8.0,8,0
DeeJay Dallas,SEA,LAR,1,2023,False,1,34,34.0,34,0
Colby Parkinson,SEA,LAR,1,2023,False,1,16,16.0,16,0
Cam Lewis,BUF,NYJ,9,2022,True,1,0,0.0,0,0
Braxton Berrios,NYJ,BUF,9,2022,False,2,40,20.0,22,0
Cordarrelle Patterson,ATL,NYG,3,2021,True,2,40,20.0,24,0
Keith Smith,ATL,NYG,3,2021,True,1,10,10.0,10,0
C.J. Board,NYG,ATL,3,2021,False,1,6,6.0,6,0
Godwin Igwebuike,DET,GB,2,2021,True,2,54,27.0,33,0
Kylin Hill,GB,DET,2,2021,False,2,60,30.0,41,0
Diontae Spencer,DEN,BAL,4,2021,False,2,36,18.0,19,0
Jaydon Mickens,JAX,TEN,14,2021,True,1,16,16.0,16,0
Chester Rogers,TEN,JAX,14,2021,False,1,25,25.0,25,0
Raheem Blackshear,CAR,CIN,9,2022,True,2,88,44.0,66,0
Tommy Tremble,CAR,CIN,9,2022,True,1,8,8.0,8,0
Chris Evans,CIN,CAR,9,2022,False,1,22,22.0,22,0
Trent Taylor,CIN,CAR,9,2022,False,2,15,7.5,9,0
Justice Hill,BAL,PIT,14,2022,True,2,39,19.5,22,0
Devin Duvernay,BAL,PIT,14,2022,True,1,19,19.0,19,0
