name,team,opponent,week,season,isHome,NO,YDS,AVG,LONG,TD
Mecole Hardman,KC,DEN,8,2023,True,1,14,14.0,14,0
Marvin Mims Jr.,DEN,KC,8,2023,False,1,28,28.0,28,0
Dee Eskridge,SEA,ARI,9,2022,True,2,41,20.5,29,0
Greg Dortch,ARI,SEA,9,2022,False,4,81,20.3,29,0
Deonte Harty,NO,TEN,10,2021,True,5,110,22.0,27,0
Dwayne Washington,NO,TEN,10,2021,True,1,17,17.0,17,0
Marcus Johnson,TEN,NO,10,2021,False,3,54,18.0,27,0
Tony Pollard,DAL,ATL,10,2021,False,1,29,29.0,29,0
JaMycal Hasty,SF,LAR,18,2021,True,1,11,11.0,11,0
Brandon Powell,LAR,SF,18,2021,False,2,36,18.0,22,0
Kenneth Gainwell,PHI,WSH,17,2021,True,2,21,10.5,21,0
DeAndre Carter,WSH,PHI,17,2021,False,2,57,28.5,34,0
Gary Brightwell,NYG,SEA,8,2022,True,3,63,21.0,27,0
Dee Eskridge,SEA,NYG,8,2022,False,1,26,26.0,26,0
Greg Dortch,ARI,SEA,18,2021,False,1,14,14.0,14,0
Darrell Daniels,ARI,SEA,18,2021,False,1,6,6.0,6,0
Antonio Gibson,WSH,PHI,4,2023,True,1,29,29.0,29,0
Taiwan Jones,BUF,NYJ,10,2021,True,1,14,14.0,14,0
Tevin Coleman,NYJ,BUF,10,2021,False,4,86,21.5,33,0
Devin Duvernay,BAL,TEN,6,2023,True,2,41,20.5,27,0
Tremon Smith,HOU,JAX,5,2022,True,1,24,24.0,24,0
Jamal Agnew,JAX,HOU,5,2022,False,3,62,20.7,25,0
Isaiah McKenzie,BUF,PIT,1,2021,False,4,143,35.8,75,0
Kene Nwangwu,MIN,BAL,9,2021,True,2,121,60.5,98,1
Devin Duvernay,BAL,MIN,9,2021,False,1,24,24.0,24,0
Avery Williams,ATL,CAR,14,2021,True,1,38,38.0,38,0
Ameer Abdullah,CAR,ATL,14,2021,False,3,75,25.0,26,0
D'Ernest Johnson,CLE,PIT,17,2021,True,5,113,22.6,29,0
Anthony Schwartz,CLE,PIT,17,2021,True,1,27,27.0,27,0
DeAndre Carter,WSH,ATL,4,2021,True,3,152,50.7,101,1
Cordarrelle Patterson,ATL,WSH,4,2021,False,3,78,26.0,32,0
Jamal Agnew,JAX,PIT,8,2023,True,1,27,27.0,27,0
Daniel Thomas,JAX,PIT,8,2023,True,1,21,21.0,21,0
Godwin Igwebuike,PIT,JAX,8,2023,False,1,36,36.0,36,0
Avery Williams,ATL,BAL,16,2022,True,2,35,17.5,23,0
Cordarrelle Patterson,ATL,BAL,16,2022,True,1,16,16.0,16,0
Keith Smith,ATL,BAL,16,2022,True,1,16,16.0,16,0
Justice Hill,BAL,ATL,16,2022,False,3,65,21.7,24,0
Isiah Pacheco,KC,HOU,15,2022,True,3,47,15.7,17,0
Michael Bandy,LAC,HOU,16,2021,True,4,88,22.0,27,0
Maurice Ffrench,LAC,HOU,16,2021,True,1,17,17.0,17,0
Jaylen Samuels,HOU,LAC,16,2021,False,1,0,0.0,0,0
Cooper Kupp,LAR,HOU,8,2021,True,1,8,8.0,8,0
Tremon Smith,HOU,LAR,8,2021,False,1,44,44.0,44,0
Velus Jones Jr.,CHI,MIN,12,2023,True,1,28,28.0,28,0
Kene Nwangwu,MIN,CHI,12,2023,False,1,38,38.0,38,0
Jamal Agnew,JAX,DEN,2,2021,False,2,120,60.0,102,1
Steven Sims,PIT,CAR,15,2022,True,1,17,17.0,17,0
Raheem Blackshear,CAR,PIT,15,2022,False,2,60,30.0,37,0
Ray-Ray McCloud III,PIT,KC,16,2021,True,3,61,20.3,29,0
Mecole Hardman,KC,PIT,16,2021,False,1,20,20.0,20,0
Jaylen Waddle,MIA,NYJ,11,2021,True,1,16,16.0,16,0
Albert Wilson,MIA,NYJ,11,2021,True,1,2,2.0,2,0
Tevin Coleman,NYJ,MIA,11,2021,False,2,49,24.5,29,0
Braxton Berrios,NYJ,MIA,11,2021,False,1,31,31.0,31,0
Ryan Griffin,NYJ,MIA,11,2021,False,1,8,8.0,8,0
Jaydon Mickens,TB,NE,4,2021,True,1,13,13.0,13,0
Tyler Johnson,TB,NE,4,2021,True,1,10,10.0,10,0
Brandon Bolden,NE,TB,4,2021,False,1,25,25.0,25,0
Devin McCourty,NE,NYJ,2,2021,True,1,18,18.0,18,0
Braxton Berrios,NYJ,NE,2,2021,False,4,95,23.8,38,0
Ray-Ray McCloud III,SF,SEA,12,2023,True,2,52,26.0,29,0
Dee Eskridge,SEA,SF,12,2023,False,4,140,35.0,66,0
Brandon Wilson,CIN,PIT,3,2021,True,2,53,26.5,30,0
Ray-Ray McCloud III,PIT,CIN,3,2021,False,1,22,22.0,22,0
Byron Pringle,WSH,NYJ,16,2023,True,1,6,6.0,6,0
Xavier Gipson,NYJ,WSH,16,2023,False,3,82,27.3,30,0
Devin Singletary,HOU,IND,2,2023,False,2,37,18.5,24,0
Ray-Ray McCloud III,SF,CHI,1,2022,True,2,42,21.0,21,0
Trestan Ebner,CHI,SF,1,2022,False,2,48,24.0,30,0
Raheem Blackshear,CAR,TB,18,2023,False,2,39,19.5,21,0
Ty Montgomery II,NE,MIA,8,2023,True,1,24,24.0,24,0
Braxton Berrios,MIA,NE,8,2023,False,1,25,25.0,25,0
Justice Hill,BAL,CIN,18,2022,True,2,51,25.5,30,0
Trayveon Williams,CIN,BAL,18,2022,False,2,48,24.0,29,0
Brandon Powell,LAR,KC,12,2022,True,3,78,26.0,29,0
Justice Hill,BAL,NO,9,2022,True,1,9,9.0,9,0
Rashid Shaheed,NO,BAL,9,2022,False,2,33,16.5,20,0
Tutu Atwell,LAR,NYG,6,2021,True,2,26,13.0,19,0
Jake Funk,LAR,NYG,6,2021,True,1,18,18.0,18,0
C.J. Board,NYG,LAR,6,2021,False,4,112,28.0,37,0
Darnay Holmes,NYG,LAR,6,2021,False,2,33,16.5,22,0
Pharoh Cooper,NYG,CHI,17,2021,True,3,53,17.7,26,0
Khalil Herbert,CHI,NYG,17,2021,False,1,16,16.0,16,0
Jakeem Grant Sr.,CHI,NYG,17,2021,False,1,6,6.0,6,0
Jerome Ford,CLE,MIA,10,2022,True,3,95,31.7,48,0
Raheem Mostert,MIA,CLE,10,2022,False,3,60,20.0,24,0
Amari Rodgers,GB,BAL,15,2021,True,2,47,23.5,26,0
Malik Taylor,GB,BAL,15,2021,True,1,20,20.0,20,0
Aaron Jones,GB,BAL,15,2021,True,1,9,9.0,9,0
Jonathan Garvin,GB,BAL,15,2021,True,1,0,0.0,0,0
Devin Duvernay,BAL,GB,15,2021,False,4,105,26.3,34,0
Braxton Berrios,NYJ,CLE,2,2022,True,3,75,25.0,27,0
Jerome Ford,CLE,NYJ,2,2022,False,2,67,33.5,44,0
Rashid Shaheed,NO,TB,17,2023,True,2,41,20.5,27,0
Isaiah Rodgers Sr.,IND,TEN,7,2022,True,3,48,16.0,18,0
Hassan Haskins,TEN,IND,7,2022,False,2,45,22.5,28,0
Isiah Pacheco,KC,TB,4,2022,True,3,91,30.3,42,0
Rachaad White,TB,KC,4,2022,False,2,51,25.5,28,0
Khalil Shakir,BUF,CIN,9,2023,True,1,27,27.0,27,0
Ty Johnson,BUF,CIN,9,2023,True,1,17,17.0,17,0
Trayveon Williams,CIN,BUF,9,2023,False,3,61,20.3,24,0
Ty Montgomery II,NO,SEA,7,2021,True,1,33,33.0,33,0
DeeJay Dallas,SEA,NO,7,2021,False,3,53,17.7,23,0
Ty Johnson,NYJ,PIT,4,2022,True,1,14,14.0,14,0
Benny Snell Jr.,PIT,NYJ,4,2022,False,1,7,7.0,7,0
Trenton Cannon,SF,CHI,8,2021,True,1,29,29.0,29,0
Jakeem Grant Sr.,CHI,SF,8,2021,False,6,156,26.0,34,0
Ray-Ray McCloud III,PIT,LAC,11,2021,True,2,63,31.5,33,0
Andre Roberts,LAC,PIT,11,2021,False,2,45,22.5,23,0
Austin Trammell,LAR,BAL,14,2023,True,1,22,22.0,22,0
Devin Duvernay,BAL,LAR,14,2023,False,1,21,21.0,21,0
Jakeem Grant Sr.,CHI,PIT,9,2021,True,6,135,22.5,32,0
Ray-Ray McCloud III,PIT,CHI,9,2021,False,2,40,20.0,21,0
Jaelon Darden,TB,IND,12,2021,True,3,66,22.0,30,0
Isaiah Rodgers Sr.,IND,TB,12,2021,False,1,72,72.0,72,0
Godwin Igwebuike,DET,LAR,7,2021,True,1,27,27.0,27,0
Ben Skowronek,LAR,DET,7,2021,False,4,70,17.5,19,0
Ty Montgomery II,NE,PIT,14,2023,True,1,24,24.0,24,0
Godwin Igwebuike,PIT,NE,14,2023,False,2,42,21.0,27,0
Keisean Nixon,GB,PIT,10,2023,True,5,139,27.8,49,0
Anthony McFarland Jr.,PIT,GB,10,2023,False,3,73,24.3,37,0
Maurice Alexander,DET,NE,5,2022,True,2,67,33.5,47,0
Julius Chestnut,TEN,JAX,18,2022,True,2,46,23.0,24,0
Jonathan Ward,TEN,JAX,18,2022,True,1,25,25.0,25,0
Jamal Agnew,JAX,TEN,18,2022,False,4,125,31.3,54,0
Ameer Abdullah,CAR,NYG,7,2021,True,3,39,13.0,16,0
Darnay Holmes,NYG,CAR,7,2021,False,1,23,23.0,23,0
Ameer Abdullah,MIN,CAR,6,2021,True,2,68,34.0,45,0
Shi Smith,CAR,MIN,6,2021,False,1,24,24.0,24,0
Ameer Abdullah,CAR,BUF,15,2021,True,4,70,17.5,21,0
Isaiah McKenzie,BUF,CAR,15,2021,False,2,36,18.0,28,0
Marquez Stevenson,BUF,CAR,15,2021,False,1,13,13.0,13,0
Gunner Olszewski,PIT,CIN,1,2022,True,1,1,1.0,1,0
Jakeem Grant Sr.,MIA,BUF,2,2021,False,1,31,31.0,31,0
Jerick McKinnon,KC,MIA,9,2023,False,1,20,20.0,20,0
Derius Davis,LAC,LV,15,2023,True,5,116,23.2,26,0
DeAndre Carter,LV,LAC,15,2023,False,1,25,25.0,25,0
Xavier Gipson,NYJ,BUF,11,2023,True,4,76,19.0,28,0
Israel Abanikanda,NYJ,BUF,11,2023,True,1,19,19.0,19,0
DeAndre Carter,WSH,GB,7,2021,True,4,100,25.0,28,0
Velus Jones Jr.,CHI,DET,17,2022,True,1,63,63.0,63,0
Marcus Jones,NE,BUF,18,2022,True,4,82,20.5,36,0
Nyheim Hines,BUF,NE,18,2022,False,4,235,58.8,101,2
Godwin Igwebuike,SEA,KC,16,2022,True,3,68,22.7,48,0
Isiah Pacheco,KC,SEA,16,2022,False,1,19,19.0,19,0
DeeJay Dallas,SEA,PIT,6,2021,True,3,97,32.3,38,0
Ray-Ray McCloud III,PIT,SEA,6,2021,False,3,73,24.3,37,0
Antonio Gibson,WSH,NYG,13,2022,True,2,27,13.5,24,0
Gary Brightwell,NYG,WSH,13,2022,False,2,44,22.0,25,0
Cordarrelle Patterson,ATL,CAR,10,2022,True,3,85,28.3,32,0
Keith Smith,ATL,CAR,10,2022,True,1,11,11.0,11,0
Raheem Blackshear,CAR,ATL,10,2022,False,1,9,9.0,9,0
Jerome Ford,CLE,TB,12,2022,False,2,67,33.5,44,0
Chris Moore,TEN,MIA,14,2023,True,1,23,23.0,23,0
Braxton Berrios,MIA,TEN,14,2023,False,4,99,24.8,28,0
Marcus Jones,NE,CLE,6,2022,True,2,39,19.5,20,0
Chester Rogers,CLE,NE,6,2022,False,5,106,21.2,27,0
Brandon Bolden,LV,DEN,4,2022,False,1,32,32.0,32,0
Ameer Abdullah,LV,DEN,4,2022,False,1,17,17.0,17,0
Ameer Abdullah,MIN,DET,5,2021,False,4,68,17.0,24,0
DeeJay Dallas,SEA,DET,2,2023,True,3,67,22.3,24,0
Jaelon Darden,TB,LAR,3,2021,True,2,48,24.0,24,0
Kene Nwangwu,MIN,DET,13,2021,True,2,65,32.5,44,0
Godwin Igwebuike,DET,MIN,13,2021,False,1,30,30.0,30,0
Diontae Spencer,DEN,KC,13,2021,True,2,44,22.0,26,0
Ray-Ray McCloud III,SF,JAX,10,2023,True,1,20,20.0,20,0
Jamal Agnew,JAX,SF,10,2023,False,1,22,22.0,22,0
D'Ernest Johnson,JAX,SF,10,2023,False,1,22,22.0,22,0
Britain Covey,PHI,HOU,9,2022,True,2,30,15.0,16,0
Montrell Washington,DEN,LAC,6,2022,True,1,26,26.0,26,0
DeAndre Carter,LAC,DEN,6,2022,False,2,45,22.5,27,0
Tremon Smith,HOU,TEN,11,2021,True,1,17,17.0,17,0
Dontrell Hilliard,TEN,HOU,11,2021,False,3,65,21.7,26,0
Marcus Johnson,TEN,HOU,11,2021,False,2,23,11.5,14,0
Brandon Powell,LAR,TB,9,2022,True,3,63,21.0,29,0
Rachaad White,TB,LAR,9,2022,False,1,25,25.0,25,0
KaVontae Turpin,DAL,PHI,9,2023,True,1,48,48.0,48,0
Rico Dowdle,DAL,PHI,9,2023,True,1,31,31.0,31,0
Ray-Ray McCloud III,SF,LV,17,2022,True,2,48,24.0,26,0
Dax Milne,WSH,SF,16,2022,True,3,54,18.0,19,0
Antonio Gibson,WSH,SF,16,2022,True,3,39,13.0,18,0
Ray-Ray McCloud III,SF,WSH,16,2022,False,1,23,23.0,23,0
Deonte Harty,NO,NE,3,2021,True,1,16,16.0,16,0
Keisean Nixon,GB,DET,9,2022,True,1,33,33.0,33,0
Justin Jackson,DET,GB,9,2022,False,2,47,23.5,25,0
Brandon Zylstra,DET,GB,9,2022,False,1,19,19.0,19,0
Devin Duvernay,BAL,CHI,11,2021,True,2,50,25.0,25,0
Khalil Herbert,CHI,BAL,11,2021,False,1,17,17.0,17,0
Cole Kmet,CHI,BAL,11,2021,False,1,0,0.0,0,0
Corey Clement,DAL,WSH,16,2021,False,1,20,20.0,20,0
Marquez Stevenson,BUF,NE,16,2021,True,2,49,24.5,31,0
Gunner Olszewski,NE,BUF,16,2021,False,2,19,9.5,17,0
Tony Pollard,DAL,NO,13,2021,True,1,22,22.0,22,0
Raheem Blackshear,CAR,NO,14,2023,True,2,37,18.5,24,0
Lynn Bowden Jr.,NO,CAR,14,2023,False,1,28,28.0,28,0
Taysom Hill,NO,NYG,15,2023,False,1,18,18.0,18,0
Lynn Bowden Jr.,NO,NYG,15,2023,False,1,18,18.0,18,0
Braxton Berrios,NYJ,HOU,12,2021,True,1,29,29.0,29,0
Tremon Smith,HOU,NYJ,12,2021,False,2,50,25.0,28,0
Nyheim Hines,BUF,NE,13,2022,True,2,26,13.0,15,0
Marcus Jones,NE,BUF,13,2022,False,3,65,21.7,30,0
Kene Nwangwu,MIN,BUF,10,2022,True,3,86,28.7,39,0
Duke Johnson,BUF,MIN,10,2022,False,7,157,22.4,43,0
Marcus Jones,NE,GB,4,2022,True,4,111,27.8,37,0
Amari Rodgers,GB,NE,4,2022,False,3,66,22.0,34,0
KaVontae Turpin,DAL,HOU,14,2022,False,1,27,27.0,27,0
Braxton Berrios,NYJ,CIN,3,2022,False,1,20,20.0,20,0
Byron Pringle,KC,CIN,17,2021,True,4,96,24.0,30,0
Michael Burton,KC,CIN,17,2021,True,1,12,12.0,12,0
Dontrell Hilliard,TEN,HOU,18,2021,True,2,46,23.0,25,0
Khari Blasingame,TEN,HOU,18,2021,True,1,12,12.0,12,0
Tremon Smith,HOU,TEN,18,2021,False,3,62,20.7,24,0
Giovani Bernard,TB,NYG,11,2021,False,1,18,18.0,18,0
Ke'Shawn Vaughn,TB,NYG,11,2021,False,1,15,15.0,15,0
Jaelon Darden,TB,NYG,11,2021,False,1,13,13.0,13,0
Aaron Patrick,DEN,KC,18,2021,False,1,0,0.0,0,0
Hassan Haskins,TEN,HOU,8,2022,True,1,17,17.0,17,0
Tremon Smith,HOU,TEN,8,2022,False,2,39,19.5,20,0
J.J. Koski,LAR,SF,10,2021,True,4,76,19.0,26,0
Trenton Cannon,SF,LAR,10,2021,False,1,19,19.0,19,0
Eno Benjamin,ARI,CAR,4,2022,True,2,43,21.5,22,0
Chuba Hubbard,CAR,ARI,4,2022,False,2,29,14.5,17,0
Laviska Shenault Jr.,CAR,ARI,4,2022,False,1,28,28.0,28,0
Stephen Sullivan,CAR,ARI,4,2022,False,1,5,5.0,5,0
KaVontae Turpin,DAL,GB,10,2022,True,2,47,23.5,36,0
Peyton Hendershot,DAL,GB,10,2022,True,1,18,18.0,18,0
Keisean Nixon,GB,DAL,10,2022,False,5,103,20.6,26,0
Kene Nwangwu,MIN,GB,11,2021,False,1,15,15.0,15,0
Skyy Moore,KC,ARI,1,2022,True,1,23,23.0,23,0
Isiah Pacheco,KC,ARI,1,2022,True,1,22,22.0,22,0
Eno Benjamin,ARI,KC,1,2022,False,2,68,34.0,44,0
Xavier Gipson,NYJ,BUF,1,2023,False,2,46,23.0,28,0
Godwin Igwebuike,PIT,LAR,7,2023,True,1,15,15.0,15,0
Austin Trammell,LAR,PIT,7,2023,False,1,12,12.0,12,0
Antonio Gibson,WSH,BUF,3,2023,False,2,45,22.5,28,0
Darnay Holmes,NYG,KC,8,2021,True,2,41,20.5,22,0
John Ross,NYG,KC,8,2021,True,1,12,12.0,12,0
Rashid Shaheed,NO,NE,5,2023,True,1,18,18.0,18,0
Ty Montgomery II,NE,NO,5,2023,False,2,42,21.0,23,0
Justin Jackson,DET,MIN,3,2022,True,3,60,20.0,24,0
Kene Nwangwu,MIN,DET,3,2022,False,5,115,23.0,29,0
Isiah Pacheco,KC,SF,7,2022,True,5,126,25.2,48,0
Mecole Hardman,KC,SF,7,2022,True,1,4,4.0,4,0
Ray-Ray McCloud III,SF,KC,7,2022,False,4,64,16.0,22,0
