name,team,opponent,week,season,isHome,NO,YDS,AVG,TB,In 20,LONG
Jake Bailey,NE,BUF,13,2021,True,6,252,42.0,1,1,71
Matt Haack,BUF,NE,13,2021,False,5,233,46.6,2,2,59
AJ Cole,LV,KC,5,2022,True,2,104,52.0,0,0,60
Tommy Townsend,KC,LV,5,2022,False,3,145,48.3,0,1,60
Andy Lee,ARI,MIN,8,2022,True,3,139,46.3,0,2,61
Ryan Wright,MIN,ARI,8,2022,False,5,233,46.6,0,2,58
Mitch Wishnowsky,SF,ATL,6,2022,True,3,158,52.7,0,1,59
Bradley Pinion,ATL,SF,6,2022,False,5,215,43.0,0,3,52
Logan Cooke,JAX,NO,7,2023,True,5,224,44.8,0,4,54
Lou Hedley,NO,JAX,7,2023,False,4,169,42.3,0,2,62
Bradley Pinion,ATL,SEA,3,2022,True,1,73,73.0,1,0,73
Michael Dickson,SEA,ATL,3,2022,False,2,102,51.0,0,2,51
Drue Chrisman,CIN,PIT,11,2022,True,3,162,54.0,0,2,65
Pressley Harvin III,PIT,CIN,11,2022,False,6,273,45.5,0,2,56
Ryan Wright,MIN,DET,14,2022,True,3,159,53.0,0,1,64
Jack Fox,DET,MIN,14,2022,False,2,96,48.0,0,1,66
Cameron Johnston,HOU,TEN,16,2022,True,5,221,44.2,0,2,53
Ryan Stonehouse,TEN,HOU,16,2022,False,6,301,50.2,0,1,61
Blake Gillikin,NO,CAR,2,2021,True,6,294,49.0,0,1,60
Joseph Charlton,CAR,NO,2,2021,False,4,160,40.0,0,3,51
Jamie Gillan,CLE,MIN,4,2021,True,7,279,39.9,0,3,54
Jordan Berry,MIN,CLE,4,2021,False,6,291,48.5,0,1,58
Jordan Stout,BAL,NYJ,1,2022,True,6,291,48.5,1,3,64
Braden Mann,NYJ,BAL,1,2022,False,6,253,42.2,0,2,50
JK Scott,LAC,CLE,5,2022,True,1,37,37.0,0,0,37
Corey Bojorquez,CLE,LAC,5,2022,False,2,119,59.5,0,1,61
Jack Fox,DET,KC,1,2023,True,5,222,44.4,0,3,61
Tommy Townsend,KC,DET,1,2023,False,5,247,49.4,0,3,58
Blake Gillikin,ARI,HOU,11,2023,True,2,107,53.5,0,0,59
Cameron Johnston,HOU,ARI,11,2023,False,2,94,47.0,0,1,50
Michael Dickson,SEA,TB,10,2022,True,5,253,50.6,0,4,68
Jake Camarda,TB,SEA,10,2022,False,2,122,61.0,0,0,63
Cameron Johnston,HOU,MIA,9,2021,True,5,235,47.0,0,3,58
Michael Palardy,MIA,HOU,9,2021,False,5,207,41.4,0,3,50
Dustin Colquitt,ATL,MIA,7,2021,True,3,126,42.0,0,1,50
Michael Palardy,MIA,ATL,7,2021,False,3,154,51.3,0,1,58
Michael Palardy,MIA,BUF,8,2021,True,5,259,51.8,2,0,59
Matt Haack,BUF,MIA,8,2021,False,4,163,40.8,0,1,55
Bradley Pinion,ATL,ARI,10,2023,True,4,203,50.8,0,1,60
Blake Gillikin,ARI,ATL,10,2023,False,3,156,52.0,0,1,54
Bryan Anger,DAL,TEN,17,2022,True,3,121,40.3,0,3,42
Ryan Stonehouse,TEN,DAL,17,2022,False,5,237,47.4,1,1,55
Ryan Stonehouse,TEN,WSH,5,2022,True,8,416,52.0,0,4,66
Tress Way,WSH,TEN,5,2022,False,6,247,41.2,0,2,48
Pat O'Donnell,CHI,CLE,3,2021,True,7,397,56.7,0,0,63
Jamie Gillan,CLE,CHI,3,2021,False,2,82,41.0,0,1,48
Jamie Gillan,CLE,KC,1,2021,True,1,52,52.0,0,0,52
Tommy Townsend,KC,CLE,1,2021,False,2,91,45.5,0,2,47
Rigoberto Sanchez,IND,TEN,13,2023,True,5,256,51.2,0,0,57
Ryan Stonehouse,TEN,IND,13,2023,False,4,218,54.5,1,1,63
Nick Folk,TEN,IND,13,2023,False,2,81,40.5,0,0,41
Ty Long,LAC,DEN,12,2021,True,3,136,45.3,0,0,48
Sam Martin,DEN,LAC,12,2021,False,3,125,41.7,0,2,43
Brett Kern,TEN,IND,8,2021,True,4,188,47.0,0,2,52
Rigoberto Sanchez,IND,TEN,8,2021,False,4,182,45.5,0,2,63
Bradley Pinion,TB,ATL,13,2021,True,3,133,44.3,0,2,60
Thomas Morstead,ATL,TB,13,2021,False,5,215,43.0,0,3,53
Logan Cooke,JAX,SEA,8,2021,True,4,195,48.8,1,0,54
Michael Dickson,SEA,JAX,8,2021,False,5,226,45.2,0,3,59
Matt Haack,IND,DEN,5,2022,True,7,310,44.3,1,3,54
Corliss Waitman,DEN,IND,5,2022,False,5,229,45.8,0,1,52
Jamie Gillan,CLE,CIN,9,2021,True,3,118,39.3,0,1,48
Kevin Huber,CIN,CLE,9,2021,False,3,122,40.7,0,1,44
Thomas Morstead,NYJ,DEN,3,2021,True,6,280,46.7,0,2,51
Sam Martin,DEN,NYJ,3,2021,False,3,122,40.7,0,1,53
Pat O'Donnell,CHI,LV,5,2021,True,5,234,46.8,0,2,53
AJ Cole,LV,CHI,5,2021,False,4,224,56.0,0,3,70
Michael Dickson,SEA,WSH,12,2021,True,8,400,50.0,0,3,55
Tress Way,WSH,SEA,12,2021,False,5,218,43.6,0,3,53
Bryan Anger,DAL,MIN,11,2022,True,2,101,50.5,0,2,53
Ryan Wright,MIN,DAL,11,2022,False,7,338,48.3,0,4,58
Jake Camarda,TB,NO,2,2022,True,6,229,38.2,0,3,49
Blake Gillikin,NO,TB,2,2022,False,5,218,43.6,0,2,54
Riley Dixon,NYG,DAL,5,2021,True,2,90,45.0,0,0,50
Bryan Anger,DAL,NYG,5,2021,False,1,61,61.0,0,1,61
Jake Camarda,TB,NO,4,2023,True,4,190,47.5,0,2,63
Lou Hedley,NO,TB,4,2023,False,4,162,40.5,0,3,52
Jack Fox,DET,LAC,10,2023,True,1,29,29.0,0,1,29
JK Scott,LAC,DET,10,2023,False,2,107,53.5,0,0,58
Bryan Anger,DAL,PHI,16,2022,False,1,57,57.0,0,0,57
Jake Camarda,TB,DAL,1,2022,True,3,152,50.7,1,2,63
Bryan Anger,DAL,TB,1,2022,False,5,254,50.8,0,2,58
Matt Haack,IND,DAL,13,2022,True,3,119,39.7,0,1,40
Bryan Anger,DAL,IND,13,2022,False,4,198,49.5,1,1,60
Daniel Whelan,GB,NYG,14,2023,True,3,119,39.7,0,1,48
Jamie Gillan,NYG,GB,14,2023,False,4,164,41.0,0,3,50
Thomas Morstead,ATL,JAX,12,2021,True,5,224,44.8,1,3,55
Logan Cooke,JAX,ATL,12,2021,False,3,130,43.3,0,2,44
Mitch Wishnowsky,SF,TEN,16,2021,True,2,70,35.0,0,1,40
Brett Kern,TEN,SF,16,2021,False,5,230,46.0,1,2,59
Sam Koch,BAL,CLE,14,2021,True,5,228,45.6,0,1,60
Dustin Colquitt,CLE,BAL,14,2021,False,5,196,39.2,1,2,43
Jake Bailey,NE,CAR,9,2021,True,3,152,50.7,1,2,55
Lachlan Edwards,CAR,NE,9,2021,False,4,205,51.3,0,0,59
Pat O'Donnell,CHI,SEA,16,2021,True,3,135,45.0,1,0,64
Michael Dickson,SEA,CHI,16,2021,False,4,148,37.0,1,1,41
Jamie Gillan,CLE,NE,10,2021,True,4,189,47.3,0,2,59
Jake Bailey,NE,CLE,10,2021,False,1,66,66.0,0,1,66
AJ Cole,LV,LAC,4,2021,True,5,256,51.2,0,1,56
Ty Long,LAC,LV,4,2021,False,5,221,44.2,0,3,58
Tristan Vizcaino,LAC,LV,4,2021,False,1,32,32.0,0,1,32
Corey Bojorquez,GB,DET,18,2021,True,1,35,35.0,0,1,35
Jack Fox,DET,GB,18,2021,False,2,97,48.5,0,0,67
Arryn Siposs,PHI,LV,7,2021,True,3,143,47.7,0,1,52
AJ Cole,LV,PHI,7,2021,False,2,94,47.0,0,1,59
Jake Camarda,TB,SF,14,2022,True,3,157,52.3,0,0,61
Mitch Wishnowsky,SF,TB,14,2022,False,3,134,44.7,0,1,62
Jake Bailey,MIA,PHI,7,2023,True,3,135,45.0,1,1,59
Braden Mann,PHI,MIA,7,2023,False,1,57,57.0,0,0,57
AJ Cole,LV,CLE,15,2021,True,4,177,44.3,0,1,49
Dustin Colquitt,CLE,LV,15,2021,False,7,313,44.7,0,2,51
Bryan Anger,DAL,LAC,6,2023,True,4,209,52.3,0,1,56
JK Scott,LAC,DAL,6,2023,False,5,203,40.6,0,1,50
Bradley Pinion,ATL,JAX,4,2023,True,5,271,54.2,0,3,62
Logan Cooke,JAX,ATL,4,2023,False,3,160,53.3,0,3,59
Jamie Gillan,NYG,TEN,1,2022,True,6,309,51.5,0,5,69
Ryan Stonehouse,TEN,NYG,1,2022,False,6,342,57.0,0,3,66
Ryan Wright,MIN,PHI,2,2022,True,5,246,49.2,0,3,58
Arryn Siposs,PHI,MIN,2,2022,False,4,179,44.8,0,2,49
Lou Hedley,NO,HOU,6,2023,True,3,126,42.0,0,0,43
Cameron Johnston,HOU,NO,6,2023,False,5,237,47.4,1,3,63
Sam Martin,BUF,KC,14,2023,True,4,186,46.5,0,1,61
Tommy Townsend,KC,BUF,14,2023,False,4,160,40.0,0,1,46
Blake Gillikin,NO,PHI,11,2021,True,6,299,49.8,0,3,62
Arryn Siposs,PHI,NO,11,2021,False,5,221,44.2,0,1,53
JK Scott,LAC,ARI,12,2022,True,6,234,39.0,0,4,48
Andy Lee,ARI,LAC,12,2022,False,3,150,50.0,0,0,52
Pressley Harvin III,PIT,PHI,8,2022,True,4,180,45.0,0,1,55
Arryn Siposs,PHI,PIT,8,2022,False,4,183,45.8,0,1,49
Brad Robbins,CIN,CLE,1,2023,True,10,409,40.9,1,2,54
Corey Bojorquez,CLE,CIN,1,2023,False,7,331,47.3,0,3,66
JK Scott,LAC,DEN,18,2022,True,5,279,55.8,2,2,60
Corliss Waitman,DEN,LAC,18,2022,False,5,238,47.6,0,1,59
Lachlan Edwards,CAR,ARI,10,2021,True,3,153,51.0,0,1,55
Andy Lee,ARI,CAR,10,2021,False,4,194,48.5,0,2,51
Rigoberto Sanchez,IND,BUF,11,2021,True,1,31,31.0,0,1,31
Matt Haack,BUF,IND,11,2021,False,1,55,55.0,0,0,55
Kevin Huber,CIN,CHI,2,2021,True,2,75,37.5,0,1,39
Pat O'Donnell,CHI,CIN,2,2021,False,4,169,42.3,1,2,47
Dustin Colquitt,CLE,GB,16,2021,True,1,37,37.0,0,0,37
Corey Bojorquez,GB,CLE,16,2021,False,5,235,47.0,0,1,56
Pat O'Donnell,GB,WSH,7,2022,True,5,208,41.6,0,2,55
Tress Way,WSH,GB,7,2022,False,4,192,48.0,0,3,68
Pressley Harvin III,PIT,CIN,12,2023,True,4,172,43.0,2,2,59
Brad Robbins,CIN,PIT,12,2023,False,6,251,41.8,1,1,44
Thomas Morstead,MIA,BAL,2,2022,True,2,82,41.0,0,1,44
Jordan Stout,BAL,MIA,2,2022,False,2,81,40.5,0,0,45
Andy Lee,ARI,JAX,3,2021,True,5,253,50.6,1,0,59
Logan Cooke,JAX,ARI,3,2021,False,6,289,48.2,0,3,56
Corliss Waitman,DEN,LAR,16,2022,True,2,100,50.0,0,1,56
Logan Cooke,JAX,PHI,4,2022,True,3,160,53.3,0,0,61
Arryn Siposs,PHI,JAX,4,2022,False,3,134,44.7,1,1,53
AJ Cole,LV,TEN,3,2022,True,3,144,48.0,0,2,58
Ryan Stonehouse,TEN,LV,3,2022,False,3,181,60.3,1,2,70
Jake Bailey,MIA,BAL,17,2023,True,3,158,52.7,1,1,62
Jordan Stout,BAL,MIA,17,2023,False,2,71,35.5,0,0,38
Matt Haack,IND,HOU,1,2022,True,4,179,44.8,0,3,70
Cameron Johnston,HOU,IND,1,2022,False,7,318,45.4,0,3,52
Michael Dickson,SEA,NYG,4,2023,True,4,214,53.5,0,3,63
Jamie Gillan,NYG,SEA,4,2023,False,5,268,53.6,1,2,61
Lou Hedley,NO,ATL,12,2023,True,1,46,46.0,0,0,46
Bradley Pinion,ATL,NO,12,2023,False,2,91,45.5,0,2,55
Tommy Townsend,KC,LAC,15,2021,True,1,32,32.0,0,0,32
Ty Long,LAC,KC,15,2021,False,1,41,41.0,0,0,41
Johnny Hekker,CAR,MIA,6,2023,True,4,189,47.3,0,1,55
Jake Bailey,MIA,CAR,6,2023,False,4,194,48.5,0,1,60
Riley Dixon,LAR,LAC,17,2022,True,5,222,44.4,0,1,57
JK Scott,LAC,LAR,17,2022,False,4,161,40.3,0,3,48
AJ Cole,LV,NO,8,2022,True,5,229,45.8,0,4,54
Blake Gillikin,NO,LV,8,2022,False,2,80,40.0,0,2,46
Ryan Stonehouse,TEN,PHI,13,2022,True,7,401,57.3,0,1,62
Arryn Siposs,PHI,TEN,13,2022,False,5,215,43.0,0,1,48
Michael Dickson,SEA,LAC,7,2022,True,1,46,46.0,0,1,46
JK Scott,LAC,SEA,7,2022,False,5,228,45.6,0,3,50
AJ Cole,LV,KC,16,2023,True,6,271,45.2,0,3,50
Tommy Townsend,KC,LV,16,2023,False,4,167,41.8,0,1,57
Blake Gillikin,NO,WSH,5,2021,True,5,268,53.6,0,3,60
Tress Way,WSH,NO,5,2021,False,3,154,51.3,0,0,56
Corey Bojorquez,CLE,CIN,18,2023,True,7,335,47.9,0,4,58
Brad Robbins,CIN,CLE,18,2023,False,6,274,45.7,0,1,56
Rigoberto Sanchez,IND,MIA,4,2021,True,4,200,50.0,0,2,57
Michael Palardy,MIA,IND,4,2021,False,5,239,47.8,1,3,56
Andy Lee,ARI,SF,18,2022,True,3,154,51.3,0,0,53
Mitch Wishnowsky,SF,ARI,18,2022,False,5,218,43.6,0,3,47
Pressley Harvin III,PIT,BAL,17,2022,True,2,99,49.5,0,1,51
Jordan Stout,BAL,PIT,17,2022,False,4,179,44.8,1,2,56
Pat O'Donnell,CHI,DET,12,2021,True,4,183,45.8,0,2,51
Jack Fox,DET,CHI,12,2021,False,6,300,50.0,1,0,70
Logan Cooke,JAX,TB,16,2023,True,1,65,65.0,0,0,65
Jake Camarda,TB,JAX,16,2023,False,2,101,50.5,0,1,51
Cameron Johnston,HOU,CHI,3,2022,True,5,242,48.4,0,5,56
Trenton Gill,CHI,HOU,3,2022,False,4,182,45.5,0,1,56
Jordan Stout,BAL,CIN,2,2023,True,2,117,58.5,1,0,63
Brad Robbins,CIN,BAL,2,2023,False,3,120,40.0,0,1,41
Rigoberto Sanchez,IND,SF,7,2021,True,6,273,45.5,1,2,79
Mitch Wishnowsky,SF,IND,7,2021,False,4,193,48.3,0,1,65
Blake Gillikin,NO,PIT,10,2022,True,5,259,51.8,1,2,62
Pressley Harvin III,PIT,NO,10,2022,False,3,123,41.0,0,2,48
Tress Way,WSH,DAL,12,2023,True,3,119,39.7,0,3,57
Bryan Anger,DAL,WSH,12,2023,False,3,158,52.7,0,2,59
Jake Camarda,TB,IND,12,2023,True,4,208,52.0,2,1,63
Rigoberto Sanchez,IND,TB,12,2023,False,2,94,47.0,0,0,53
Blake Gillikin,NO,ATL,1,2022,True,5,272,54.4,0,1,59
Bradley Pinion,ATL,NO,1,2022,False,4,180,45.0,0,2,51
Logan Cooke,JAX,LAC,3,2022,True,1,56,56.0,0,1,56
JK Scott,LAC,JAX,3,2022,False,4,175,43.8,0,1,50
Pressley Harvin III,PIT,BAL,18,2021,True,8,298,37.3,0,3,49
Sam Koch,BAL,PIT,18,2021,False,7,268,38.3,0,3,50
Sterling Hofrichter,TB,NYJ,17,2021,True,3,104,34.7,0,2,39
Braden Mann,NYJ,TB,17,2021,False,4,154,38.5,0,2,46
Rigoberto Sanchez,IND,ARI,16,2021,True,3,115,38.3,0,2,44
Ryan Winslow,ARI,IND,16,2021,False,1,39,39.0,0,0,39
Jack Fox,DET,SEA,4,2022,False,2,97,48.5,0,0,49
Lachlan Edwards,CAR,ATL,8,2021,True,4,175,43.8,0,1,49
Dustin Colquitt,ATL,CAR,8,2021,False,4,190,47.5,0,2,55
Cameron Johnston,HOU,NYG,10,2022,True,5,229,45.8,0,2,52
Jamie Gillan,NYG,HOU,10,2022,False,6,242,40.3,1,1,49
Tommy Townsend,KC,LAC,11,2022,True,2,92,46.0,0,0,50
JK Scott,LAC,KC,11,2022,False,3,147,49.0,0,1,52
Jamie Gillan,CLE,BAL,12,2021,True,6,261,43.5,0,2,52
Sam Koch,BAL,CLE,12,2021,False,3,136,45.3,1,1,53
Corey Bojorquez,CLE,SEA,8,2023,True,3,142,47.3,0,1,59
Michael Dickson,SEA,CLE,8,2023,False,5,274,54.8,1,2,67
Ryan Stonehouse,TEN,LAC,15,2022,True,7,392,56.0,1,4,68
JK Scott,LAC,TEN,15,2022,False,7,291,41.6,1,2,54
Blake Gillikin,NO,PHI,17,2022,True,6,256,42.7,0,5,55
Brett Kern,PHI,NO,17,2022,False,6,251,41.8,0,0,53
Trenton Gill,CHI,CLE,15,2023,True,10,448,44.8,1,2,56
Corey Bojorquez,CLE,CHI,15,2023,False,9,390,43.3,0,5,53
Johnny Hekker,LAR,MIN,16,2021,True,2,108,54.0,0,1,55
Jordan Berry,MIN,LAR,16,2021,False,5,226,45.2,0,2,63
AJ Cole,LV,JAX,9,2022,True,4,196,49.0,0,3,60
Logan Cooke,JAX,LV,9,2022,False,3,163,54.3,0,0,60
Joseph Charlton,CAR,DAL,4,2021,True,3,136,45.3,0,0,49
Bryan Anger,DAL,CAR,4,2021,False,4,190,47.5,1,2,63
Riley Dixon,LAR,BUF,1,2022,False,4,180,45.0,0,2,57
Bryan Anger,DAL,MIN,8,2021,True,4,181,45.3,0,1,54
Jordan Berry,MIN,DAL,8,2021,False,6,237,39.5,0,3,51
Jake Bailey,MIA,NYJ,12,2023,True,1,40,40.0,0,0,40
Thomas Morstead,NYJ,MIA,12,2023,False,6,317,52.8,0,3,61
Jamie Gillan,NYG,GB,5,2022,True,2,100,50.0,0,0,58
Pat O'Donnell,GB,NYG,5,2022,False,3,124,41.3,0,1,50
Jake Camarda,TB,MIN,1,2023,True,6,327,54.5,1,2,63
Ryan Wright,MIN,TB,1,2023,False,5,257,51.4,0,0,58
Corey Bojorquez,CLE,ATL,4,2022,True,3,144,48.0,0,2,62
Bradley Pinion,ATL,CLE,4,2022,False,3,153,51.0,0,0,54
AJ Cole,LV,IND,17,2021,True,2,104,52.0,1,1,60
Rigoberto Sanchez,IND,LV,17,2021,False,5,223,44.6,0,1,55
Jack Fox,DET,TB,6,2023,True,4,180,45.0,1,2,50
Jake Camarda,TB,DET,6,2023,False,6,325,54.2,1,3,66
Thomas Morstead,NYJ,IND,9,2021,True,3,156,52.0,0,1,57
Rigoberto Sanchez,IND,NYJ,9,2021,False,2,85,42.5,0,1,47
Daniel Whelan,GB,ATL,2,2023,True,4,199,49.8,1,0,59
Bradley Pinion,ATL,GB,2,2023,False,1,45,45.0,0,0,45
Trenton Gill,CHI,MIN,5,2022,True,2,112,56.0,1,0,60
Ryan Wright,MIN,CHI,5,2022,False,1,15,15.0,0,0,15
Bryce Baringer,NE,NYG,12,2023,True,6,270,45.0,0,2,54
Jamie Gillan,NYG,NE,12,2023,False,8,363,45.4,1,4,74
Thomas Morstead,NYJ,NE,7,2021,True,2,100,50.0,0,0,51
Jake Bailey,NE,NYJ,7,2021,False,1,35,35.0,0,1,35
Brett Kern,PHI,CHI,15,2022,True,2,90,45.0,0,0,50
Trenton Gill,CHI,PHI,15,2022,False,6,252,42.0,0,3,56
Johnny Hekker,LAR,ARI,14,2021,True,3,120,40.0,0,1,42
Andy Lee,ARI,LAR,14,2021,False,1,52,52.0,0,0,52
Joseph Charlton,CAR,HOU,3,2021,True,3,111,37.0,0,0,42
Cameron Johnston,HOU,CAR,3,2021,False,6,267,44.5,0,3,53
Thomas Morstead,NYJ,NE,18,2023,True,7,322,46.0,0,3,59
Bryce Baringer,NE,NYJ,18,2023,False,9,422,46.9,1,2,63
Sam Martin,BUF,CHI,16,2022,True,3,161,53.7,0,1,62
Trenton Gill,CHI,BUF,16,2022,False,4,197,49.3,0,1,63
Jake Bailey,NE,MIA,18,2021,True,3,138,46.0,1,2,47
Michael Palardy,MIA,NE,18,2021,False,4,209,52.3,0,2,63
Braden Mann,PHI,TB,3,2023,True,1,38,38.0,0,1,38
Jake Camarda,TB,PHI,3,2023,False,4,230,57.5,0,2,74
Corey Bojorquez,CLE,BAL,7,2022,True,3,173,57.7,1,1,76
Jordan Stout,BAL,CLE,7,2022,False,3,181,60.3,1,1,69
Bradley Pinion,ATL,CAR,15,2023,True,5,198,39.6,0,2,52
Johnny Hekker,CAR,ATL,15,2023,False,5,235,47.0,1,2,53
Jamie Gillan,NYG,LV,9,2023,True,4,169,42.3,0,1,48
AJ Cole,LV,NYG,9,2023,False,5,318,63.6,2,1,69
Trenton Gill,CHI,GB,2,2022,True,4,198,49.5,0,1,57
Pat O'Donnell,GB,CHI,2,2022,False,2,122,61.0,1,1,72
Nolan Cooney,ARI,SF,4,2023,True,3,117,39.0,0,0,49
Mitch Wishnowsky,SF,ARI,4,2023,False,1,45,45.0,0,1,45
Cameron Johnston,HOU,ARI,7,2021,True,7,344,49.1,1,2,69
Andy Lee,ARI,HOU,7,2021,False,4,199,49.8,0,0,55
Rigoberto Sanchez,IND,BAL,3,2023,True,7,325,46.4,0,3,54
Jordan Stout,BAL,IND,3,2023,False,7,329,47.0,0,2,65
Braden Mann,PHI,NYJ,6,2023,True,2,81,40.5,0,1,41
Thomas Morstead,NYJ,PHI,6,2023,False,4,194,48.5,0,3,54
Pressley Harvin III,PIT,IND,12,2022,True,4,182,45.5,1,2,54
Matt Haack,IND,PIT,12,2022,False,3,150,50.0,0,0,59
Thomas Morstead,ATL,SF,15,2021,True,2,99,49.5,0,1,53
Mitch Wishnowsky,SF,ATL,15,2021,False,4,196,49.0,1,0,60
Johnny Hekker,LAR,BAL,17,2021,True,2,92,46.0,0,2,53
Sam Koch,BAL,LAR,17,2021,False,3,139,46.3,0,2,61
Blake Gillikin,ARI,CLE,9,2023,True,9,460,51.1,0,2,58
Corey Bojorquez,CLE,ARI,9,2023,False,7,410,58.6,2,2,73
Jamie Gillan,NYG,MIA,5,2023,True,4,161,40.3,0,3,49
Jake Bailey,MIA,NYG,5,2023,False,2,69,34.5,0,1,49
Braden Mann,NYJ,BUF,18,2021,True,10,497,49.7,0,3,60
Matt Haack,BUF,NYJ,18,2021,False,7,237,33.9,1,2,53
JK Scott,LAC,SF,10,2022,True,5,200,40.0,1,1,44
Mitch Wishnowsky,SF,LAC,10,2022,False,4,132,33.0,0,1,40
AJ Cole,LV,PIT,2,2021,True,4,190,47.5,1,2,55
Pressley Harvin III,PIT,LV,2,2021,False,4,197,49.3,0,3,59
Cameron Johnston,HOU,JAX,15,2021,True,4,193,48.3,0,3,55
Logan Cooke,JAX,HOU,15,2021,False,5,237,47.4,0,1,54
Jake Camarda,TB,PIT,6,2022,True,5,230,46.0,0,1,52
Pressley Harvin III,PIT,TB,6,2022,False,5,221,44.2,0,2,53
Drue Chrisman,CIN,TEN,12,2022,True,5,259,51.8,0,2,62
Ryan Stonehouse,TEN,CIN,12,2022,False,5,269,53.8,2,2,71
Michael Palardy,NE,LV,15,2022,True,5,226,45.2,0,2,53
AJ Cole,LV,NE,15,2022,False,7,324,46.3,0,2,50
Tommy Townsend,KC,MIN,5,2023,True,3,140,46.7,1,1,58
Ryan Wright,MIN,KC,5,2023,False,1,54,54.0,0,0,54
Jack Fox,DET,PIT,10,2021,True,10,464,46.4,2,1,61
Pressley Harvin III,PIT,DET,10,2021,False,6,280,46.7,1,3,61
Andy Lee,ARI,LV,2,2022,True,3,136,45.3,1,1,56
AJ Cole,LV,ARI,2,2022,False,3,161,53.7,0,0,66
Michael Dickson,SEA,MIN,3,2021,True,2,88,44.0,0,1,45
Jordan Berry,MIN,SEA,3,2021,False,2,94,47.0,0,1,49
Ryan Wright,MIN,ATL,9,2023,True,3,133,44.3,0,1,52
Bradley Pinion,ATL,MIN,9,2023,False,4,175,43.8,1,2,46
Sam Martin,DEN,LAC,17,2021,True,3,137,45.7,0,1,56
Ty Long,LAC,DEN,17,2021,False,3,115,38.3,0,2,48
Corey Bojorquez,CLE,PIT,18,2022,True,4,194,48.5,1,0,56
Pressley Harvin III,PIT,CLE,18,2022,False,3,144,48.0,0,1,57
Bryan Anger,DAL,TB,1,2021,True,3,147,49.0,0,1,62
Bradley Pinion,TB,DAL,1,2021,False,4,197,49.3,0,3,65
AJ Cole,LV,BUF,2,2023,True,3,149,49.7,0,2,53
Sam Martin,BUF,LV,2,2023,False,1,54,54.0,0,1,54
Jordan Stout,BAL,ARI,8,2023,True,5,242,48.4,0,4,59
Blake Gillikin,ARI,BAL,8,2023,False,4,207,51.8,0,0,66
Matt Haack,BUF,KC,5,2021,True,4,160,40.0,1,1,48
Tommy Townsend,KC,BUF,5,2021,False,2,88,44.0,0,1,46
Kevin Huber,CIN,NYJ,8,2021,True,4,185,46.3,0,3,55
Thomas Morstead,NYJ,CIN,8,2021,False,1,45,45.0,0,0,45
Ryan Stonehouse,TEN,JAX,11,2023,True,4,214,53.5,1,2,73
Logan Cooke,JAX,TEN,11,2023,False,2,103,51.5,0,1,54
Jamie Gillan,NYG,WSH,11,2023,True,7,318,45.4,1,2,56
Tress Way,WSH,NYG,11,2023,False,2,90,45.0,0,0,50
Mitch Wishnowsky,SF,WSH,17,2023,True,2,76,38.0,0,2,40
Tress Way,WSH,SF,17,2023,False,3,156,52.0,0,1,55
Logan Cooke,JAX,BUF,5,2023,True,5,247,49.4,1,3,60
Sam Martin,BUF,JAX,5,2023,False,6,258,43.0,0,2,53
Bradley Pinion,ATL,LAR,2,2022,True,1,44,44.0,0,0,44
Mitch Wishnowsky,SF,CIN,14,2021,True,7,291,41.6,0,1,50
Kevin Huber,CIN,SF,14,2021,False,4,173,43.3,1,1,50
Bryan Anger,DAL,MIA,16,2023,True,3,178,59.3,0,0,61
Jake Bailey,MIA,DAL,16,2023,False,2,111,55.5,0,1,58
Lou Hedley,NO,IND,8,2023,True,4,158,39.5,0,4,47
Rigoberto Sanchez,IND,NO,8,2023,False,5,258,51.6,0,0,57
Daniel Whelan,GB,LV,5,2023,True,4,184,46.0,0,1,54
AJ Cole,LV,GB,5,2023,False,4,189,47.3,0,4,55
Bryan Anger,DAL,WSH,18,2022,True,10,478,47.8,0,3,59
Tress Way,WSH,DAL,18,2022,False,7,319,45.6,1,3,50
Thomas Morstead,MIA,LAC,14,2022,True,7,327,46.7,0,4,55
JK Scott,LAC,MIA,14,2022,False,4,176,44.0,0,0,55
Jack Fox,DET,CHI,4,2021,True,3,166,55.3,0,2,56
Pat O'Donnell,CHI,DET,4,2021,False,3,159,53.0,0,0,60
Bryan Anger,DAL,PHI,18,2021,True,1,44,44.0,0,0,44
Arryn Siposs,PHI,DAL,18,2021,False,3,87,29.0,0,0,42
Johnny Townsend,TEN,NYJ,4,2021,True,5,188,37.6,0,1,63
Thomas Morstead,NYJ,TEN,4,2021,False,6,277,46.2,0,2,56
Ryan Wright,MIN,DEN,11,2023,True,2,95,47.5,2,0,48
Riley Dixon,DEN,MIN,11,2023,False,4,217,54.3,1,0,68
Jordan Stout,BAL,TB,8,2022,True,4,210,52.5,0,2,57
Jake Camarda,TB,BAL,8,2022,False,5,267,53.4,1,2,66
Rigoberto Sanchez,IND,CIN,14,2023,True,4,194,48.5,0,2,55
Brad Robbins,CIN,IND,14,2023,False,4,147,36.8,0,1,52
Thomas Morstead,MIA,NYJ,5,2022,True,3,131,43.7,0,1,48
Braden Mann,NYJ,MIA,5,2022,False,4,185,46.3,0,2,51
Andy Lee,ARI,SEA,6,2022,True,4,162,40.5,0,1,48
Michael Dickson,SEA,ARI,6,2022,False,6,293,48.8,1,1,64
Johnny Hekker,LAR,GB,12,2021,True,5,205,41.0,0,1,53
Corey Bojorquez,GB,LAR,12,2021,False,5,212,42.4,0,3,61
