name,team,opponent,week,season,isHome,REC,YDS,AVG,TD,LONG,TGTS
Tanner Hudson,NYG,SEA,8,2022,True,3,58,19.3,0,27,5
Wan'Dale Robinson,NYG,SEA,8,2022,True,2,15,7.5,0,9,3
Matt Breida,NYG,SEA,8,2022,True,1,10,10.0,0,10,2
Chris Myarick,NYG,SEA,8,2022,True,1,10,10.0,0,10,1
Saquon Barkley,NYG,SEA,8,2022,True,3,9,3.0,0,12,5
David Sills V,NYG,SEA,8,2022,True,1,5,5.0,0,5,2
Marcus Johnson,NYG,SEA,8,2022,True,1,3,3.0,0,3,6
Lawrence Cager,NYG,SEA,8,2022,True,0,0,0.0,0,0,1
Tyler Lockett,SEA,NYG,8,2022,False,5,63,12.6,1,33,8
DK Metcalf,SEA,NYG,8,2022,False,6,55,9.2,1,15,10
Marquise Goodwin,SEA,NYG,8,2022,False,4,33,8.3,0,16,5
Travis Homer,SEA,NYG,8,2022,False,1,21,21.0,0,21,1
Noah Fant,SEA,NYG,8,2022,False,2,19,9.5,0,16,2
Will Dissly,SEA,NYG,8,2022,False,2,12,6.0,0,9,2
Colby Parkinson,SEA,NYG,8,2022,False,1,5,5.0,0,5,1
Dee Eskridge,SEA,NYG,8,2022,False,1,3,3.0,0,3,2
Kenneth Walker III,SEA,NYG,8,2022,False,1,1,1.0,0,1,2
Tyler Lockett,SEA,ARI,18,2021,True,5,98,19.6,2,43,5
DK Metcalf,SEA,ARI,18,2021,True,5,58,11.6,0,31,11
Freddie Swain,SEA,ARI,18,2021,True,1,25,25.0,1,25,1
Travis Homer,SEA,ARI,18,2021,True,1,23,23.0,0,23,3
Gerald Everett,SEA,ARI,18,2021,True,1,20,20.0,0,20,3
Colby Parkinson,SEA,ARI,18,2021,True,2,14,7.0,0,12,3
Zach Ertz,ARI,SEA,18,2021,False,7,84,12.0,0,19,10
Christian Kirk,ARI,SEA,18,2021,False,2,43,21.5,0,35,3
James Conner,ARI,SEA,18,2021,False,6,41,6.8,1,20,6
Eno Benjamin,ARI,SEA,18,2021,False,4,25,6.3,0,10,4
A.J. Green,ARI,SEA,18,2021,False,4,23,5.8,0,9,9
Antoine Wesley,ARI,SEA,18,2021,False,2,17,8.5,0,9,4
Greg Dortch,ARI,SEA,18,2021,False,2,5,2.5,0,4,2
Jonathan Ward,ARI,SEA,18,2021,False,1,2,2.0,0,2,1
Terry McLaurin,WSH,PHI,4,2023,True,8,86,10.8,0,24,10
Dyami Brown,WSH,PHI,4,2023,True,2,51,25.5,0,35,3
Curtis Samuel,WSH,PHI,4,2023,True,7,51,7.3,0,15,8
Logan Thomas,WSH,PHI,4,2023,True,3,41,13.7,0,27,3
Jahan Dotson,WSH,PHI,4,2023,True,4,27,6.8,1,10,9
Byron Pringle,WSH,PHI,4,2023,True,1,15,15.0,0,15,2
Antonio Gibson,WSH,PHI,4,2023,True,1,7,7.0,0,7,1
John Bates,WSH,PHI,4,2023,True,1,6,6.0,0,6,1
Brian Robinson Jr.,WSH,PHI,4,2023,True,2,6,3.0,0,6,2
A.J. Brown,PHI,WSH,4,2023,False,9,175,19.4,2,59,13
DeVonta Smith,PHI,WSH,4,2023,False,7,78,11.1,0,37,9
Dallas Goedert,PHI,WSH,4,2023,False,2,25,12.5,0,17,4
D'Andre Swift,PHI,WSH,4,2023,False,4,23,5.8,0,11,4
Olamide Zaccheaus,PHI,WSH,4,2023,False,1,11,11.0,0,11,2
Kenneth Gainwell,PHI,WSH,4,2023,False,2,7,3.5,0,4,2
Jonathan Mingo,CAR,TB,13,2023,True,6,69,11.5,0,31,10
DJ Chark Jr.,CAR,TB,13,2023,True,3,56,18.7,0,30,4
Adam Thielen,CAR,TB,13,2023,True,3,25,8.3,0,12,6
Stephen Sullivan,CAR,TB,13,2023,True,1,16,16.0,0,16,2
Miles Sanders,CAR,TB,13,2023,True,1,6,6.0,0,6,2
Ian Thomas,CAR,TB,13,2023,True,1,6,6.0,0,6,1
Mike Strachan,CAR,TB,13,2023,True,0,0,0.0,0,0,1
Mike Evans,TB,CAR,13,2023,False,7,162,23.1,1,75,12
Rachaad White,TB,CAR,13,2023,False,3,22,7.3,0,20,5
Trey Palmer,TB,CAR,13,2023,False,2,12,6.0,0,6,5
Deven Thompkins,TB,CAR,13,2023,False,1,4,4.0,0,4,1
Chase Edmonds,TB,CAR,13,2023,False,1,2,2.0,0,2,1
Chris Godwin,TB,CAR,13,2023,False,0,0,0.0,0,0,3
Stefon Diggs,BUF,NYJ,10,2021,True,8,162,20.3,1,57,13
Gabe Davis,BUF,NYJ,10,2021,True,3,105,35.0,0,49,3
Emmanuel Sanders,BUF,NYJ,10,2021,True,2,27,13.5,0,16,2
Matt Breida,BUF,NYJ,10,2021,True,3,22,7.3,1,15,3
Dawson Knox,BUF,NYJ,10,2021,True,1,17,17.0,0,17,1
Cole Beasley,BUF,NYJ,10,2021,True,2,15,7.5,0,8,2
Isaiah McKenzie,BUF,NYJ,10,2021,True,1,12,12.0,0,12,3
Devin Singletary,BUF,NYJ,10,2021,True,1,6,6.0,0,6,1
Corey Davis,NYJ,BUF,10,2021,False,5,93,18.6,0,28,7
Elijah Moore,NYJ,BUF,10,2021,False,3,44,14.7,1,25,6
Michael Carter,NYJ,BUF,10,2021,False,4,43,10.8,0,19,6
Ty Johnson,NYJ,BUF,10,2021,False,5,36,7.2,0,14,8
Ryan Griffin,NYJ,BUF,10,2021,False,1,21,21.0,0,21,2
Jamison Crowder,NYJ,BUF,10,2021,False,3,20,6.7,0,9,5
Braxton Berrios,NYJ,BUF,10,2021,False,3,19,6.3,0,7,3
Keelan Cole Sr.,NYJ,BUF,10,2021,False,1,18,18.0,0,18,6
Tevin Coleman,NYJ,BUF,10,2021,False,2,4,2.0,0,11,3
Mark Andrews,BAL,TEN,6,2023,True,4,69,17.3,0,38,6
Zay Flowers,BAL,TEN,6,2023,True,6,50,8.3,1,14,8
Nelson Agholor,BAL,TEN,6,2023,True,2,40,20.0,0,21,3
Odell Beckham Jr.,BAL,TEN,6,2023,True,2,34,17.0,0,32,4
Rashod Bateman,BAL,TEN,6,2023,True,2,15,7.5,0,8,3
Gus Edwards,BAL,TEN,6,2023,True,1,12,12.0,0,12,1
Patrick Ricard,BAL,TEN,6,2023,True,1,3,3.0,0,3,1
Justice Hill,BAL,TEN,6,2023,True,3,0,0.0,0,2,3
Tyjae Spears,TEN,BAL,6,2023,False,1,48,48.0,0,48,1
Nick Westbrook-Ikhine,TEN,BAL,6,2023,False,3,25,8.3,0,10,4
DeAndre Hopkins,TEN,BAL,6,2023,False,1,20,20.0,0,20,5
Chigoziem Okonkwo,TEN,BAL,6,2023,False,2,18,9.0,0,11,4
Derrick Henry,TEN,BAL,6,2023,False,2,16,8.0,0,9,2
Josh Whyle,TEN,BAL,6,2023,False,1,11,11.0,0,11,1
Chris Moore,TEN,BAL,6,2023,False,1,6,6.0,0,6,1
Kyle Philips,TEN,BAL,6,2023,False,1,6,6.0,0,6,2
Nico Collins,HOU,JAX,5,2022,True,4,65,16.3,0,23,6
Jordan Akins,HOU,JAX,5,2022,True,2,22,11.0,0,11,2
Brandin Cooks,HOU,JAX,5,2022,True,4,20,5.0,0,7,6
Dameon Pierce,HOU,JAX,5,2022,True,3,14,4.7,0,11,5
Rex Burkhead,HOU,JAX,5,2022,True,2,13,6.5,0,9,3
Mason Schreck,HOU,JAX,5,2022,True,1,6,6.0,0,6,1
O.J. Howard,HOU,JAX,5,2022,True,0,0,0.0,0,0,1
Marvin Jones Jr.,JAX,HOU,5,2022,False,7,104,14.9,0,37,11
Evan Engram,JAX,HOU,5,2022,False,6,69,11.5,0,28,10
Travis Etienne Jr.,JAX,HOU,5,2022,False,3,43,14.3,0,20,5
Dan Arnold,JAX,HOU,5,2022,False,1,20,20.0,0,20,2
Chris Manhertz,JAX,HOU,5,2022,False,2,15,7.5,0,12,2
James Robinson,JAX,HOU,5,2022,False,2,12,6.0,0,10,2
Zay Jones,JAX,HOU,5,2022,False,3,12,4.0,0,7,8
Christian Kirk,JAX,HOU,5,2022,False,1,11,11.0,0,6,3
Jamal Agnew,JAX,HOU,5,2022,False,0,0,0.0,0,0,1
JuJu Smith-Schuster,PIT,BUF,1,2021,True,4,52,13.0,0,24,8
Chase Claypool,PIT,BUF,1,2021,True,3,45,15.0,0,22,5
Diontae Johnson,PIT,BUF,1,2021,True,5,36,7.2,1,14,10
Pat Freiermuth,PIT,BUF,1,2021,True,1,24,24.0,0,24,1
Eric Ebron,PIT,BUF,1,2021,True,1,19,19.0,0,19,2
James Washington,PIT,BUF,1,2021,True,2,10,5.0,0,9,2
Najee Harris,PIT,BUF,1,2021,True,1,4,4.0,0,4,3
Zach Gentry,PIT,BUF,1,2021,True,1,-2,-2.0,0,-2,1
Stefon Diggs,BUF,PIT,1,2021,False,9,69,7.7,0,13,13
Cole Beasley,BUF,PIT,1,2021,False,8,60,7.5,0,12,13
Emmanuel Sanders,BUF,PIT,1,2021,False,4,52,13.0,0,16,8
Dawson Knox,BUF,PIT,1,2021,False,4,41,10.3,0,13,4
Gabe Davis,BUF,PIT,1,2021,False,2,40,20.0,1,37,5
Devin Singletary,BUF,PIT,1,2021,False,3,8,2.7,0,5,5
Justin Jefferson,MIN,BAL,9,2021,True,3,69,23.0,1,50,5
Tyler Conklin,MIN,BAL,9,2021,True,5,45,9.0,0,18,7
C.J. Ham,MIN,BAL,9,2021,True,1,27,27.0,0,27,1
K.J. Osborn,MIN,BAL,9,2021,True,1,20,20.0,0,20,2
Dalvin Cook,MIN,BAL,9,2021,True,3,12,4.0,0,6,3
Adam Thielen,MIN,BAL,9,2021,True,2,6,3.0,1,5,7
Luke Stocker,MIN,BAL,9,2021,True,1,5,5.0,0,5,1
Alexander Mattison,MIN,BAL,9,2021,True,1,3,3.0,0,3,1
Dede Westbrook,MIN,BAL,9,2021,True,0,0,0.0,0,0,1
Marquise Brown,BAL,MIN,9,2021,False,9,116,12.9,0,22,12
Rashod Bateman,BAL,MIN,9,2021,False,5,52,10.4,0,15,8
Mark Andrews,BAL,MIN,9,2021,False,5,44,8.8,0,13,10
Patrick Ricard,BAL,MIN,9,2021,False,3,35,11.7,1,22,5
Devin Duvernay,BAL,MIN,9,2021,False,2,8,4.0,1,5,2
Eric Tomlinson,BAL,MIN,9,2021,False,1,7,7.0,0,7,1
Devonta Freeman,BAL,MIN,9,2021,False,2,4,2.0,1,5,3
Russell Gage,ATL,CAR,14,2021,True,4,64,16.0,0,36,6
Kyle Pitts,ATL,CAR,14,2021,True,5,61,12.2,0,23,6
Mike Davis,ATL,CAR,14,2021,True,5,42,8.4,0,20,6
Lee Smith,ATL,CAR,14,2021,True,1,12,12.0,0,12,1
Tajae Sharpe,ATL,CAR,14,2021,True,1,7,7.0,0,7,2
Hayden Hurst,ATL,CAR,14,2021,True,1,3,3.0,1,3,1
Cordarrelle Patterson,ATL,CAR,14,2021,True,2,1,0.5,0,3,5
Robbie Chosen,CAR,ATL,14,2021,False,7,84,12.0,1,23,12
DJ Moore,CAR,ATL,14,2021,False,6,84,14.0,0,22,10
Brandon Zylstra,CAR,ATL,14,2021,False,4,45,11.3,0,19,5
Tommy Tremble,CAR,ATL,14,2021,False,2,23,11.5,0,14,2
Ameer Abdullah,CAR,ATL,14,2021,False,2,17,8.5,0,11,4
Ian Thomas,CAR,ATL,14,2021,False,0,0,0.0,0,0,2
Donovan Peoples-Jones,CLE,PIT,17,2021,True,3,76,25.3,0,39,5
Jarvis Landry,CLE,PIT,17,2021,True,4,43,10.8,0,20,10
David Njoku,CLE,PIT,17,2021,True,4,28,7.0,1,9,4
Austin Hooper,CLE,PIT,17,2021,True,2,28,14.0,0,21,5
Rashard Higgins,CLE,PIT,17,2021,True,1,8,8.0,0,8,5
Harrison Bryant,CLE,PIT,17,2021,True,1,1,1.0,1,1,1
D'Ernest Johnson,CLE,PIT,17,2021,True,1,1,1.0,0,1,3
Nick Chubb,CLE,PIT,17,2021,True,0,0,0.0,0,0,1
Anthony Schwartz,CLE,PIT,17,2021,True,0,0,0.0,0,0,2
Ray-Ray McCloud III,PIT,CLE,17,2021,False,4,35,8.8,0,12,10
Diontae Johnson,PIT,CLE,17,2021,False,8,31,3.9,1,10,15
Pat Freiermuth,PIT,CLE,17,2021,False,5,22,4.4,0,12,6
Najee Harris,PIT,CLE,17,2021,False,3,18,6.0,0,13,3
Chase Claypool,PIT,CLE,17,2021,False,3,17,5.7,0,8,9
James Washington,PIT,CLE,17,2021,False,0,0,0.0,0,0,1
Zach Gentry,PIT,CLE,17,2021,False,1,0,0.0,0,0,2
Terry McLaurin,WSH,ATL,4,2021,True,6,123,20.5,2,33,13
J.D. McKissic,WSH,ATL,4,2021,True,5,44,8.8,1,30,5
DeAndre Carter,WSH,ATL,4,2021,True,1,24,24.0,0,24,1
Adam Humphries,WSH,ATL,4,2021,True,1,19,19.0,0,19,1
Dyami Brown,WSH,ATL,4,2021,True,1,19,19.0,0,19,2
Ricky Seals-Jones,WSH,ATL,4,2021,True,2,19,9.5,0,16,4
Curtis Samuel,WSH,ATL,4,2021,True,4,19,4.8,0,10,4
Antonio Gibson,WSH,ATL,4,2021,True,2,12,6.0,0,11,2
Jaret Patterson,WSH,ATL,4,2021,True,1,11,11.0,0,11,1
Cordarrelle Patterson,ATL,WSH,4,2021,False,5,82,16.4,3,42,6
Calvin Ridley,ATL,WSH,4,2021,False,7,80,11.4,0,21,13
Kyle Pitts,ATL,WSH,4,2021,False,4,50,12.5,0,15,9
Hayden Hurst,ATL,WSH,4,2021,False,4,29,7.3,0,12,4
Olamide Zaccheaus,ATL,WSH,4,2021,False,1,15,15.0,0,15,3
Tajae Sharpe,ATL,WSH,4,2021,False,2,15,7.5,0,8,2
Mike Davis,ATL,WSH,4,2021,False,2,12,6.0,1,7,2
Wayne Gallman,ATL,WSH,4,2021,False,0,0,0.0,0,0,1
Evan Engram,JAX,PIT,8,2023,True,10,88,8.8,0,34,10
Calvin Ridley,JAX,PIT,8,2023,True,6,83,13.8,0,27,10
Travis Etienne Jr.,JAX,PIT,8,2023,True,3,70,23.3,1,56,6
Christian Kirk,JAX,PIT,8,2023,True,4,46,11.5,0,29,5
Luke Farrell,JAX,PIT,8,2023,True,1,5,5.0,0,5,1
Diontae Johnson,PIT,JAX,8,2023,False,8,85,10.6,0,16,14
Najee Harris,PIT,JAX,8,2023,False,5,42,8.4,0,13,5
Connor Heyward,PIT,JAX,8,2023,False,5,24,4.8,0,9,6
George Pickens,PIT,JAX,8,2023,False,1,22,22.0,1,22,5
Calvin Austin III,PIT,JAX,8,2023,False,2,19,9.5,0,12,2
Jaylen Warren,PIT,JAX,8,2023,False,4,19,4.8,0,11,5
Allen Robinson II,PIT,JAX,8,2023,False,0,0,0.0,0,0,1
Rodney Williams,PIT,JAX,8,2023,False,0,0,0.0,0,0,2
Drake London,ATL,BAL,16,2022,True,7,96,13.7,0,20,9
Tyler Allgeier,ATL,BAL,16,2022,True,4,43,10.8,0,26,5
Olamide Zaccheaus,ATL,BAL,16,2022,True,4,18,4.5,0,10,7
Damiere Byrd,ATL,BAL,16,2022,True,1,15,15.0,0,15,2
Cordarrelle Patterson,ATL,BAL,16,2022,True,1,14,14.0,0,14,1
Avery Williams,ATL,BAL,16,2022,True,2,14,7.0,0,7,2
Anthony Firkser,ATL,BAL,16,2022,True,2,10,5.0,0,5,3
Parker Hesse,ATL,BAL,16,2022,True,1,8,8.0,0,8,1
MyCole Pruitt,ATL,BAL,16,2022,True,0,0,0.0,0,0,1
Mark Andrews,BAL,ATL,16,2022,False,3,45,15.0,0,36,5
Sammy Watkins,BAL,ATL,16,2022,False,1,40,40.0,0,40,1
DeSean Jackson,BAL,ATL,16,2022,False,1,10,10.0,0,10,2
Demarcus Robinson,BAL,ATL,16,2022,False,1,6,6.0,1,6,1
Josh Oliver,BAL,ATL,16,2022,False,1,6,6.0,0,6,3
Justice Hill,BAL,ATL,16,2022,False,1,4,4.0,0,4,1
Isaiah Likely,BAL,ATL,16,2022,False,1,4,4.0,0,4,2
J.K. Dobbins,BAL,ATL,16,2022,False,0,0,0.0,0,0,1
Travis Kelce,KC,HOU,15,2022,True,10,105,10.5,0,18,10
JuJu Smith-Schuster,KC,HOU,15,2022,True,10,88,8.8,0,19,10
Jerick McKinnon,KC,HOU,15,2022,True,8,70,8.8,1,21,8
Noah Gray,KC,HOU,15,2022,True,3,31,10.3,0,13,3
Marquez Valdes-Scantling,KC,HOU,15,2022,True,3,26,8.7,1,15,5
Isiah Pacheco,KC,HOU,15,2022,True,1,11,11.0,0,11,1
Kadarius Toney,KC,HOU,15,2022,True,1,5,5.0,0,5,1
Justin Watson,KC,HOU,15,2022,True,0,0,0.0,0,0,2
Jody Fortson,KC,HOU,15,2022,True,0,0,0.0,0,0,1
Chris Moore,HOU,KC,15,2022,False,4,42,10.5,0,34,8
Amari Rodgers,HOU,KC,15,2022,False,2,26,13.0,0,15,4
Jordan Akins,HOU,KC,15,2022,False,3,22,7.3,1,12,6
Rex Burkhead,HOU,KC,15,2022,False,2,17,8.5,0,17,4
Brevin Jordan,HOU,KC,15,2022,False,1,9,9.0,0,9,1
Teagan Quitoriano,HOU,KC,15,2022,False,1,8,8.0,1,8,2
Royce Freeman,HOU,KC,15,2022,False,1,5,5.0,0,5,1
Phillip Dorsett,HOU,KC,15,2022,False,0,0,0.0,0,0,1
Justin Jackson,LAC,HOU,16,2021,True,8,98,12.3,0,25,9
Jason Moore,LAC,HOU,16,2021,True,3,56,18.7,0,24,4
Jared Cook,LAC,HOU,16,2021,True,3,44,14.7,0,18,5
Joshua Palmer,LAC,HOU,16,2021,True,5,43,8.6,1,12,6
Keenan Allen,LAC,HOU,16,2021,True,4,35,8.8,0,15,6
Stephen Anderson,LAC,HOU,16,2021,True,2,34,17.0,0,27,2
Joshua Kelley,LAC,HOU,16,2021,True,1,14,14.0,0,14,1
Tre' McKitty,LAC,HOU,16,2021,True,1,12,12.0,0,12,1
Chris Conley,HOU,LAC,16,2021,False,3,60,20.0,1,41,3
Brevin Jordan,HOU,LAC,16,2021,False,4,56,14.0,0,27,4
Phillip Dorsett,HOU,LAC,16,2021,False,3,55,18.3,0,36,6
Chris Moore,HOU,LAC,16,2021,False,4,40,10.0,0,23,4
Nico Collins,HOU,LAC,16,2021,False,3,33,11.0,1,13,4
Pharaoh Brown,HOU,LAC,16,2021,False,2,10,5.0,0,6,3
Rex Burkhead,HOU,LAC,16,2021,False,2,0,0.0,0,4,2
Jordan Akins,HOU,LAC,16,2021,False,0,0,0.0,0,0,1
Cooper Kupp,LAR,HOU,8,2021,True,7,115,16.4,1,52,9
Van Jefferson,LAR,HOU,8,2021,True,3,88,29.3,0,68,6
Robert Woods,LAR,HOU,8,2021,True,3,35,11.7,1,28,9
Ben Skowronek,LAR,HOU,8,2021,True,3,30,10.0,0,20,3
Tyler Higbee,LAR,HOU,8,2021,True,3,25,8.3,0,11,3
Sony Michel,LAR,HOU,8,2021,True,2,14,7.0,0,11,2
Darrell Henderson Jr.,LAR,HOU,8,2021,True,1,3,3.0,1,3,2
Brandin Cooks,HOU,LAR,8,2021,False,6,83,13.8,1,45,6
Nico Collins,HOU,LAR,8,2021,False,4,55,13.8,0,26,4
Jordan Akins,HOU,LAR,8,2021,False,5,53,10.6,0,31,5
Brevin Jordan,HOU,LAR,8,2021,False,3,41,13.7,1,23,4
Rex Burkhead,HOU,LAR,8,2021,False,3,27,9.0,0,10,4
Chris Conley,HOU,LAR,8,2021,False,1,24,24.0,0,24,2
Chris Moore,HOU,LAR,8,2021,False,2,16,8.0,0,8,2
Scottie Phillips,HOU,LAR,8,2021,False,2,9,4.5,0,8,3
Danny Amendola,HOU,LAR,8,2021,False,2,3,1.5,0,3,5
David Johnson,HOU,LAR,8,2021,False,1,-1,-1.0,0,-1,1
DJ Moore,CHI,MIN,12,2023,True,11,114,10.4,0,36,13
Cole Kmet,CHI,MIN,12,2023,True,7,43,6.1,0,24,7
Roschon Johnson,CHI,MIN,12,2023,True,5,40,8.0,0,22,5
Khalil Herbert,CHI,MIN,12,2023,True,2,14,7.0,0,13,2
Darnell Mooney,CHI,MIN,12,2023,True,2,6,3.0,0,10,3
Robert Tonyan,CHI,MIN,12,2023,True,0,0,0.0,0,0,1
Trent Taylor,CHI,MIN,12,2023,True,0,0,0.0,0,0,1
T.J. Hockenson,MIN,CHI,12,2023,False,5,50,10.0,1,17,6
Brandon Powell,MIN,CHI,12,2023,False,3,45,15.0,0,28,3
Jordan Addison,MIN,CHI,12,2023,False,6,39,6.5,0,14,10
K.J. Osborn,MIN,CHI,12,2023,False,3,34,11.3,0,22,4
Alexander Mattison,MIN,CHI,12,2023,False,2,11,5.5,0,11,2
Ty Chandler,MIN,CHI,12,2023,False,1,3,3.0,0,3,2
C.J. Ham,MIN,CHI,12,2023,False,2,3,1.5,0,4,3
Courtland Sutton,DEN,JAX,2,2021,True,9,159,17.7,0,55,12
Melvin Gordon III,DEN,JAX,2,2021,True,2,38,19.0,0,30,2
Tim Patrick,DEN,JAX,2,2021,True,3,37,12.3,1,14,4
Noah Fant,DEN,JAX,2,2021,True,4,33,8.3,1,14,6
Albert Okwuegbunam Jr.,DEN,JAX,2,2021,True,4,24,6.0,0,14,4
Kendall Hinton,DEN,JAX,2,2021,True,1,15,15.0,0,15,1
Javonte Williams,DEN,JAX,2,2021,True,1,10,10.0,0,10,1
Eric Saubert,DEN,JAX,2,2021,True,1,7,7.0,0,7,1
KJ Hamler,DEN,JAX,2,2021,True,1,5,5.0,0,5,3
Marvin Jones Jr.,JAX,DEN,2,2021,False,6,55,9.2,1,25,11
James O'Shaughnessy,JAX,DEN,2,2021,False,1,24,24.0,0,24,1
DJ Chark Jr.,JAX,DEN,2,2021,False,1,19,19.0,0,19,4
James Robinson,JAX,DEN,2,2021,False,3,17,5.7,0,13,3
Luke Farrell,JAX,DEN,2,2021,False,1,6,6.0,0,6,2
Carlos Hyde,JAX,DEN,2,2021,False,0,0,0.0,0,0,2
Chris Manhertz,JAX,DEN,2,2021,False,0,0,0.0,0,0,1
Laquon Treadwell,JAX,DEN,2,2021,False,0,0,0.0,0,0,1
Tyron Johnson,JAX,DEN,2,2021,False,0,0,0.0,0,0,1
Laviska Shenault Jr.,JAX,DEN,2,2021,False,2,-3,-1.5,0,5,7
Diontae Johnson,PIT,CAR,15,2022,True,10,98,9.8,0,19,10
George Pickens,PIT,CAR,15,2022,True,2,53,26.5,0,38,5
Jaylen Warren,PIT,CAR,15,2022,True,1,11,11.0,0,11,1
Steven Sims,PIT,CAR,15,2022,True,1,10,10.0,0,10,2
Zach Gentry,PIT,CAR,15,2022,True,1,4,4.0,0,4,1
Gunner Olszewski,PIT,CAR,15,2022,True,1,3,3.0,0,3,1
Miles Boykin,PIT,CAR,15,2022,True,1,0,0.0,0,0,1
DJ Moore,CAR,PIT,15,2022,False,5,73,14.6,1,26,6
Chuba Hubbard,CAR,PIT,15,2022,False,3,57,19.0,0,45,3
Terrace Marshall Jr.,CAR,PIT,15,2022,False,3,51,17.0,0,40,3
Shi Smith,CAR,PIT,15,2022,False,1,24,24.0,0,24,3
Tommy Tremble,CAR,PIT,15,2022,False,2,20,10.0,0,17,3
Laviska Shenault Jr.,CAR,PIT,15,2022,False,0,0,0.0,0,0,1
Diontae Johnson,PIT,KC,16,2021,True,6,51,8.5,1,18,9
Chase Claypool,PIT,KC,16,2021,True,4,41,10.3,0,24,6
Zach Gentry,PIT,KC,16,2021,True,4,31,7.8,0,12,4
Ray-Ray McCloud III,PIT,KC,16,2021,True,4,25,6.3,0,17,8
Najee Harris,PIT,KC,16,2021,True,5,17,3.4,0,6,7
Cody White,PIT,KC,16,2021,True,3,16,5.3,0,6,3
Kevin Rader,PIT,KC,16,2021,True,1,7,7.0,0,7,2
Benny Snell Jr.,PIT,KC,16,2021,True,1,6,6.0,0,6,1
James Washington,PIT,KC,16,2021,True,0,0,0.0,0,0,2
Byron Pringle,KC,PIT,16,2021,False,6,75,12.5,2,22,7
Derrick Gore,KC,PIT,16,2021,False,3,61,20.3,0,50,3
Mecole Hardman,KC,PIT,16,2021,False,3,31,10.3,1,14,5
Darrel Williams,KC,PIT,16,2021,False,3,30,10.0,0,18,3
Tyreek Hill,KC,PIT,16,2021,False,2,19,9.5,0,10,2
Demarcus Robinson,KC,PIT,16,2021,False,2,15,7.5,0,9,2
Noah Gray,KC,PIT,16,2021,False,2,12,6.0,0,7,2
Blake Bell,KC,PIT,16,2021,False,1,11,11.0,0,11,1
Clyde Edwards-Helaire,KC,PIT,16,2021,False,1,4,4.0,0,4,1
Josh Gordon,KC,PIT,16,2021,False,0,0,0.0,0,0,3
Terry McLaurin,WSH,DEN,2,2023,True,5,54,10.8,1,30,6
John Bates,WSH,DEN,2,2023,True,3,46,15.3,0,35,5
Antonio Gibson,WSH,DEN,2,2023,True,3,44,14.7,0,36,3
Brian Robinson Jr.,WSH,DEN,2,2023,True,2,42,21.0,0,21,3
Dyami Brown,WSH,DEN,2,2023,True,3,25,8.3,0,9,3
Logan Thomas,WSH,DEN,2,2023,True,2,22,11.0,1,18,3
Jahan Dotson,WSH,DEN,2,2023,True,3,22,7.3,0,18,5
Cole Turner,WSH,DEN,2,2023,True,2,21,10.5,0,12,2
Curtis Samuel,WSH,DEN,2,2023,True,3,19,6.3,0,14,3
Byron Pringle,WSH,DEN,2,2023,True,1,4,4.0,0,4,1
Marvin Mims Jr.,DEN,WSH,2,2023,False,2,113,56.5,1,60,2
Brandon Johnson,DEN,WSH,2,2023,False,2,66,33.0,2,50,3
Courtland Sutton,DEN,WSH,2,2023,False,5,66,13.2,0,21,7
Jerry Jeudy,DEN,WSH,2,2023,False,3,25,8.3,0,11,5
Samaje Perine,DEN,WSH,2,2023,False,3,20,6.7,0,9,4
Javonte Williams,DEN,WSH,2,2023,False,2,14,7.0,0,9,3
Lil'Jordan Humphrey,DEN,WSH,2,2023,False,1,4,4.0,0,4,2
Adam Trautman,DEN,WSH,2,2023,False,0,0,0.0,0,0,1
Brycen Hopkins,LAR,SF,18,2023,True,2,47,23.5,0,29,3
Puka Nacua,LAR,SF,18,2023,True,4,41,10.3,1,19,6
Davis Allen,LAR,SF,18,2023,True,4,25,6.3,0,10,4
Ben Skowronek,LAR,SF,18,2023,True,2,22,11.0,0,17,2
Royce Freeman,LAR,SF,18,2023,True,1,13,13.0,0,13,1
Tyler Johnson,LAR,SF,18,2023,True,2,8,4.0,1,8,3
Tutu Atwell,LAR,SF,18,2023,True,2,7,3.5,0,4,4
Chris Conley,SF,LAR,18,2023,False,3,69,23.0,0,48,6
Brandon Aiyuk,SF,LAR,18,2023,False,3,25,8.3,0,11,4
Ray-Ray McCloud III,SF,LAR,18,2023,False,3,22,7.3,0,11,4
Deebo Samuel Sr.,SF,LAR,18,2023,False,2,21,10.5,0,15,2
Charlie Woerner,SF,LAR,18,2023,False,1,20,20.0,0,20,1
Elijah Mitchell,SF,LAR,18,2023,False,2,15,7.5,0,8,2
Jordan Mason,SF,LAR,18,2023,False,1,12,12.0,0,12,1
Ronnie Bell,SF,LAR,18,2023,False,1,5,5.0,1,5,5
Mack Hollins,MIA,NYJ,11,2021,True,2,72,36.0,1,65,3
Jaylen Waddle,MIA,NYJ,11,2021,True,8,65,8.1,0,15,9
Mike Gesicki,MIA,NYJ,11,2021,True,5,50,10.0,0,26,6
Durham Smythe,MIA,NYJ,11,2021,True,4,37,9.3,0,18,5
Adam Shaheen,MIA,NYJ,11,2021,True,1,19,19.0,0,19,1
Albert Wilson,MIA,NYJ,11,2021,True,3,18,6.0,0,9,4
Myles Gaskin,MIA,NYJ,11,2021,True,3,7,2.3,1,5,4
Patrick Laird,MIA,NYJ,11,2021,True,1,5,5.0,0,5,1
