,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
3565,Troy Reeder,LAR,2023,LB,17,11,12,23,0.0,0,0,0,0,0,0,0,0,0,0
3566,Kevin Givens,SF,2023,DT,17,13,10,23,1.5,12,3,1,0,0,0,0,0,1,0
3567,Jaylon Jones,CHI,2023,CB,17,18,5,23,0.0,0,1,0,0,0,0,0,0,0,0
3568,Zach Carter,CIN,2023,DT,17,8,15,23,0.0,0,1,1,0,0,0,0,1,0,0
3569,Shaun Wade,NE,2023,CB,14,21,2,23,0.0,0,2,1,0,0,0,0,0,0,0
3570,Christian Elliss,NE / PHI,2023,LB,16,15,8,23,0.0,0,2,0,0,0,0,0,0,0,0
3571,Ta'Quon Graham,ATL,2023,DT,15,6,17,23,1.0,6,1,0,0,0,0,0,1,0,0
3572,Odafe Oweh,BAL,2023,LB,13,20,3,23,5.0,32,4,0,0,0,0,0,2,0,0
3573,Garrett Williams,ARI,2023,CB,9,19,4,23,0.0,0,1,2,1,0,0,0,0,0,0
3574,Duron Harmon,CHI / CLE,2023,S,7,18,4,22,1.0,9,4,2,1,0,0,0,0,0,0
3575,Bradley Roby,PHI,2023,CB,9,19,3,22,0.0,0,2,0,0,0,0,0,1,0,0
3576,Brent Urban,BAL,2023,DE,17,16,6,22,3.0,26,5,2,0,0,0,0,0,1,0
3577,Maurice Hurst II,CLE,2023,DT,13,12,10,22,1.5,14,4,3,1,0,0,0,0,1,0
3578,Jalen Ramsey,MIA,2023,CB,10,18,4,22,0.0,0,0,5,3,52,49,0,0,0,0
3579,Yannick Ngakoue,CHI,2023,DE,13,13,9,22,4.0,25,6,0,0,0,0,0,0,0,0
3580,Taven Bryan,IND,2023,DT,17,12,10,22,2.0,9,4,0,0,0,0,0,1,0,0
3581,Derek Barnett,HOU / PHI,2023,DE,14,12,10,22,2.5,18,9,1,0,0,0,0,0,0,0
3582,M.J. Stewart,HOU,2023,S,8,13,9,22,0.0,0,0,0,0,0,0,0,1,1,0
3583,Chandon Sullivan,PIT,2023,CB,17,14,8,22,0.0,0,1,6,1,0,0,0,1,0,0
3584,Kyle Peko,TEN,2023,DT,13,12,10,22,0.0,0,2,1,0,0,0,0,0,0,0
3585,James Smith-Williams,WSH,2023,DE,13,11,11,22,1.0,1,2,0,0,0,0,0,0,0,0
3586,Albert Huggins,ATL,2023,DT,13,7,15,22,0.0,0,0,0,0,0,0,0,0,1,0
3587,Trenton Thompson,PIT,2023,S,6,19,3,22,0.0,0,0,3,1,6,6,0,0,0,0
3588,Malcolm Rodriguez,DET,2023,LB,17,14,8,22,0.0,0,0,0,0,0,0,0,1,0,0
3589,Marlon Tuipulotu,PHI,2023,DT,14,13,9,22,2.0,7,3,0,0,0,0,0,0,0,0
3590,Kurt Hinish,HOU,2023,DT,17,11,11,22,0.5,4,2,1,0,0,0,0,0,0,0
3591,Logan Hall,TB,2023,DE,16,11,11,22,0.5,2,2,2,0,0,0,0,0,2,0
3592,Juanyeh Thomas,DAL,2023,S,16,14,8,22,0.0,0,0,4,0,0,0,0,0,0,0
3593,Cameron Thomas,ARI,2023,LB,15,13,9,22,0.0,0,3,1,0,0,0,0,0,1,1
3594,Eric Garror,TEN,2023,CB,12,19,3,22,0.0,0,1,2,0,0,0,0,0,0,0
3595,Josh Jobe,PHI,2023,CB,17,20,2,22,0.0,0,0,4,0,0,0,0,1,0,0
3596,Mario Edwards Jr.,SEA,2023,DE,15,15,6,21,2.0,16,5,1,0,0,0,0,1,0,0
3597,Tre Flowers,ATL,2023,CB,17,15,6,21,0.0,0,1,2,0,0,0,0,0,0,0
3598,Mike Hughes,ATL,2023,CB,15,14,7,21,0.0,0,2,1,0,0,0,0,0,0,0
3599,Cam Lewis,BUF,2023,CB,17,17,4,21,0.0,0,1,2,0,0,0,0,0,0,0
3600,Essang Bassey,LAC / DEN,2023,CB,15,13,8,21,0.0,0,0,3,0,0,0,0,0,0,0
3601,Jordan Elliott,CLE,2023,DT,17,14,7,21,2.5,18,3,1,0,0,0,0,0,0,0
3602,Tershawn Wharton,KC,2023,DT,17,7,14,21,2.0,12,2,0,0,0,0,0,0,1,0
3603,Theo Jackson,MIN,2023,S,15,14,7,21,0.0,0,0,1,1,0,0,0,0,0,0
3604,Kaevon Merriweather,TB,2023,S,16,13,8,21,0.0,0,0,1,0,0,0,0,0,0,0
3605,Otito Ogbonnia,LAC,2023,DT,8,10,11,21,0.0,0,0,0,0,0,0,0,0,0,0
3606,Otis Reese IV,TEN,2023,LB,7,12,9,21,0.0,0,0,0,0,0,0,0,0,0,0
3607,Kelee Ringo,PHI,2023,CB,17,17,4,21,1.0,0,0,2,1,0,0,0,0,0,0
3608,Amare Barno,CAR,2023,LB,15,13,8,21,0.0,0,1,0,0,0,0,0,0,0,0
3609,Markus Golden,PIT,2023,LB,16,14,6,20,4.0,25,6,1,0,0,0,0,0,1,0
3610,Emmanuel Ogbah,MIA,2023,DE,15,7,13,20,5.0,31,3,2,1,5,5,0,1,0,0
3611,Randy Gregory,SF / DEN,2023,LB,16,14,6,20,3.5,23,6,1,0,0,0,0,0,0,0
3612,Jalen Reeves-Maybin,DET,2023,LB,17,13,7,20,1.0,13,1,2,0,0,0,0,0,0,0
3613,Joey Bosa,LAC,2023,LB,9,14,6,20,6.5,59,6,1,0,0,0,0,1,1,0
3614,Ronnie Harrison Jr.,IND,2023,S,7,11,9,20,1.0,10,1,2,2,45,36,1,0,0,0
3615,Ezekiel Turner,ARI,2023,LB,16,8,12,20,0.0,0,0,0,0,0,0,0,0,0,0
3616,Rashad Weaver,TEN,2023,LB,15,11,9,20,0.0,0,4,1,0,0,0,0,0,0,0
3617,Malik Harrison,BAL,2023,LB,14,13,7,20,0.0,0,0,0,0,0,0,0,0,0,0
3618,Tyler Hall,LV,2023,CB,11,16,4,20,0.0,0,0,0,0,0,0,0,0,0,0
3619,AJ Epenesa,BUF,2023,DE,15,9,11,20,6.5,40,7,8,2,38,32,1,1,1,0
3620,Isaiah Pola-Mao,LV,2023,S,16,14,6,20,1.0,7,1,1,1,0,0,0,0,0,0
3621,Karl Brooks,GB,2023,DE,17,12,8,20,4.0,31,6,4,0,0,0,0,1,2,0
3622,Zacch Pickens,CHI,2023,DT,17,9,11,20,0.5,5,1,1,0,0,0,0,1,0,0
3623,Myles Murphy,CIN,2023,DE,17,10,10,20,3.0,10,3,0,0,0,0,0,0,0,0
3624,Gervon Dexter Sr.,CHI,2023,DT,17,13,7,20,2.5,11,0,2,0,0,0,0,0,0,0
3625,Justin Bethel,MIA,2023,CB,17,15,4,19,0.5,5,2,1,0,0,0,0,0,0,0
3626,William Gholston,TB,2023,DE,16,10,9,19,0.0,0,0,2,1,0,0,0,0,0,0
3627,Josh Tupou,CIN,2023,DT,14,8,11,19,0.0,0,1,0,0,0,0,0,0,0,0
3628,Tanoh Kpassagnon,NO,2023,DE,17,12,7,19,3.5,24,4,2,0,0,0,0,0,0,0
3629,Greg Stroman Jr.,CHI,2023,CB,7,12,7,19,1.0,9,3,1,1,0,0,0,0,0,0
3630,Andre Smith,ATL,2023,LB,11,13,6,19,0.0,0,0,1,0,0,0,0,1,1,0
3631,Demetrius Flannigan-Fowles,SF,2023,LB,16,12,7,19,0.0,0,4,1,0,0,0,0,0,0,0
3632,David Long Jr.,LV / CAR,2023,CB,14,15,4,19,0.0,0,0,1,0,0,0,0,0,0,0
3633,LaBryan Ray,CAR,2023,DT,17,7,12,19,0.0,0,0,0,0,0,0,0,0,0,0
3634,Matt Henningsen,DEN,2023,DE,17,10,9,19,0.0,0,0,2,0,0,0,0,0,0,0
3635,Troy Andersen,ATL,2023,LB,2,7,12,19,0.5,4,1,0,0,0,0,0,0,0,0
3636,KJ Henry,WSH,2023,DE,10,14,5,19,1.5,5,4,2,0,0,0,0,0,0,0
3637,Eli Ricks,PHI,2023,CB,16,13,6,19,0.0,0,1,3,0,0,0,0,0,0,0
3638,Kentavius Street,ATL / PHI,2023,DT,13,11,7,18,1.0,2,4,1,0,0,0,0,0,1,0
3639,Will Harris,DET,2023,CB,17,12,6,18,0.0,0,1,2,1,0,0,0,0,1,0
3640,Broderick Washington,BAL,2023,DT,16,10,8,18,2.0,15,3,0,0,0,0,0,0,2,0
3641,Grayland Arnold,HOU,2023,S,8,12,6,18,0.0,0,1,0,0,0,0,0,1,0,0
3642,Coby Bryant,SEA,2023,CB,9,14,4,18,0.0,0,0,0,0,0,0,0,1,0,0
3643,Darnay Holmes,NYG,2023,CB,16,17,1,18,0.0,0,1,3,2,13,11,0,1,0,0
3644,Marte Mapu,NE,2023,LB,17,12,6,18,0.0,0,0,1,1,20,20,0,1,0,0
3645,Cameron Young,SEA,2023,DT,16,10,8,18,0.0,0,1,1,0,0,0,0,0,0,0
3646,Nolan Smith,PHI,2023,LB,17,10,8,18,1.0,2,1,0,0,0,0,0,0,0,0
3647,Cameron Mitchell,CLE,2023,CB,13,16,2,18,1.0,0,1,2,0,0,0,0,0,0,0
3648,Joshua Williams,KC,2023,CB,16,14,4,18,0.0,0,1,5,0,0,0,0,0,0,0
3649,Adrian Phillips,NE,2023,S,17,10,7,17,0.0,0,0,0,0,0,0,0,0,0,0
3650,Myles Jack,PIT,2023,LB,3,12,5,17,1.0,11,1,0,0,0,0,0,0,0,0
3651,Justin Hollins,LAC / NYG,2023,LB,12,11,6,17,1.0,4,1,0,0,0,0,0,0,0,0
3652,Matthew Adams,CLE,2023,LB,17,11,6,17,0.0,0,0,0,0,0,0,0,1,0,0
3653,Da'Shawn Hand,MIA,2023,DT,16,6,11,17,1.0,11,1,2,0,0,0,0,0,0,0
3654,Danny Johnson,WSH,2023,CB,13,13,4,17,0.0,0,0,1,0,0,0,0,0,0,0
3655,Akeem Davis-Gaither,CIN,2023,LB,13,10,7,17,0.0,0,1,0,0,0,0,0,0,0,0
3656,C.J. Gardner-Johnson,DET,2023,S,3,16,1,17,0.0,0,0,3,1,0,0,0,0,0,0
3657,Troy Dye,MIN,2023,LB,15,11,6,17,1.0,5,1,0,0,0,0,0,1,0,0
3658,Naquan Jones,ARI / TEN,2023,DT,12,3,14,17,0.0,0,1,0,0,0,0,0,0,0,0
3659,Josh Hayes,TB,2023,S,15,9,8,17,0.0,0,0,0,0,0,0,0,0,0,0
3660,Jon Rhattigan,SEA,2023,LB,17,11,6,17,0.0,0,0,0,0,0,0,0,0,0,0
3661,Cam Jones,KC,2023,LB,17,14,3,17,0.0,0,0,0,0,0,0,0,0,0,0
3662,Antonio Johnson,JAX,2023,S,13,13,4,17,1.0,4,0,3,2,50,27,0,1,0,0
3663,Jammie Robinson,CAR,2023,S,15,11,6,17,0.0,0,0,0,0,0,0,0,0,0,0
3664,Colby Wooden,GB,2023,DT,17,10,7,17,0.5,5,1,0,0,0,0,0,0,0,0
3665,Christian Gonzalez,NE,2023,CB,4,14,3,17,1.0,8,1,3,1,0,0,0,0,0,0
3666,Brandon Graham,PHI,2023,DE,17,11,5,16,3.0,19,4,1,0,0,0,0,0,0,0
3667,DaQuan Jones,BUF,2023,DT,7,8,8,16,2.5,17,4,0,0,0,0,0,0,0,0
3668,Marquis Haynes Sr.,CAR,2023,LB,7,13,3,16,1.0,8,3,0,0,0,0,0,0,0,0
3669,Uchenna Nwosu,SEA,2023,LB,6,12,4,16,2.0,14,4,0,0,0,0,0,2,0,0
3670,Neville Gallimore,DAL,2023,DT,17,8,8,16,1.0,6,2,1,0,0,0,0,0,0,0
3671,Isaiahh Loudermilk,PIT,2023,DT,16,8,8,16,0.0,0,0,2,0,0,0,0,0,0,0
3672,Larrell Murchison,LAR,2023,DT,15,7,9,16,0.0,0,1,0,0,0,0,0,0,0,0
3673,DJ Johnson,CAR,2023,LB,13,6,10,16,0.0,0,1,1,0,0,0,0,0,0,0
3674,Daiyan Henley,LAC,2023,LB,15,9,7,16,0.0,0,0,0,0,0,0,0,0,0,0
3675,Azeez Ojulari,NYG,2023,LB,11,9,7,16,2.5,11,3,0,0,0,0,0,0,1,0
3676,Jordan Phillips,BUF,2023,DT,14,10,5,15,2.5,24,2,5,0,0,0,0,0,0,0
3677,Morgan Fox,LAC,2023,DE,17,11,4,15,5.5,36,5,0,0,0,0,0,0,0,0
3678,Armon Watts,PIT,2023,DT,15,6,9,15,0.5,4,0,0,0,0,0,0,0,0,0
3679,Matt Dickerson,KC,2023,DT,12,7,8,15,0.0,0,1,0,0,0,0,0,0,0,0
3680,Justin Evans,PHI,2023,S,4,9,6,15,0.0,0,0,2,0,0,0,0,1,1,0
3681,Rasheem Green,CHI,2023,DE,17,8,7,15,2.0,9,2,0,0,0,0,0,0,0,0
3682,Elijah Campbell,MIA,2023,S,15,10,5,15,0.0,0,0,1,0,0,0,0,0,1,0
3683,Joshua Uche,NE,2023,LB,15,8,7,15,3.0,20,3,0,0,0,0,0,0,0,0
3684,Eric Johnson II,IND,2023,DT,14,6,9,15,1.0,5,1,0,0,0,0,0,0,0,0
3685,Nephi Sewell,NO,2023,LB,16,11,4,15,0.0,0,2,0,0,0,0,0,1,0,0
3686,Khyiris Tonga,MIN,2023,DT,14,9,6,15,0.0,0,1,0,0,0,0,0,0,0,0
3687,Amari Burney,LV,2023,LB,7,10,5,15,0.0,0,0,0,0,0,0,0,0,0,0
3688,Chad Muma,JAX,2023,LB,17,8,7,15,0.0,0,0,2,0,0,0,0,0,0,0
3689,Scott Matlock,LAC,2023,DT,12,6,9,15,0.0,0,1,0,0,0,0,0,0,0,0
3690,DeMarvin Leal,PIT,2023,DE,12,10,5,15,1.0,2,2,1,0,0,0,0,0,0,0
3691,Dallis Flowers,IND,2023,CB,4,11,4,15,0.0,0,1,3,0,0,0,0,0,0,0
3692,Nick Bellore,SEA,2023,LB,16,8,6,14,0.0,0,0,0,0,0,0,0,0,0,0
3693,Ameer Abdullah,LV,2023,RB,17,12,2,14,0.0,0,0,0,0,0,0,0,0,0,0
3694,Dean Lowry,MIN,2023,DT,9,4,10,14,0.0,0,0,1,0,0,0,0,0,1,0
3695,Neville Hewitt,HOU,2023,LB,16,8,6,14,0.0,0,0,0,0,0,0,0,0,0,0
3696,Jaylinn Hawkins,ATL / LAC,2023,S,16,6,8,14,0.0,0,0,1,0,0,0,0,0,0,0
3697,Tim Settle,BUF,2023,DT,17,9,5,14,1.0,4,1,0,0,0,0,0,0,0,0
3698,Dicaprio Bootle,CAR,2023,CB,8,14,0,14,0.0,0,0,2,0,0,0,0,0,0,0
3699,Will McDonald IV,NYJ,2023,DE,15,9,5,14,3.0,26,4,0,0,0,0,0,1,0,0
3700,Kaiir Elam,BUF,2023,CB,3,10,4,14,0.0,0,0,0,0,0,0,0,0,0,0
3701,Felix Anudike-Uzomah,KC,2023,DE,17,8,6,14,0.5,1,2,0,0,0,0,0,1,0,0
3702,Logan Ryan,SF,2023,S,5,9,4,13,0.0,0,1,0,0,0,0,0,0,0,0
3703,Angelo Blackson,JAX,2023,DE,11,8,5,13,0.0,0,2,0,0,0,0,0,0,3,0
3704,Eric Murray,HOU,2023,S,6,8,5,13,0.0,0,0,0,0,0,0,0,1,0,0
3705,Shaq Lawson,BUF,2023,DE,16,7,6,13,1.0,10,2,0,0,0,0,0,0,0,0
3706,Dante Fowler Jr.,DAL,2023,DE,17,8,5,13,4.0,21,5,3,0,0,0,0,1,0,0
3707,Charles Harris,DET,2023,DE,13,10,3,13,1.5,13,2,0,0,0,0,0,0,0,0
3708,Siran Neal,BUF,2023,CB,17,9,4,13,0.0,0,0,0,0,0,0,0,0,0,0
3709,Rock Ya-Sin,BAL,2023,CB,14,9,4,13,0.0,0,0,2,0,0,0,0,0,0,0
3710,Matthew Judon,NE,2023,LB,4,10,3,13,4.0,25,5,0,0,0,0,0,0,0,0
3711,Ben Skowronek,LAR,2023,WR,17,11,2,13,0.0,0,0,0,0,0,0,0,0,0,0
3712,Brenden Schooler,NE,2023,S,17,11,2,13,0.0,0,0,0,0,0,0,0,0,1,0
3713,K'Lavon Chaisson,JAX,2023,LB,17,9,4,13,2.0,11,4,1,0,0,0,0,0,0,0
3714,D.J. Davidson,NYG,2023,DT,15,6,7,13,0.5,3,1,2,0,0,0,0,0,0,0
3715,Ronnie Perkins,DEN,2023,LB,7,9,4,13,0.0,0,2,0,0,0,0,0,0,0,0
3716,Ben VanSumeren,PHI,2023,LB,9,4,9,13,0.0,0,0,0,0,0,0,0,0,0,0
3717,Dylan Horton,HOU,2023,DE,10,8,5,13,0.0,0,1,0,0,0,0,0,0,1,0
3718,LaCale London,ATL,2023,DE,7,6,7,13,0.0,0,2,0,0,0,0,0,0,1,0
3719,Mazi Smith,DAL,2023,DT,17,9,4,13,1.0,9,3,0,0,0,0,0,0,0,0
3720,Tre Tomlinson,LAR,2023,CB,15,11,2,13,0.0,0,0,0,0,0,0,0,0,0,0
3721,SirVocea Dennis,TB,2023,LB,13,11,2,13,0.0,0,0,1,0,0,0,0,0,0,0
3722,Trenton Simpson,BAL,2023,LB,15,10,3,13,1.0,6,2,0,0,0,0,0,0,1,0
3723,Linval Joseph,BUF,2023,DT,7,7,5,12,1.0,3,1,0,0,0,0,0,0,0,0
3724,Daryl Worley,BAL,2023,CB,12,8,4,12,0.0,0,0,1,0,0,0,0,0,0,0
3725,Tre'Davious White,BUF,2023,CB,4,10,2,12,0.0,0,1,2,1,2,2,0,0,0,0
3726,George Odum,SF,2023,S,11,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0
3727,J.T. Gray,NO,2023,S,14,7,5,12,0.0,0,0,0,0,0,0,0,0,0,0
3728,Avonte Maddox,PHI,2023,CB,4,8,4,12,0.0,0,1,2,0,0,0,0,1,0,0
3729,Ugo Amadi,NO,2023,S,17,6,6,12,0.0,0,0,2,0,0,0,0,0,0,0
3730,DaVon Hamilton,JAX,2023,DT,8,7,5,12,0.0,0,1,0,0,0,0,0,0,0,0
3731,Jake Hansen,HOU,2023,LB,14,8,4,12,0.0,0,0,0,0,0,0,0,0,0,0
3732,Cam Gill,TB,2023,LB,15,5,7,12,1.0,7,0,0,0,0,0,0,1,0,0
3733,Jeremiah Moon,BAL,2023,LB,8,6,6,12,0.0,0,1,0,0,0,0,0,2,0,0
3734,Elijah Riley,PIT,2023,S,13,5,7,12,1.0,2,2,0,0,0,0,0,0,0,0
3735,D'Marco Jackson,NO,2023,LB,17,3,9,12,0.0,0,0,0,0,0,0,0,0,1,1
3736,Isaiah Buggs,DET,2023,DT,10,7,5,12,1.0,6,2,1,0,0,0,0,0,1,0
3737,Dominique Robinson,CHI,2023,DE,11,5,7,12,0.5,5,1,1,0,0,0,0,0,0,0
3738,Trevor Denbow,IND,2023,S,17,9,3,12,0.0,0,0,0,0,0,0,0,0,0,0
3739,Tyler Lacy,JAX,2023,DE,15,5,7,12,0.0,0,1,1,0,0,0,0,0,0,0
3740,Khalil Dorsey,DET,2023,CB,13,7,4,11,0.0,0,0,1,0,0,0,0,0,0,0
3741,Kindle Vildor,DET / TEN,2023,CB,7,10,1,11,0.0,0,2,2,0,0,0,0,1,0,0
3742,Boogie Basham,NYG,2023,LB,13,5,6,11,0.0,0,0,0,0,0,0,0,0,0,0
3743,Alex Cook,CAR,2023,S,10,6,5,11,0.0,0,1,0,0,0,0,0,0,0,0
3744,Jay Tufele,CIN,2023,DT,10,4,7,11,0.0,0,0,0,0,0,0,0,0,0,0
3745,Jesse Luketa,ARI,2023,LB,14,4,7,11,0.0,0,1,0,0,0,0,0,0,0,0
3746,Ar'Darius Washington,BAL,2023,S,2,6,5,11,1.0,8,1,2,0,0,0,0,0,0,0
3747,Gregory Junior,JAX,2023,CB,9,7,4,11,0.0,0,2,1,0,0,0,0,0,0,0
3748,Owen Pappoe,ARI,2023,LB,16,5,6,11,0.0,0,0,1,0,0,0,0,0,0,0
3749,Jerrick Reed II,SEA,2023,S,10,9,2,11,0.0,0,0,0,0,0,0,0,0,0,0
3750,Dawuane Smoot,JAX,2023,DE,12,8,2,10,1.0,6,0,0,0,0,0,0,1,0,0
3751,Isaac Rochell,LV,2023,DE,8,7,3,10,0.0,0,2,0,0,0,0,0,0,0,0
3752,Chris Board,NE,2023,LB,17,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
3753,Tony Brown II,IND,2023,CB,12,8,2,10,0.0,0,0,1,1,34,34,0,1,0,0
3754,Ka'dar Hollman,HOU,2023,CB,17,6,4,10,0.0,0,0,0,0,0,0,0,0,1,0
3755,Markus Bailey,CIN,2023,LB,17,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0
3756,Charlie Woerner,SF,2023,TE,17,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0
3757,Marlon Davidson,TEN,2023,DT,5,6,4,10,1.0,8,2,0,0,0,0,0,0,0,0
3758,DJ Turner,LV,2023,WR,10,7,3,10,0.0,0,0,0,0,0,0,0,1,1,0
3759,Jacob Hummel,LAR,2023,LB,17,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
3760,J.J. Russell,TB,2023,LB,8,7,3,10,1.0,9,1,0,0,0,0,0,0,0,0
3761,Malik Herring,KC,2023,DE,7,7,3,10,1.5,10,2,1,0,0,0,0,1,0,0
3762,Quinton Bohanna,DET / TEN,2023,DT,6,5,5,10,0.0,0,2,0,0,0,0,0,0,0,0
3763,D'Shawn Jamison,CAR,2023,CB,15,6,4,10,0.0,0,0,1,0,0,0,0,0,0,0
3764,Joseph Ossai,CIN,2023,DE,14,6,4,10,1.0,0,1,1,0,0,0,0,0,0,0
3765,Isaiah Foskey,NO,2023,DE,10,5,5,10,0.5,2,0,1,0,0,0,0,0,0,0
3766,Christopher Hinton,LAC,2023,DT,3,4,6,10,0.0,0,0,0,0,0,0,0,0,0,0
3767,Dee Winters,SF,2023,LB,15,6,4,10,0.0,0,0,1,0,0,0,0,0,0,0
3768,Brandin Echols,NYJ,2023,CB,14,6,4,10,0.0,0,0,2,1,30,30,1,0,0,0
3769,Justin Houston,CAR,2023,LB,7,5,4,9,0.5,4,2,1,0,0,0,0,0,0,0
3770,Matthias Farley,CAR,2023,S,5,8,1,9,0.0,0,0,0,0,0,0,0,0,0,0
3771,Romeo Okwara,DET,2023,DE,16,3,6,9,2.0,20,1,2,0,0,0,0,1,0,0
3772,Poona Ford,BUF,2023,DT,8,5,4,9,1.0,6,1,0,0,0,0,0,0,0,0
3773,Rashaan Evans,DAL,2023,LB,9,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0
3774,Carter Coughlin,NYG,2023,LB,17,9,0,9,0.0,0,0,0,0,0,0,0,0,0,0
3775,Jordan Kunaszyk,CLE,2023,LB,5,7,2,9,0.0,0,2,0,0,0,0,0,0,0,0
3776,Lonnie Johnson Jr.,NO,2023,CB,12,8,1,9,0.0,0,0,2,1,0,0,0,0,1,0
3777,Pierre Strong Jr.,CLE,2023,RB,17,7,2,9,0.0,0,0,0,0,0,0,0,1,0,0
3778,Ameer Speed,IND / NE,2023,CB,13,8,1,9,0.0,0,1,0,0,0,0,0,0,0,0
3779,Jordan Mason,SF,2023,RB,17,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0
3780,Desjuan Johnson,LAR,2023,DE,11,5,4,9,2.0,10,2,0,0,0,0,0,1,0,0
3781,Alex Austin,HOU / NE,2023,CB,8,7,2,9,0.0,0,0,2,1,0,0,0,0,0,0
3782,Noah Sewell,CHI,2023,LB,13,4,5,9,0.0,0,0,0,0,0,0,0,1,0,0
3783,Zach VanValkenburg,LAR,2023,LB,9,4,5,9,1.0,8,1,0,0,0,0,0,0,0,0
3784,Jeremiah Pharms Jr.,NE,2023,DT,12,4,5,9,0.0,0,0,0,0,0,0,0,0,1,0
3785,Anthony Kendall,TEN,2023,CB,16,5,4,9,0.0,0,0,0,0,0,0,0,0,0,0
3786,Keith Smith,ATL,2023,FB,13,3,5,8,0.0,0,0,0,0,0,0,0,1,0,0
3787,Frank Clark,SEA,2023,LB,8,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
3788,Ty Montgomery II,NE,2023,WR,13,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0
3789,Sheldon Day,MIN,2023,DT,6,3,5,8,0.0,0,1,0,0,0,0,0,0,1,0
3790,Shaq Thompson,CAR,2023,LB,2,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
3791,Curtis Bolton,LV,2023,LB,13,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0
3792,Abdullah Anderson,WSH,2023,DT,7,5,3,8,0.5,2,1,0,0,0,0,0,0,1,0
3793,D'Angelo Ross,HOU,2023,CB,13,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
3794,Duke Shelley,LAR,2023,CB,11,7,1,8,0.0,0,0,2,0,0,0,0,0,1,0
3795,Ross Matiscik,JAX,2023,LS,17,8,0,8,0.0,0,0,0,0,0,0,0,1,1,0
3796,Ben Stille,ARI,2023,DE,5,6,2,8,1.0,0,0,0,0,0,0,0,0,0,0
3797,Christian Holmes,WSH,2023,CB,13,3,5,8,0.0,0,0,1,0,0,0,0,0,0,0
3798,Daniel Thomas,JAX,2023,S,15,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0
3799,Janarius Robinson,LV,2023,DE,6,5,3,8,1.0,9,1,0,0,0,0,0,0,0,0
3800,Chazz Surratt,NYJ,2023,LB,14,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
3801,Cam Brown,NYG,2023,LB,16,7,1,8,0.0,0,0,0,0,0,0,0,1,0,0
3802,Josh Blackwell,CHI,2023,CB,10,6,2,8,0.0,0,0,0,0,0,0,0,1,0,0
3803,Jordon Riley,NYG,2023,DT,8,4,4,8,0.0,0,1,0,0,0,0,0,0,0,0
3804,Phidarian Mathis,WSH,2023,DT,10,2,6,8,0.0,0,0,0,0,0,0,0,0,1,0
3805,Chandler Wooten,CAR,2023,LB,8,2,6,8,0.0,0,0,0,0,0,0,0,0,1,0
3806,Tycen Anderson,CIN,2023,S,7,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
3807,James Pierre,PIT,2023,CB,16,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
3808,Phil Hoskins,ARI,2023,DT,5,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0
3809,Keondre Coburn,KC / TEN,2023,DT,5,3,5,8,0.0,0,1,0,0,0,0,0,0,0,0
3810,Kahlef Hailassie,CLE,2023,CB,9,7,1,8,0.0,0,1,1,0,0,0,0,0,0,0
3811,Channing Tindall,MIA,2023,LB,17,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0
3812,Andrew Booth Jr.,MIN,2023,CB,17,7,1,8,0.0,0,0,1,0,0,0,0,0,0,0
3813,Jaquelin Roy,MIN,2023,DT,12,3,5,8,0.0,0,1,0,0,0,0,0,0,0,0
3814,Mohamoud Diabate,CLE,2023,LB,16,3,5,8,0.0,0,0,0,0,0,0,0,0,1,0
3815,Jay Ward,MIN,2023,S,17,5,3,8,0.0,0,0,0,0,0,0,0,0,1,0
3816,TK McLendon Jr.,TEN,2023,DE,7,3,5,8,0.0,0,0,0,0,0,0,0,0,1,0
3817,Melvin Ingram,MIA,2023,LB,3,6,1,7,1.5,8,1,0,0,0,0,0,0,0,0
3818,Deon Bush,KC,2023,S,6,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
3819,Tyler Matakevich,BUF,2023,LB,17,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
3820,Carlos Watkins,ARI,2023,DT,2,4,3,7,1.0,6,1,1,0,0,0,0,0,0,0
3821,Dare Ogunbowale,HOU,2023,RB,12,5,2,7,0.0,0,0,0,0,0,0,0,1,0,0
3822,Marcus Davenport,MIN,2023,LB,4,3,4,7,2.0,17,2,0,0,0,0,0,0,0,0
