,Name,Teams,Season,POS,GP,RUSH,REC,RET,TD,FG,XP,2PT,PTS,PTS/G
1280,Brandon Powell,MIN,2023,WR,17,0,1,0,1,0,0,0,6,0.4
1281,Samaje Perine,DEN,2023,RB,17,1,0,0,1,0,0,0,6,0.4
1282,Bilal Nichols,LV,2023,DT,17,0,0,1,1,0,0,0,6,0.4
1283,Adoree' Jackson,NYG,2023,CB,14,0,0,1,1,0,0,0,6,0.4
1284,JuJu Smith-Schuster,NE,2023,WR,11,0,1,0,1,0,0,0,6,0.5
1285,Easton Stick,LAC,2023,QB,5,1,0,0,1,0,0,0,6,1.2
1286,Trent Sherfield,BUF,2023,WR,17,0,1,0,1,0,0,0,6,0.4
1287,Braxton Berrios,MIA,2023,WR,16,0,1,0,1,0,0,0,6,0.4
1288,Nick Bawden,NYJ,2023,FB,16,1,0,0,1,0,0,0,6,0.4
1289,Will Dissly,SEA,2023,TE,16,0,1,0,1,0,0,0,6,0.4
1290,Allen Lazard,NYJ,2023,WR,14,0,1,0,1,0,0,0,6,0.4
1291,Andrew Van Ginkel,MIA,2023,LB,17,0,0,1,1,0,0,0,6,0.4
1292,Leighton Vander Esch,DAL,2023,LB,6,0,0,1,1,0,0,0,6,1.0
1293,Mike Edwards,KC,2023,S,17,0,0,1,1,0,0,0,6,0.4
1294,Foster Moreau,NO,2023,TE,15,0,1,0,1,0,0,0,6,0.4
1295,Ronnie Harrison Jr.,IND,2023,S,7,0,0,1,1,0,0,0,6,0.9
1296,Jauan Jennings,SF,2023,WR,13,0,1,0,1,0,0,0,6,0.5
1297,Sam Darnold,SF,2023,QB,10,1,0,0,1,0,0,0,6,0.6
1298,Ty Johnson,BUF,2023,RB,10,0,1,0,1,0,0,0,6,0.6
1299,Jerome Baker,MIA,2023,LB,13,0,0,1,1,0,0,0,6,0.5
1300,Daniel Jones,NYG,2023,QB,6,1,0,0,1,0,0,0,6,1.0
1301,Lawrence Cager,NYG,2023,TE,11,0,1,0,1,0,0,0,6,0.5
1302,Jessie Bates III,ATL,2023,S,17,0,0,1,1,0,0,0,6,0.4
1303,Hayden Hurst,CAR,2023,TE,9,0,1,0,1,0,0,0,6,0.7
1304,Damien Harris,BUF,2023,RB,6,1,0,0,1,0,0,0,6,1.0
1305,Tremaine Edmunds,CHI,2023,LB,15,0,0,1,1,0,0,0,6,0.4
1306,Trenton Irwin,CIN,2023,WR,16,0,1,0,1,0,0,0,6,0.4
1307,Jalen Guyton,LAC,2023,WR,8,0,1,0,1,0,0,0,6,0.8
1308,Rasul Douglas,BUF / GB,2023,CB,16,0,0,1,1,0,0,0,6,0.4
1309,Ko Kieft,TB,2023,TE,16,0,1,0,1,0,0,0,6,0.4
1310,Jeffery Simmons,TEN,2023,DT,12,0,1,0,1,0,0,0,6,0.5
1311,Isaiah Simmons,NYG,2023,S,17,0,0,1,1,0,0,0,6,0.4
1312,Ben Skowronek,LAR,2023,WR,17,0,1,0,1,0,0,0,6,0.4
1313,Darrynton Evans,CHI / MIA,2023,RB,7,1,0,0,1,0,0,0,6,0.9
1314,Alex Highsmith,PIT,2023,LB,17,0,0,1,1,0,0,0,6,0.4
1315,Charvarius Ward,SF,2023,CB,17,0,0,1,1,0,0,0,6,0.4
1316,Bryce Hall,NYJ,2023,CB,9,0,0,1,1,0,0,0,6,0.7
1317,D.J. Wonnum,MIN,2023,LB,15,0,0,1,1,0,0,0,6,0.4
1318,Kylen Granson,IND,2023,TE,15,0,1,0,1,0,0,0,6,0.4
1319,Jonathon Cooper,DEN,2023,LB,17,0,0,1,1,0,0,0,6,0.4
1320,Darnell Mooney,CHI,2023,WR,15,0,1,0,1,0,0,0,6,0.4
1321,Irv Smith Jr.,CIN,2023,TE,12,0,1,0,1,0,0,0,6,0.5
1322,Jordyn Brooks,SEA,2023,LB,16,0,0,1,1,0,0,0,6,0.4
1323,Sam Franklin Jr.,CAR,2023,S,17,0,0,1,1,0,0,0,6,0.4
1324,Miles Sanders,CAR,2023,RB,16,1,0,0,1,0,0,0,6,0.4
1325,Chase Claypool,CHI / MIA,2023,WR,12,0,1,0,1,0,0,0,6,0.5
1326,Quez Watkins,PHI,2023,WR,9,0,1,0,1,0,0,0,6,0.7
1327,David Moore,TB,2023,WR,7,0,1,0,1,0,0,0,6,0.9
1328,Darious Williams,JAX,2023,CB,17,0,0,1,1,0,0,0,6,0.4
1329,Grant Stuard,IND,2023,LB,17,0,0,0,1,0,0,0,6,0.4
1330,Tommy DeVito,NYG,2023,QB,9,1,0,0,1,0,0,0,6,0.7
1331,AJ Epenesa,BUF,2023,DE,15,0,0,1,1,0,0,0,6,0.4
1332,Kadarius Toney,KC,2023,WR,13,0,1,0,1,0,0,0,6,0.5
1333,Michael Carter,ARI / NYJ,2023,RB,15,0,1,0,1,0,0,0,6,0.4
1334,Kenny Pickett,PIT,2023,QB,12,1,0,0,1,0,0,0,6,0.5
1335,Jason Pinnock,NYG,2023,S,16,0,0,1,1,0,0,0,6,0.4
1336,D'Marco Jackson,NO,2023,LB,17,0,0,1,1,0,0,0,6,0.4
1337,Charlie Kolar,BAL,2023,TE,15,0,1,0,1,0,0,0,6,0.4
1338,Tre Brown,SEA,2023,CB,15,0,0,1,1,0,0,0,6,0.4
1339,Tylan Wallace,BAL,2023,WR,11,0,0,1,1,0,0,0,6,0.5
1340,Jalen Reagor,NE,2023,WR,11,0,0,1,1,0,0,0,6,0.5
1341,J.K. Dobbins,BAL,2023,RB,1,1,0,0,1,0,0,0,6,6.0
1342,Brock Wright,DET,2023,TE,14,0,1,0,1,0,0,0,6,0.4
1343,Noah Igbinoghene,DAL,2023,CB,5,0,0,0,1,0,0,0,6,1.2
1344,Jaylon Johnson,CHI,2023,CB,14,0,0,1,1,0,0,0,6,0.4
1345,Elijah Molden,TEN,2023,CB,15,0,0,1,1,0,0,0,6,0.4
1346,Quintin Morris,BUF,2023,TE,15,0,1,0,1,0,0,0,6,0.4
1347,Bryan Cook,KC,2023,S,12,0,0,1,1,0,0,0,6,0.5
1348,D.J. Montgomery,IND,2023,WR,7,0,1,0,1,0,0,0,6,0.9
1349,Pierre Strong Jr.,CLE,2023,RB,17,1,0,0,1,0,0,0,6,0.4
1350,Bailey Zappe,NE,2023,QB,10,1,0,0,1,0,0,0,6,0.6
1351,Stone Smartt,LAC,2023,TE,16,0,1,0,1,0,0,0,6,0.4
1352,Charlie Jones,CIN,2023,WR,11,0,0,1,1,0,0,0,6,0.5
1353,Bo Melton,GB,2023,WR,5,0,1,0,1,0,0,0,6,1.2
1354,Aidan O'Connell,LV,2023,QB,11,1,0,0,1,0,0,0,6,0.5
1355,Jonathan Owens,GB,2023,S,17,0,0,1,1,0,0,0,6,0.4
1356,Josh Whyle,TEN,2023,TE,11,0,1,0,1,0,0,0,6,0.5
1357,Lucas Krull,DEN,2023,TE,7,0,1,0,1,0,0,0,6,0.9
1358,Sydney Brown,PHI,2023,S,14,0,0,1,1,0,0,0,6,0.4
1359,Chigoziem Okonkwo,TEN,2023,TE,17,0,1,0,1,0,0,0,6,0.4
1360,Simi Fehoko,LAC,2023,WR,6,0,1,0,1,0,0,0,6,1.0
1361,Rashod Bateman,BAL,2023,WR,16,0,1,0,1,0,0,0,6,0.4
1362,Cam Taylor-Britt,CIN,2023,CB,12,0,0,1,1,0,0,0,6,0.5
1363,Greg Newsome II,CLE,2023,CB,14,0,0,1,1,0,0,0,6,0.4
1364,Will Levis,TEN,2023,QB,9,1,0,0,1,0,0,0,6,0.7
1365,Cameron Thomas,ARI,2023,LB,15,0,0,1,1,0,0,0,6,0.4
1366,Dyami Brown,WSH,2023,WR,17,0,1,0,1,0,0,0,6,0.4
1367,Zamir White,LV,2023,RB,17,1,0,0,1,0,0,0,6,0.4
1368,Chase Brown,CIN,2023,RB,12,0,1,0,1,0,0,0,6,0.5
1369,Derius Davis,LAC,2023,WR,17,0,0,1,1,0,0,0,6,0.4
1370,Ben Sims,GB,2023,TE,17,0,1,0,1,0,0,0,6,0.4
1371,Jevon Holland,MIA,2023,S,12,0,0,1,1,0,0,0,6,0.5
1372,Deven Thompkins,TB,2023,WR,17,0,1,0,1,0,0,0,6,0.4
1373,Quay Walker,GB,2023,LB,14,0,0,1,1,0,0,0,6,0.4
1374,Hunter Luepke,DAL,2023,RB,17,1,0,0,1,0,0,0,6,0.4
1375,Craig Reynolds,DET,2023,RB,17,1,0,0,1,0,0,0,6,0.4
1376,Gunner Olszewski,PIT / NYG,2023,WR,12,0,0,1,1,0,0,0,6,0.5
1377,Zach Charbonnet,SEA,2023,RB,16,1,0,0,1,0,0,0,6,0.4
1378,Davis Allen,LAR,2023,TE,15,0,1,0,1,0,0,0,6,0.4
1379,Elijah Higgins,ARI,2023,TE,11,0,1,0,1,0,0,0,6,0.5
1380,Luke Musgrave,GB,2023,TE,11,0,1,0,1,0,0,0,6,0.5
1381,Skyy Moore,KC,2023,WR,14,0,1,0,1,0,0,0,6,0.4
1382,Brenton Strange,JAX,2023,TE,14,0,1,0,1,0,0,0,6,0.4
1383,Jermaine Johnson,NYJ,2023,LB,17,0,0,1,1,0,0,0,6,0.4
1384,Brandin Echols,NYJ,2023,CB,14,0,0,1,1,0,0,0,6,0.4
1385,Ronnie Hickman,CLE,2023,S,10,0,0,1,1,0,0,0,6,0.6
1386,Kevin Harris,NE,2023,RB,4,1,0,0,1,0,0,0,6,1.5
1387,Devon Witherspoon,SEA,2023,CB,14,0,0,1,1,0,0,0,6,0.4
1388,Kyle Hamilton,BAL,2023,S,15,0,0,1,1,0,0,0,6,0.4
1389,Kendre Miller,NO,2023,RB,8,1,0,0,1,0,0,0,6,0.8
1390,Jalen Carter,PHI,2023,DT,16,0,0,1,1,0,0,0,6,0.4
1391,Malik Heath,GB,2023,WR,13,0,1,0,1,0,0,0,6,0.5
1392,Jason Brownlee,NYJ,2023,WR,7,0,1,0,1,0,0,0,6,0.9
1393,Brian Branch,DET,2023,S,15,0,0,1,1,0,0,0,6,0.4
1394,Austin Seibert,NYJ,2023,PK,1,0,0,0,0,1,1,0,4,4.0
1395,Dare Ogunbowale,HOU,2023,RB,12,0,0,0,0,1,0,0,3,0.3
1396,Jamie Gillan,NYG,2023,P,17,0,0,0,0,1,0,0,3,0.2
1397,Calais Campbell,ATL,2023,DT,17,0,0,0,0,0,0,0,2,0.1
1398,Matthew Stafford,LAR,2023,QB,15,0,0,0,0,0,0,1,2,0.1
1399,Michael Burton,DEN,2023,FB,17,0,0,0,0,0,0,1,2,0.1
1400,Miles Killebrew,PIT,2023,S,17,0,0,0,0,0,0,0,2,0.1
1401,Patrick O'Connor,TB,2023,DE,11,0,0,0,0,0,0,0,2,0.2
1402,Ashtyn Davis,NYJ,2023,S,17,0,0,0,0,0,0,0,2,0.1
1403,Matthew Judon,NE,2023,LB,4,0,0,0,0,0,0,0,2,0.5
1404,Samori Toure,GB,2023,WR,11,0,0,0,0,0,0,1,2,0.2
1405,Chauncey Golston,DAL,2023,DE,17,0,0,0,0,0,0,1,2,0.1
1406,Trishton Jackson,MIN,2023,WR,7,0,0,0,0,0,0,1,2,0.3
1407,Nicholas Morrow,PHI,2023,LB,15,0,0,0,0,0,0,0,2,0.1
1408,Raheem Blackshear,CAR,2023,RB,12,0,0,0,0,0,0,1,2,0.2
1409,Ameer Speed,IND / NE,2023,CB,13,0,0,0,0,0,0,0,2,0.2
1410,Zach Wilson,NYJ,2023,QB,12,0,0,0,0,0,0,1,2,0.2
1411,Dorian Thompson-Robinson,CLE,2023,QB,8,0,0,0,0,0,0,1,2,0.3
1412,Trey Pipkins III,LAC,2023,OT,17,0,0,0,0,0,0,1,2,0.1
1413,Sam Williams,DAL,2023,DE,17,0,0,0,0,0,0,0,2,0.1
1414,Bryce Young,CAR,2023,QB,16,0,0,0,0,0,0,1,2,0.1
