,Name,Teams,Season,POS,GP,RUSH,REC,RET,TD,FG,XP,2PT,PTS,PTS/G
419,Zaven Collins,ARI,2022,LB,16,0,0,1,1,0,0,0,6,0.4
420,Caleb Huntley,ATL,2022,RB,12,1,0,0,1,0,0,0,6,0.5
421,Riq Woolen,SEA,2022,CB,17,0,0,1,1,0,0,0,6,0.4
422,Gary Brightwell,NYG,2022,RB,17,1,0,0,1,0,0,0,6,0.4
423,Tony Fields II,CLE,2022,LB,17,0,0,1,1,0,0,0,6,0.4
424,Pierre Strong Jr.,NE,2022,RB,15,1,0,0,1,0,0,0,6,0.4
425,Keisean Nixon,GB,2022,CB,17,0,0,1,1,0,0,0,6,0.4
426,Willie Gay,KC,2022,LB,13,0,0,1,1,0,0,0,6,0.5
427,Jordan Mason,SF,2022,RB,16,1,0,0,1,0,0,0,6,0.4
428,Talanoa Hufanga,SF,2022,S,17,0,0,1,1,0,0,0,6,0.4
429,Trey McBride,ARI,2022,TE,16,0,1,0,1,0,0,0,6,0.4
430,Micah Parsons,DAL,2022,LB,17,0,0,1,1,0,0,0,6,0.4
431,Brock Purdy,SF,2022,QB,9,1,0,0,1,0,0,0,6,0.7
432,Andre Cisco,JAX,2022,S,15,0,0,1,1,0,0,0,6,0.4
433,James Mitchell,DET,2022,TE,14,0,1,0,1,0,0,0,6,0.4
434,Keaontay Ingram,ARI,2022,RB,12,1,0,0,1,0,0,0,6,0.5
435,Terrace Marshall Jr.,CAR,2022,WR,14,0,1,0,1,0,0,0,6,0.4
436,Tyler Badie,DEN,2022,RB,1,0,1,0,1,0,0,0,6,6.0
437,Anthony Schwartz,CLE,2022,WR,11,1,0,0,1,0,0,0,6,0.5
438,Elijah Moore,NYJ,2022,WR,16,0,1,0,1,0,0,0,6,0.4
439,Rondale Moore,ARI,2022,WR,8,0,1,0,1,0,0,0,6,0.8
440,Dax Milne,WSH,2022,WR,15,0,1,0,1,0,0,0,6,0.4
441,Tyson Campbell,JAX,2022,CB,17,0,0,1,1,0,0,0,6,0.4
442,Jalen Nailor,MIN,2022,WR,15,0,1,0,1,0,0,0,6,0.4
443,Cobie Durant,LAR,2022,CB,13,0,0,1,1,0,0,0,6,0.5
444,Kayvon Thibodeaux,NYG,2022,LB,14,0,0,1,1,0,0,0,6,0.4
445,Jameson Williams,DET,2022,WR,6,0,1,0,1,0,0,0,6,1.0
446,Sam Howell,WSH,2022,QB,1,1,0,0,1,0,0,0,6,6.0
447,Zonovan Knight,NYJ,2022,RB,7,1,0,0,1,0,0,0,6,0.9
448,Treylon Burks,TEN,2022,WR,11,0,1,0,1,0,0,0,6,0.5
449,Snoop Conner,JAX,2022,RB,8,1,0,0,1,0,0,0,6,0.8
450,Wan'Dale Robinson,NYG,2022,WR,6,0,1,0,1,0,0,0,6,1.0
451,Jaylen Warren,PIT,2022,RB,16,1,0,0,1,0,0,0,6,0.4
452,Kevin Harris,NE,2022,RB,5,1,0,0,1,0,0,0,6,1.2
453,Jaylen Watson,KC,2022,CB,16,0,0,1,1,0,0,0,6,0.4
454,Dominik Eberle,DET,2022,PK,1,0,0,0,0,1,2,0,5,5.0
455,Diontae Johnson,PIT,2022,WR,17,0,0,0,0,0,0,2,4,0.2
456,Josh Lambo,TEN,2022,PK,1,0,0,0,0,0,3,0,3,3.0
457,Mike Purcell,DEN,2022,DT,17,0,0,0,0,0,0,0,2,0.1
458,J.D. McKissic,WSH,2022,RB,8,0,0,0,0,0,0,1,2,0.3
459,Frank Clark,KC,2022,LB,15,0,0,0,0,0,0,0,2,0.1
460,Jared Goff,DET,2022,QB,17,0,0,0,0,0,0,1,2,0.1
461,Sebastian Joseph-Day,LAC,2022,DT,16,0,0,0,0,0,0,0,2,0.1
462,Phillip Lindsay,IND,2022,RB,3,0,0,0,0,0,0,1,2,0.7
463,Mike Thomas,CIN,2022,WR,10,0,0,0,0,0,0,1,2,0.2
464,Josiah Deguara,GB,2022,TE,17,0,0,0,0,0,0,0,2,0.1
465,Daron Payne,WSH,2022,DT,17,0,0,0,0,0,0,0,2,0.1
466,Trevon Wesco,CHI,2022,TE,14,0,0,0,0,0,0,1,2,0.1
467,Ed Oliver,BUF,2022,DT,13,0,0,0,0,0,0,0,2,0.2
468,Roy Lopez,HOU,2022,DT,17,0,0,0,0,0,0,0,2,0.1
469,Dee Alford,ATL,2022,CB,16,0,0,0,0,0,0,0,2,0.1
470,Jermaine Johnson,NYJ,2022,LB,14,0,0,0,0,0,0,0,2,0.1
471,Justin Reid,KC,2022,S,17,0,0,0,0,0,1,0,1,0.1
472,Mitch Wishnowsky,SF,2022,P,17,0,0,0,0,0,1,0,1,0.1
473,Nick Folk,NE,2021,PK,17,0,0,0,0,36,42,0,150,8.8
474,Daniel Carlson,LV,2021,PK,17,0,0,0,0,40,30,0,150,8.8
475,Matt Gay,LAR,2021,PK,17,0,0,0,0,32,48,0,144,8.5
476,Matt Prater,ARI,2021,PK,17,0,0,0,0,30,47,0,137,8.1
477,Justin Tucker,BAL,2021,PK,17,0,0,0,0,35,32,0,137,8.1
478,Chris Boswell,PIT,2021,PK,17,0,0,0,0,36,27,0,135,7.9
479,Tyler Bass,BUF,2021,PK,17,0,0,0,0,28,51,0,135,7.9
480,Greg Joseph,MIN,2021,PK,17,0,0,0,0,33,36,0,135,7.9
481,Jake Elliott,PHI,2021,PK,17,0,0,0,0,30,44,0,134,7.9
482,Ryan Succop,TB,2021,PK,17,0,0,0,0,25,56,0,131,7.7
483,Dustin Hopkins,LAC / WSH,2021,PK,17,0,0,0,0,30,40,0,130,7.6
484,Evan McPherson,CIN,2021,PK,16,0,0,0,0,28,46,0,130,8.1
485,Greg Zuerlein,DAL,2021,PK,16,0,0,0,0,29,42,0,129,8.1
486,Mason Crosby,GB,2021,PK,17,0,0,0,0,25,49,0,124,7.3
487,Austin Ekeler,LAC,2021,RB,16,12,8,0,20,0,0,2,124,7.8
488,Harrison Butker,KC,2021,PK,16,0,0,0,0,25,47,0,122,7.6
489,Randy Bullock,TEN,2021,PK,16,0,0,0,0,26,42,0,120,7.5
490,Jonathan Taylor,IND,2021,RB,17,18,2,0,20,0,0,0,120,7.1
491,Brandon McManus,DEN,2021,PK,17,0,0,0,0,26,33,0,111,6.5
492,Younghoe Koo,ATL,2021,PK,17,0,0,0,0,27,30,0,111,6.5
493,James Conner,ARI,2021,RB,15,15,3,0,18,0,0,0,108,7.2
494,Cairo Santos,CHI,2021,PK,17,0,0,0,0,26,27,0,105,6.2
495,Graham Gano,NYG,2021,PK,17,0,0,0,0,29,17,0,104,6.1
496,Jason Sanders,MIA,2021,PK,17,0,0,0,0,23,34,0,103,6.1
497,Robbie Gould,SF,2021,PK,13,0,0,0,0,20,39,0,99,7.6
498,Cooper Kupp,LAR,2021,WR,17,0,16,0,16,0,0,1,98,5.8
499,Joe Mixon,CIN,2021,RB,16,13,3,0,16,0,0,0,96,6.0
500,Jason Myers,SEA,2021,PK,17,0,0,0,0,17,44,0,95,5.6
501,Michael Badgley,IND / TEN,2021,PK,13,0,0,0,0,18,40,0,94,7.2
502,Damien Harris,NE,2021,RB,15,15,0,0,15,0,0,0,90,6.0
503,Joey Slye,HOU / SF,2021,PK,12,0,0,0,0,23,18,0,87,7.3
504,Mike Evans,TB,2021,WR,16,0,14,0,14,0,0,0,84,5.3
505,Deebo Samuel Sr.,SF,2021,WR,16,8,6,0,14,0,0,0,84,5.3
506,Zane Gonzalez,CAR,2021,PK,12,0,0,0,0,20,22,0,82,6.8
507,Chase McLaughlin,CLE,2021,PK,16,0,0,0,0,15,36,0,81,5.1
508,Ezekiel Elliott,DAL,2021,RB,17,10,2,0,12,0,0,3,78,4.6
509,Ja'Marr Chase,CIN,2021,WR,17,0,13,0,13,0,0,0,78,4.6
510,Matthew Wright,JAX,2021,PK,14,0,0,0,0,21,13,0,76,5.4
511,DK Metcalf,SEA,2021,WR,17,0,12,0,12,0,0,0,72,4.2
512,Cordarrelle Patterson,ATL,2021,RB,16,6,5,0,11,0,0,0,66,4.1
513,Davante Adams,GB,2021,WR,16,0,11,0,11,0,0,0,66,4.1
514,Derrick Henry,TEN,2021,RB,8,10,0,0,10,0,0,1,62,7.8
515,Antonio Gibson,WSH,2021,RB,16,7,3,0,10,0,0,1,62,3.9
516,Travis Kelce,KC,2021,TE,16,1,9,0,10,0,0,0,60,3.8
517,Adam Thielen,MIN,2021,WR,13,0,10,0,10,0,0,0,60,4.6
518,Melvin Gordon III,DEN,2021,RB,16,8,2,0,10,0,0,0,60,3.8
519,Stefon Diggs,BUF,2021,WR,17,0,10,0,10,0,0,0,60,3.5
520,Aaron Jones,GB,2021,RB,15,4,6,0,10,0,0,0,60,4.0
521,Leonard Fournette,TB,2021,RB,14,8,2,0,10,0,0,0,60,4.3
522,Jalen Hurts,PHI,2021,QB,15,10,0,0,10,0,0,0,60,4.0
523,Najee Harris,PIT,2021,RB,17,7,3,0,10,0,0,0,60,3.5
524,Justin Jefferson,MIN,2021,WR,17,0,10,0,10,0,0,0,60,3.5
525,Brett Maher,NO,2021,PK,8,0,0,0,0,16,10,0,58,7.3
526,Ka'imi Fairbairn,HOU,2021,PK,13,0,0,0,0,15,13,0,58,4.5
527,Mark Andrews,BAL,2021,TE,17,0,9,0,9,0,0,2,58,3.4
528,Mike Williams,LAC,2021,WR,16,0,9,0,9,0,0,1,56,3.5
529,Riley Patterson,DET,2021,PK,7,0,0,0,0,13,16,0,55,7.9
530,Hunter Henry,NE,2021,TE,17,0,9,0,9,0,0,0,54,3.2
531,Alvin Kamara,NO,2021,RB,13,4,5,0,9,0,0,0,54,4.2
532,Tyreek Hill,KC,2021,WR,17,0,9,0,9,0,0,0,54,3.2
533,Nick Chubb,CLE,2021,RB,14,8,1,0,9,0,0,0,54,3.9
534,Hunter Renfrow,LV,2021,WR,17,0,9,0,9,0,0,0,54,3.2
535,Dawson Knox,BUF,2021,TE,15,0,9,0,9,0,0,0,54,3.6
536,Josh Jacobs,LV,2021,RB,15,9,0,0,9,0,0,0,54,3.6
537,Matt Ammendola,NYJ,2021,PK,11,0,0,0,0,13,14,0,53,4.8
538,Tyler Lockett,SEA,2021,WR,16,0,8,0,8,0,0,1,50,3.1
539,Dalton Schultz,DAL,2021,TE,17,0,8,0,8,0,0,1,50,2.9
540,Diontae Johnson,PIT,2021,WR,16,0,8,0,8,0,0,1,50,3.1
541,DeAndre Hopkins,ARI,2021,WR,10,0,8,0,8,0,0,0,48,4.8
542,Amari Cooper,DAL,2021,WR,15,0,8,0,8,0,0,0,48,3.2
543,Darrel Williams,KC,2021,RB,17,6,2,0,8,0,0,0,48,2.8
544,Allen Lazard,GB,2021,WR,15,0,8,0,8,0,0,0,48,3.2
545,Darrell Henderson Jr.,LAR,2021,RB,12,5,3,0,8,0,0,0,48,4.0
546,Devin Singletary,BUF,2021,RB,17,7,1,0,8,0,0,0,48,2.8
547,James Robinson,JAX,2021,RB,14,8,0,0,8,0,0,0,48,3.4
548,Pat Freiermuth,PIT,2021,TE,16,0,7,0,7,0,0,1,44,2.8
549,Ryan Tannehill,TEN,2021,QB,17,7,0,0,7,0,0,0,42,2.5
550,Boston Scott,PHI,2021,RB,16,7,0,0,7,0,0,0,42,2.6
551,Myles Gaskin,MIA,2021,RB,17,3,4,0,7,0,0,0,42,2.5
552,K.J. Osborn,MIN,2021,WR,17,0,7,0,7,0,0,0,42,2.5
553,David Montgomery,CHI,2021,RB,13,7,0,0,7,0,0,0,42,3.2
554,AJ Dillon,GB,2021,RB,17,5,2,0,7,0,0,0,42,2.5
555,D'Andre Swift,DET,2021,RB,13,5,2,0,7,0,0,0,42,3.2
556,Javonte Williams,DEN,2021,RB,17,4,3,0,7,0,0,0,42,2.5
557,Jaylen Waddle,MIA,2021,WR,16,1,6,0,7,0,0,0,42,2.6
558,Rodrigo Blankenship,IND,2021,PK,5,0,0,0,0,11,7,0,40,8.0
559,Josh Allen,BUF,2021,QB,17,6,0,0,6,0,0,2,40,2.4
560,Amon-Ra St. Brown,DET,2021,WR,17,1,5,0,6,0,0,2,40,2.4
561,Brian Johnson,WSH / NO,2021,PK,7,0,0,0,0,10,9,0,39,5.6
562,Dalvin Cook,MIN,2021,RB,13,6,0,0,6,0,0,1,38,2.9
563,Michael Pittman Jr.,IND,2021,WR,17,0,6,0,6,0,0,1,38,2.2
564,Cedrick Wilson Jr.,DAL,2021,WR,16,0,6,0,6,0,0,1,38,2.4
565,Tee Higgins,CIN,2021,WR,14,0,6,0,6,0,0,1,38,2.7
566,Clyde Edwards-Helaire,KC,2021,RB,10,4,2,0,6,0,0,1,38,3.8
567,Kenneth Gainwell,PHI,2021,RB,16,5,1,0,6,0,0,1,38,2.4
568,Rob Gronkowski,TB,2021,TE,12,0,6,0,6,0,0,0,36,3.0
569,Keenan Allen,LAC,2021,WR,16,0,6,0,6,0,0,0,36,2.3
570,Latavius Murray,BAL,2021,RB,14,6,0,0,6,0,0,0,36,2.6
571,Brandin Cooks,HOU,2021,WR,16,0,6,0,6,0,0,0,36,2.3
572,Devonta Freeman,BAL,2021,RB,16,5,1,0,6,0,0,0,36,2.3
573,George Kittle,SF,2021,TE,14,0,6,0,6,0,0,0,36,2.6
574,Chris Godwin,TB,2021,WR,14,1,5,0,6,0,0,0,36,2.6
575,Rashaad Penny,SEA,2021,RB,10,6,0,0,6,0,0,0,36,3.6
576,Van Jefferson,LAR,2021,WR,17,0,6,0,6,0,0,0,36,2.1
577,Marquez Callaway,NO,2021,WR,17,0,6,0,6,0,0,0,36,2.1
578,Marquise Brown,BAL,2021,WR,16,0,6,0,6,0,0,0,36,2.3
579,CeeDee Lamb,DAL,2021,WR,16,0,6,0,6,0,0,0,36,2.3
580,Chuba Hubbard,CAR,2021,RB,17,5,1,0,6,0,0,0,36,2.1
581,Elijah Mitchell,SF,2021,RB,11,5,1,0,6,0,0,0,36,3.3
582,Gabe Davis,BUF,2021,WR,16,0,6,0,6,0,0,0,36,2.3
583,Elijah Moore,NYJ,2021,WR,11,1,5,0,6,0,0,0,36,3.3
584,Austin Seibert,DET,2021,PK,6,0,0,0,0,10,5,0,35,5.8
585,Eddy Pineiro,NYJ,2021,PK,5,0,0,0,0,8,9,0,33,6.6
586,Robert Woods,LAR,2021,WR,9,1,4,0,5,0,0,1,32,3.6
587,Kareem Hunt,CLE,2021,RB,8,5,0,0,5,0,0,1,32,4.0
588,DeVonta Smith,PHI,2021,WR,17,0,5,0,5,0,0,1,32,1.9
589,Brandon Aiyuk,SF,2021,WR,17,0,5,0,5,0,0,1,32,1.9
590,Cam Newton,CAR,2021,QB,8,5,0,0,5,0,0,0,30,3.8
591,Randall Cobb,GB,2021,WR,12,0,5,0,5,0,0,0,30,2.5
592,Zach Ertz,ARI / PHI,2021,TE,17,0,5,0,5,0,0,0,30,1.8
593,Odell Beckham Jr.,LAR / CLE,2021,WR,14,0,5,0,5,0,0,0,30,2.1
594,Taysom Hill,NO,2021,QB,12,5,0,0,5,0,0,0,30,2.5
595,Tyler Higbee,LAR,2021,TE,15,0,5,0,5,0,0,0,30,2.0
596,C.J. Uzomah,CIN,2021,TE,16,0,5,0,5,0,0,0,30,1.9
597,Robbie Chosen,CAR,2021,WR,17,0,5,0,5,0,0,0,30,1.8
598,Tyler Boyd,CIN,2021,WR,16,0,5,0,5,0,0,0,30,1.9
599,Kendrick Bourne,NE,2021,WR,17,0,5,0,5,0,0,0,30,1.8
600,Terry McLaurin,WSH,2021,WR,17,0,5,0,5,0,0,0,30,1.8
601,Braxton Berrios,NYJ,2021,WR,16,2,2,1,5,0,0,0,30,1.9
602,Sony Michel,LAR,2021,RB,17,4,1,0,5,0,0,0,30,1.8
603,Tim Patrick,DEN,2021,WR,16,0,5,0,5,0,0,0,30,1.9
604,Jauan Jennings,SF,2021,WR,16,0,5,0,5,0,0,0,30,1.9
605,Christian Kirk,ARI,2021,WR,17,0,5,0,5,0,0,0,30,1.8
606,Sam Darnold,CAR,2021,QB,12,5,0,0,5,0,0,0,30,2.5
607,Kyler Murray,ARI,2021,QB,14,5,0,0,5,0,0,0,30,2.1
608,Zack Moss,BUF,2021,RB,13,4,1,0,5,0,0,0,30,2.3
609,Byron Pringle,KC,2021,WR,17,0,5,0,5,0,0,0,30,1.8
610,Darnell Mooney,CHI,2021,WR,17,1,4,0,5,0,0,0,30,1.8
611,A.J. Brown,TEN,2021,WR,13,0,5,0,5,0,0,0,30,2.3
612,Rhamondre Stevenson,NE,2021,RB,12,5,0,0,5,0,0,0,30,2.5
613,Jared Cook,LAC,2021,TE,16,0,4,0,4,0,0,2,28,1.8
614,Tristan Vizcaino,LAC,2021,PK,6,0,0,0,0,6,10,0,28,4.7
615,Dallas Goedert,PHI,2021,TE,15,0,4,0,4,0,0,1,26,1.7
616,DJ Moore,CAR,2021,WR,17,0,4,0,4,0,0,1,26,1.5
617,T.J. Hockenson,DET,2021,TE,12,0,4,0,4,0,0,1,26,2.2
618,Zach Wilson,NYJ,2021,QB,13,4,0,0,4,0,0,1,26,2.0
619,Emmanuel Sanders,BUF,2021,WR,14,0,4,0,4,0,0,0,24,1.7
620,Antonio Brown,TB,2021,WR,7,0,4,0,4,0,0,0,24,3.4
621,Marvin Jones Jr.,JAX,2021,WR,17,0,4,0,4,0,0,0,24,1.4
622,Jarvis Landry,CLE,2021,WR,12,2,2,0,4,0,0,0,24,2.0
623,Cameron Brate,TB,2021,TE,17,0,4,0,4,0,0,0,24,1.4
624,J.D. McKissic,WSH,2021,RB,11,2,2,0,4,0,0,0,24,2.2
625,DeAndre Carter,WSH,2021,WR,17,0,3,1,4,0,0,0,24,1.4
626,Kalif Raymond,DET,2021,WR,16,0,4,0,4,0,0,0,24,1.5
627,Mack Hollins,MIA,2021,WR,17,0,4,0,4,0,0,0,24,1.4
628,Mo Alie-Cox,IND,2021,TE,17,0,4,0,4,0,0,0,24,1.4
629,Mike Davis,ATL,2021,RB,17,3,1,0,4,0,0,0,24,1.4
630,Corey Davis,NYJ,2021,WR,9,0,4,0,4,0,0,0,24,2.7
631,Jamal Agnew,JAX,2021,WR,10,1,1,1,4,0,0,0,24,2.4
632,Russell Gage,ATL,2021,WR,14,0,4,0,4,0,0,0,24,1.7
633,David Njoku,CLE,2021,TE,16,0,4,0,4,0,0,0,24,1.5
634,Ronald Jones,TB,2021,RB,16,4,0,0,4,0,0,0,24,1.5
635,Ty Johnson,NYJ,2021,RB,16,2,2,0,4,0,0,0,24,1.5
636,Gerald Everett,SEA,2021,TE,15,0,4,0,4,0,0,0,24,1.6
637,Saquon Barkley,NYG,2021,RB,13,2,2,0,4,0,0,0,24,1.8
638,Juwan Johnson,NO,2021,TE,14,0,4,0,4,0,0,0,24,1.7
639,Nick Westbrook-Ikhine,TEN,2021,WR,16,0,4,0,4,0,0,0,24,1.5
640,Freddie Swain,SEA,2021,WR,17,0,4,0,4,0,0,0,24,1.4
641,Noah Fant,DEN,2021,TE,16,0,4,0,4,0,0,0,24,1.5
642,Alexander Mattison,MIN,2021,RB,16,3,1,0,4,0,0,0,24,1.5
643,Michael Carter,NYJ,2021,RB,14,4,0,0,4,0,0,0,24,1.7
644,Joshua Palmer,LAC,2021,WR,17,0,4,0,4,0,0,0,24,1.4
645,Danny Amendola,HOU,2021,WR,8,0,3,0,3,0,0,1,20,2.5
646,Jimmy Graham,CHI,2021,TE,15,0,3,0,3,0,0,1,20,1.3
647,Brandon Bolden,NE,2021,RB,17,1,2,0,3,0,0,1,20,1.2
648,Le'Veon Bell,BAL / TB,2021,RB,8,2,1,0,3,0,0,1,20,2.5
649,Jack Doyle,IND,2021,TE,17,0,3,0,3,0,0,1,20,1.2
650,MyCole Pruitt,TEN,2021,TE,16,0,3,0,3,0,0,1,20,1.3
651,Austin Hooper,CLE,2021,TE,16,0,3,0,3,0,0,1,20,1.3
652,Aldrick Rosas,NO / DET,2021,PK,5,0,0,0,0,2,14,0,20,4.0
653,Donald Parham Jr.,LAC,2021,TE,14,0,3,0,3,0,0,1,20,1.4
654,Justin Herbert,LAC,2021,QB,17,3,0,0,3,0,0,1,20,1.2
655,Lirim Hajrullahu,DAL / CAR,2021,PK,4,0,0,0,0,4,8,0,20,5.0
656,Aaron Rodgers,GB,2021,QB,16,3,0,0,3,0,0,0,18,1.1
657,A.J. Green,ARI,2021,WR,16,0,3,0,3,0,0,0,18,1.1
658,Tyrod Taylor,HOU,2021,QB,6,3,0,0,3,0,0,0,18,3.0
659,T.Y. Hilton,IND,2021,WR,10,0,3,0,3,0,0,0,18,1.8
660,Giovani Bernard,TB,2021,RB,12,0,3,0,3,0,0,0,18,1.5
661,Darius Slay Jr.,PHI,2021,CB,16,0,0,3,3,0,0,0,18,1.1
662,Rex Burkhead,HOU,2021,RB,16,3,0,0,3,0,0,0,18,1.1
663,Jimmy Garoppolo,SF,2021,QB,15,3,0,0,3,0,0,0,18,1.2
664,Logan Thomas,WSH,2021,TE,6,0,3,0,3,0,0,0,18,3.0
665,Damien Williams,CHI,2021,RB,12,2,1,0,3,0,0,0,18,1.5
666,Jakeem Grant Sr.,CHI / MIA,2021,WR,15,0,2,1,3,0,0,0,18,1.2
667,Duke Johnson,MIA,2021,RB,5,3,0,0,3,0,0,0,18,3.6
668,Nelson Agholor,NE,2021,WR,15,0,3,0,3,0,0,0,18,1.2
669,Zach Pascal,IND,2021,WR,16,0,3,0,3,0,0,0,18,1.1
670,Kenyan Drake,LV,2021,RB,12,2,1,0,3,0,0,0,18,1.5
671,Jamaal Williams,DET,2021,RB,13,3,0,0,3,0,0,0,18,1.4
672,Greg Ward,PHI,2021,WR,17,0,3,0,3,0,0,0,18,1.1
673,Ryan Santoso,CAR / DET,2021,PK,4,0,0,0,0,4,6,0,18,4.5
674,Demarcus Robinson,KC,2021,WR,17,0,3,0,3,0,0,0,18,1.1
675,Geoff Swaim,TEN,2021,TE,16,0,3,0,3,0,0,0,18,1.1
676,Matt Breida,BUF,2021,RB,9,1,2,0,3,0,0,0,18,2.0
677,Marquez Valdes-Scantling,GB,2021,WR,11,0,3,0,3,0,0,0,18,1.6
678,Evan Engram,NYG,2021,TE,15,0,3,0,3,0,0,0,18,1.2
679,Jordan Howard,PHI,2021,RB,7,3,0,0,3,0,0,0,18,2.6
680,Malik Turner,DAL,2021,WR,14,0,3,0,3,0,0,0,18,1.3
681,Devontae Booker,NYG,2021,RB,16,2,1,0,3,0,0,0,18,1.1
682,D'Onta Foreman,TEN,2021,RB,9,3,0,0,3,0,0,0,18,2.0
683,Tre'Quan Smith,NO,2021,WR,11,0,3,0,3,0,0,0,18,1.6
684,D'Ernest Johnson,CLE,2021,RB,17,3,0,0,3,0,0,0,18,1.1
685,Foster Moreau,LV,2021,TE,17,0,3,0,3,0,0,0,18,1.1
686,Tyler Conklin,MIN,2021,TE,17,0,3,0,3,0,0,0,18,1.1
687,Tony Pollard,DAL,2021,RB,15,2,0,1,3,0,0,0,18,1.2
688,Nyheim Hines,IND,2021,RB,17,2,1,0,3,0,0,0,18,1.1
689,Olamide Zaccheaus,ATL,2021,WR,17,0,3,0,3,0,0,0,18,1.1
690,Chris Carson,SEA,2021,RB,4,3,0,0,3,0,0,0,18,4.5
691,Hayden Hurst,ATL,2021,TE,13,0,3,0,3,0,0,0,18,1.4
692,Jalen Guyton,LAC,2021,WR,16,0,3,0,3,0,0,0,18,1.1
693,Bryan Edwards,LV,2021,WR,17,0,3,0,3,0,0,0,18,1.1
694,Harrison Bryant,CLE,2021,TE,16,0,3,0,3,0,0,0,18,1.1
695,Antoine Wesley,ARI,2021,WR,15,0,3,0,3,0,0,0,18,1.2
696,Tua Tagovailoa,MIA,2021,QB,13,3,0,0,3,0,0,0,18,1.4
697,Donovan Peoples-Jones,CLE,2021,WR,14,0,3,0,3,0,0,0,18,1.3
698,Brevin Jordan,HOU,2021,TE,9,0,3,0,3,0,0,0,18,2.0
699,Deonte Harty,NO,2021,WR,13,0,3,0,3,0,0,0,18,1.4
700,Elliott Fry,KC / CIN,2021,PK,2,0,0,0,0,4,4,0,16,8.0
701,Jakobi Meyers,NE,2021,WR,17,0,2,0,2,0,0,2,16,0.9
702,Daniel Jones,NYG,2021,QB,11,2,0,0,2,0,0,2,16,1.5
703,Elijhaa Penny,NYG,2021,RB,17,1,1,0,2,0,0,1,14,0.8
704,Jamison Crowder,NYJ,2021,WR,12,0,2,0,2,0,0,1,14,1.2
705,Mike Gesicki,MIA,2021,TE,17,0,2,0,2,0,0,1,14,0.8
706,Courtland Sutton,DEN,2021,WR,17,0,2,0,2,0,0,1,14,0.8
707,Patrick Mahomes,KC,2021,QB,17,2,0,0,2,0,0,1,14,0.8
708,Quintez Cephus,DET,2021,WR,5,0,2,0,2,0,0,1,14,2.8
709,Tommy Tremble,CAR,2021,TE,16,1,1,0,2,0,0,1,14,0.9
710,Tom Brady,TB,2021,QB,17,2,0,0,2,0,0,0,12,0.7
711,Adrian Peterson,SEA / TEN,2021,RB,4,2,0,0,2,0,0,0,12,3.0
712,DeSean Jackson,LV / LAR,2021,WR,16,0,2,0,2,0,0,0,12,0.8
713,Mark Ingram II,HOU / NO,2021,RB,14,2,0,0,2,0,0,0,12,0.9
714,Russell Wilson,SEA,2021,QB,14,2,0,0,2,0,0,0,12,0.9
715,Ryan Griffin,NYJ,2021,TE,14,0,2,0,2,0,0,0,12,0.9
716,Kyle Juszczyk,SF,2021,FB,17,1,1,0,2,0,0,0,12,0.7
717,Teddy Bridgewater,DEN,2021,QB,14,2,0,0,2,0,0,0,12,0.9
718,Eric Ebron,PIT,2021,TE,8,1,1,0,2,0,0,0,12,1.5
719,Kevin Byard III,TEN,2021,S,17,0,0,2,2,0,0,0,12,0.7
720,Chris Moore,HOU,2021,WR,12,0,2,0,2,0,0,0,12,1.0
721,DeVante Parker,MIA,2021,WR,10,0,2,0,2,0,0,0,12,1.2
722,Darren Waller,LV,2021,TE,11,0,2,0,2,0,0,0,12,1.1
723,Chris Conley,HOU,2021,WR,16,0,2,0,2,0,0,0,12,0.8
724,Robert Tonyan,GB,2021,TE,8,0,2,0,2,0,0,0,12,1.5
725,Xavien Howard,MIA,2021,CB,16,0,0,2,2,0,0,0,12,0.8
726,Dare Ogunbowale,JAX,2021,RB,17,1,1,0,2,0,0,0,12,0.7
727,Blake Jarwin,DAL,2021,TE,8,0,2,0,2,0,0,0,12,1.5
728,Alex Collins,SEA,2021,RB,11,2,0,0,2,0,0,0,12,1.1
729,Anthony Firkser,TEN,2021,TE,15,0,2,0,2,0,0,0,12,0.8
730,Ricky Seals-Jones,WSH,2021,TE,13,0,2,0,2,0,0,0,12,0.9
731,Peyton Barber,LV,2021,RB,10,2,0,0,2,0,0,0,12,1.2
732,Phillip Lindsay,HOU / MIA,2021,RB,14,1,1,0,2,0,0,0,12,0.9
733,E.J. Speed,IND,2021,LB,17,0,0,0,2,0,0,0,12,0.7
