,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
3653,Corey Peters,ARI,2020,DT,9,10,5,15,2.0,19,4,1,0,0,0,0,0,0,0
3654,Allen Bailey,ATL,2020,DE,16,8,7,15,1.5,14,3,0,0,0,0,0,0,0,0
3655,Kevin Minter,TB,2020,LB,16,10,5,15,0.0,0,0,1,0,0,0,0,0,0,0
3656,Mike Purcell,DEN,2020,DT,6,10,5,15,1.0,10,2,0,0,0,0,0,0,0,0
3657,DeAndre Houston-Carson,CHI,2020,S,16,12,3,15,0.0,0,0,3,1,0,0,0,0,1,0
3658,Tye Smith,TEN,2020,CB,12,11,4,15,0.0,0,1,1,0,5,5,0,0,0,0
3659,Maliek Collins,LV,2020,DT,12,8,7,15,0.0,0,1,0,0,0,0,0,0,0,0
3660,Rudy Ford,PHI,2020,S,8,13,2,15,0.0,0,1,0,0,0,0,0,0,0,0
3661,Kevin Strong,DET,2020,DE,6,10,5,15,1.0,9,1,0,0,0,0,0,0,0,0
3662,Ola Adeniyi,PIT,2020,LB,15,11,4,15,0.0,0,1,0,0,0,0,0,1,0,0
3663,Lorenzo Carter,NYG,2020,LB,5,11,4,15,1.0,5,2,1,0,0,0,0,0,0,0
3664,Edmond Robinson,ATL,2020,LB,13,8,7,15,0.0,0,0,0,0,0,0,0,0,0,0
3665,Arden Key,LV,2020,LB,14,10,5,15,0.0,0,2,2,0,0,0,0,0,0,0
3666,Dane Jackson,BUF,2020,CB,5,13,2,15,0.0,0,1,5,1,6,6,0,0,1,0
3667,Shaun Bradley,PHI,2020,LB,15,9,6,15,0.0,0,1,0,0,0,0,0,0,0,0
3668,Jordan Elliott,CLE,2020,DT,16,6,9,15,0.0,0,0,0,0,0,0,0,0,0,0
3669,Tramon Williams,BAL,2020,CB,6,10,4,14,0.0,0,0,1,0,0,0,0,0,0,0
3670,Patrick Robinson,NO,2020,CB,12,11,3,14,0.0,0,1,4,2,0,0,0,0,0,0
3671,Jurrell Casey,DEN,2020,DT,3,7,7,14,0.0,0,0,3,0,0,0,0,0,0,0
3672,Nick Bellore,SEA,2020,LB,16,11,3,14,0.0,0,0,0,0,0,0,0,0,1,0
3673,Tyrone Crawford,DAL,2020,DE,16,7,7,14,2.0,14,2,0,0,0,0,0,0,0,0
3674,Justin Bethel,NE,2020,CB,16,13,1,14,0.0,0,0,0,0,0,0,0,0,0,0
3675,D.J. Swearinger,NO,2020,S,11,13,1,14,0.0,0,0,1,0,0,0,0,0,0,0
3676,Nick Dzubnar,TEN,2020,LB,16,7,7,14,0.0,0,0,0,0,0,0,0,0,0,0
3677,Hardy Nickerson,MIN,2020,LB,14,9,5,14,0.0,0,0,1,1,5,5,0,2,0,0
3678,Trevon Coley,ARI,2020,DT,6,9,5,14,1.0,2,4,0,0,0,0,0,0,0,0
3679,Davontae Harris,BAL / DEN,2020,CB,11,13,1,14,0.0,0,1,1,0,0,0,0,1,0,0
3680,Darius Harris,KC,2020,LB,4,11,3,14,0.0,0,0,1,0,0,0,0,0,1,0
3681,Josh Woods,CHI,2020,LB,15,10,4,14,0.0,0,0,0,0,0,0,0,0,1,0
3682,Ezekiel Turner,ARI,2020,LB,16,4,10,14,0.0,0,0,0,0,0,0,0,0,0,0
3683,Carl Granderson,NO,2020,DE,15,11,3,14,5.0,25,4,1,0,0,0,0,2,0,0
3684,Darryl Johnson,BUF,2020,DE,15,11,3,14,1.0,7,4,0,0,0,0,0,0,0,0
3685,Myles Hartsfield,CAR,2020,S,16,9,5,14,0.0,0,1,1,0,0,0,0,0,2,0
3686,Ross Blacklock,HOU,2020,DT,15,10,4,14,0.0,0,1,0,0,0,0,0,0,0,0
3687,Khaleke Hudson,WSH,2020,LB,16,8,6,14,0.0,0,2,0,0,0,0,0,0,0,0
3688,AJ Epenesa,BUF,2020,DE,14,11,3,14,1.0,2,4,1,0,0,0,0,0,0,0
3689,Keisean Nixon,LV,2020,CB,15,9,5,14,0.0,0,0,0,0,0,0,0,0,0,0
3690,LaRoy Reynolds,ATL,2020,LB,16,8,5,13,0.0,0,0,1,0,0,0,0,1,1,0
3691,Ryan Lewis,NYG,2020,CB,5,11,2,13,0.0,0,0,1,0,0,0,0,0,0,0
3692,Adrian Colbert,NYG,2020,S,6,9,4,13,0.0,0,1,0,0,0,0,0,0,0,0
3693,Brandon Wilson,CIN,2020,S,15,9,4,13,0.0,0,1,0,0,0,0,0,1,0,0
3694,Daniel Ekuale,JAX,2020,DT,9,6,7,13,1.0,9,1,0,0,0,0,0,0,0,0
3695,Tedric Thompson,KC,2020,S,8,11,2,13,0.0,0,0,0,0,0,0,0,0,0,0
3696,Jordan Willis,SF / NYJ,2020,DE,9,7,6,13,2.5,18,3,0,0,0,0,0,0,1,0
3697,Siran Neal,BUF,2020,CB,16,9,4,13,0.0,0,1,1,0,0,0,0,0,0,0
3698,Tony Brown II,CIN,2020,CB,13,7,6,13,0.0,0,2,1,0,0,0,0,0,0,0
3699,Isaiah Johnson,LV,2020,CB,14,7,6,13,0.0,0,0,4,0,0,0,0,0,0,0
3700,Jaylinn Hawkins,ATL,2020,S,12,8,5,13,0.5,6,1,0,0,0,0,0,0,0,0
3701,Mike Hughes,MIN,2020,CB,4,9,4,13,0.0,0,0,1,0,0,0,0,0,0,0
3702,Josh Allen,JAX,2020,LB,8,7,6,13,2.5,7,3,1,0,0,0,0,0,0,0
3703,John Reid,HOU,2020,CB,13,11,2,13,0.0,0,0,1,0,0,0,0,0,0,0
3704,Vernon Scott,GB,2020,S,15,11,2,13,1.0,1,2,0,0,0,0,0,0,0,0
3705,Noah Igbinoghene,MIA,2020,CB,16,11,2,13,0.0,0,0,2,0,0,0,0,0,1,0
3706,Sherrick McManis,CHI,2020,S,11,11,1,12,0.0,0,0,1,1,0,0,0,1,0,0
3707,Adrian Clayborn,CLE,2020,DE,15,6,6,12,3.5,33,5,1,0,0,0,0,1,0,0
3708,Kyle Wilber,LV,2020,LB,16,7,5,12,0.0,0,0,0,0,0,0,0,0,1,0
3709,Brandon Copeland,NE,2020,LB,6,6,6,12,0.0,0,2,0,0,0,0,0,0,0,0
3710,Miles Killebrew,DET,2020,S,15,10,2,12,0.0,0,0,0,0,0,0,0,0,0,0
3711,Charles Washington,ARI,2020,S,15,7,5,12,0.0,0,0,1,0,0,0,0,1,0,0
3712,Sean Davis,PIT,2020,S,16,11,1,12,0.0,0,0,1,0,0,0,0,0,0,0
3713,Vincent Taylor,CLE,2020,DT,15,9,3,12,0.0,0,2,0,0,0,0,0,0,1,0
3714,Mike Ford,DET,2020,CB,9,9,3,12,0.0,0,1,1,0,0,0,0,0,0,0
3715,Ogbo Okoronkwo,LAR,2020,DE,10,8,4,12,1.0,7,1,1,0,0,0,0,0,0,0
3716,A'Shawn Robinson,LAR,2020,DT,8,6,6,12,0.0,0,0,1,0,0,0,0,0,0,0
3717,Antonio Hamilton Sr.,KC,2020,CB,16,9,3,12,0.0,0,2,1,0,0,0,0,0,0,0
3718,Nsimba Webster,LAR,2020,WR,16,9,3,12,0.0,0,0,0,0,0,0,0,0,0,0
3719,Adoree' Jackson,TEN,2020,CB,3,9,3,12,0.0,0,0,0,0,0,0,0,0,0,0
3720,Joel Iyiegbuniwe,CHI,2020,LB,16,9,3,12,0.0,0,1,1,0,0,0,0,0,0,0
3721,Genard Avery,PHI,2020,DE,11,6,6,12,1.5,7,2,1,0,0,0,0,0,0,0
3722,Taylor Stallworth,IND,2020,DT,16,5,7,12,0.5,2,2,0,0,0,0,0,0,1,0
3723,Blake Lynch,MIN,2020,LB,4,8,4,12,0.0,0,0,1,0,0,0,0,0,0,0
3724,Zack Baun,NO,2020,LB,15,7,5,12,0.0,0,1,0,0,0,0,0,0,0,0
3725,Austin Larkin,CAR,2020,DE,9,5,7,12,0.0,0,2,0,0,0,0,0,0,0,0
3726,Myles Bryant,NE,2020,CB,9,9,3,12,0.0,0,1,1,1,0,0,0,0,0,0
3727,Cam Brown,NYG,2020,LB,15,8,4,12,0.0,0,0,0,0,0,0,0,1,0,0
3728,Chandler Jones,ARI,2020,DE,5,5,6,11,1.0,5,1,0,0,0,0,0,0,1,0
3729,Ross Cockrell,TB,2020,CB,12,9,2,11,0.0,0,1,1,0,0,0,0,0,0,0
3730,Jordan Phillips,ARI,2020,DT,9,10,1,11,2.0,13,2,1,0,0,0,0,2,1,0
3731,Anthony Chickillo,DEN,2020,LB,11,7,4,11,1.0,9,2,1,0,0,0,0,0,0,0
3732,Hassan Ridgeway,PHI,2020,DT,7,9,2,11,1.0,9,2,0,0,0,0,0,0,0,0
3733,Dare Ogunbowale,JAX,2020,RB,14,9,2,11,0.0,0,1,0,0,0,0,0,0,0,0
3734,Tashawn Bower,NE,2020,LB,7,9,2,11,0.0,0,1,1,0,0,0,0,0,0,0
3735,Montravius Adams,GB,2020,DT,8,6,5,11,0.0,0,2,0,0,0,0,0,0,0,0
3736,Jordan Evans,CIN,2020,LB,15,5,6,11,2.0,17,2,1,1,0,0,0,0,1,0
3737,Quincy Williams,JAX,2020,LB,7,5,6,11,0.0,0,1,1,0,0,0,0,1,0,0
3738,Nate Hall,HOU,2020,LB,10,6,5,11,2.0,5,2,0,0,0,0,0,1,0,0
3739,Kentavius Street,SF,2020,DT,15,5,6,11,0.0,0,1,0,0,0,0,0,0,0,0
3740,Randy Ramsey,GB,2020,LB,12,5,6,11,0.0,0,0,0,0,0,0,0,0,0,0
3741,Mike Edwards,TB,2020,S,16,6,5,11,0.0,0,0,5,2,67,37,0,0,1,0
3742,Kyle Phillips,NYJ,2020,DE,7,7,4,11,0.0,0,3,0,0,0,0,0,0,0,0
3743,Grayland Arnold,PHI,2020,S,6,6,5,11,0.0,0,1,1,0,0,0,0,0,0,0
3744,Leki Fotu,ARI,2020,DT,11,6,5,11,1.0,8,5,0,0,0,0,0,0,0,0
3745,Trysten Hill,DAL,2020,DT,5,6,5,11,0.0,0,1,0,0,0,0,0,0,0,0
3746,Isaiah Buggs,PIT,2020,DT,10,7,4,11,0.0,0,0,0,0,0,0,0,0,0,0
3747,Josiah Scott,JAX,2020,CB,6,10,1,11,0.0,0,1,0,0,0,0,0,0,0,0
3748,Melvin Ingram,LAC,2020,LB,7,5,5,10,0.0,0,1,2,1,0,0,0,0,0,0
3749,Julian Stanford,CAR,2020,LB,16,4,6,10,0.0,0,0,0,0,0,0,0,0,0,0
3750,Jordan Dangerfield,PIT,2020,S,15,9,1,10,0.0,0,0,0,0,0,0,0,0,0,0
3751,Curtis Riley,ARI / MIN,2020,S,6,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
3752,Justin Hamilton,DAL,2020,DT,10,3,7,10,0.0,0,0,0,0,0,0,0,0,0,0
3753,Roy Robertson-Harris,CHI,2020,DE,8,7,3,10,0.0,0,1,0,0,0,0,0,0,0,0
3754,Nick Thurman,NE,2020,DE,7,6,4,10,0.0,0,1,0,0,0,0,0,0,0,0
3755,Cethan Carter,CIN,2020,TE,15,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0
3756,Clayton Fejedelem,MIA,2020,S,13,6,4,10,0.0,0,0,0,0,0,0,0,1,1,0
3757,Jalen Reeves-Maybin,DET,2020,LB,16,9,1,10,0.0,0,0,0,0,0,0,0,0,0,0
3758,Kendal Vickers,LV,2020,DE,15,5,5,10,2.0,14,3,0,0,0,0,0,0,0,0
3759,Lano Hill,SEA,2020,S,2,8,2,10,0.0,0,1,0,0,0,0,0,0,0,0
3760,Dallin Leavitt,LV,2020,S,9,4,6,10,0.0,0,0,2,0,0,0,0,0,0,0
3761,Matt Dickerson,TEN,2020,DT,10,4,6,10,0.0,0,0,0,0,0,0,0,0,0,0
3762,Vita Vea,TB,2020,DT,5,6,4,10,2.0,19,4,0,0,0,0,0,0,0,0
3763,James Smith-Williams,WSH,2020,DE,14,8,2,10,0.5,2,4,0,0,0,0,0,0,0,0
3764,Rasheem Green,SEA,2020,DE,10,7,3,10,2.0,20,3,0,0,0,0,0,0,1,0
3765,Ka'dar Hollman,GB,2020,CB,14,7,3,10,0.0,0,0,3,0,0,0,0,0,0,0
3766,Justice Hill,BAL,2020,RB,12,7,3,10,0.0,0,1,0,0,0,0,0,1,0,0
3767,James Pierre,PIT,2020,CB,16,7,3,10,0.0,0,1,0,0,0,0,0,0,0,0
3768,Davion Taylor,PHI,2020,LB,12,7,3,10,0.0,0,0,0,0,0,0,0,0,0,0
3769,Luq Barcoo,JAX,2020,CB,3,7,3,10,0.0,0,1,1,0,0,0,0,0,0,0
3770,Damon Harrison Sr.,SEA / GB,2020,DT,6,3,6,9,0.0,0,0,0,0,0,0,0,1,0,0
3771,Sylvester Williams,DEN,2020,DT,8,4,5,9,0.0,0,0,2,0,0,0,0,0,0,0
3772,Margus Hunt,CIN / NO,2020,DT,13,7,2,9,1.0,4,2,4,0,0,0,0,0,1,0
3773,Damontre Moore,SEA,2020,DE,10,6,3,9,1.0,0,1,0,0,0,0,0,1,0,0
3774,Blidi Wreh-Wilson,ATL,2020,CB,15,6,3,9,0.0,0,1,4,3,26,23,0,0,0,0
3775,Akeem Spence,NE,2020,DT,6,3,6,9,0.0,0,0,0,0,0,0,0,0,0,0
3776,Cody Davis,NE,2020,S,13,4,5,9,0.0,0,1,0,0,0,0,0,0,0,0
3777,C.J. Goodwin,DAL,2020,CB,16,6,3,9,0.0,0,1,0,0,0,0,0,0,0,0
3778,Doug Middleton,JAX,2020,S,10,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0
3779,Sam Eguavoen,MIA,2020,LB,16,5,4,9,0.0,0,0,1,0,0,0,0,0,0,0
3780,T.Y. McGill,PHI,2020,DT,7,3,6,9,0.5,2,4,0,0,0,0,0,0,0,0
3781,Fabian Moreau,WSH,2020,CB,16,7,2,9,0.0,0,0,3,2,0,0,0,0,0,0
3782,Ryan Anderson,WSH,2020,LB,9,6,3,9,0.0,0,1,0,0,0,0,0,0,0,0
3783,Kamalei Correa,JAX / TEN,2020,LB,9,5,4,9,0.0,0,0,1,0,0,0,0,0,0,0
3784,Dorian O'Daniel,KC,2020,LB,11,7,2,9,1.0,5,1,0,0,0,0,0,0,0,0
3785,Calvin Munson,MIA,2020,LB,16,6,3,9,0.0,0,1,0,0,0,0,0,0,0,0
3786,Kylie Fitts,ARI,2020,LB,13,5,4,9,0.0,0,0,0,0,0,0,0,1,0,0
3787,Shaquem Griffin,SEA,2020,LB,14,6,3,9,1.0,9,1,1,0,0,0,0,0,0,0
3788,E.J. Speed,IND,2020,LB,15,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0
3789,Bryan Mone,SEA,2020,DT,10,3,6,9,0.5,1,2,0,0,0,0,0,0,0,0
3790,Trent Sherfield,ARI,2020,WR,15,6,3,9,0.0,0,0,0,0,0,0,0,0,2,0
3791,Derick Roberson,TEN,2020,LB,8,5,4,9,0.0,0,0,1,0,0,0,0,1,0,0
3792,Andre Smith,BUF,2020,LB,12,8,1,9,0.0,0,1,0,0,0,0,0,1,0,0
3793,Henry Black,GB,2020,S,8,7,2,9,0.0,0,0,0,0,0,0,0,1,0,0
3794,Jordan Glasgow,IND,2020,LB,13,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0
3795,Demetrius Flannigan-Fowles,SF,2020,LB,11,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0
3796,Stephen Carlson,CLE,2020,TE,16,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0
3797,Rashard Lawrence,ARI,2020,DT,9,7,2,9,0.0,0,1,0,0,0,0,0,0,0,0
3798,Joshua Uche,NE,2020,LB,9,7,2,9,1.0,7,2,0,0,0,0,0,0,0,0
3799,Josh Metellus,MIN,2020,S,15,8,1,9,0.0,0,0,0,0,0,0,0,0,1,0
3800,Nate Ebner,NYG,2020,S,16,6,2,8,0.0,0,0,1,0,0,0,0,0,0,0
3801,Daren Bates,TEN,2020,LB,13,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
3802,Abry Jones,JAX,2020,DT,5,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
3803,Jaylen Watkins,LAC,2020,S,3,8,0,8,0.0,0,0,0,0,0,0,0,0,0,0
3804,Daniel McCullers,CHI,2020,DT,3,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0
3805,Keith Smith,ATL,2020,FB,16,2,6,8,0.0,0,1,0,0,0,0,0,0,0,0
3806,Eddie Yarbrough,MIN,2020,DE,4,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
3807,Derek Watt,PIT,2020,FB,12,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
3808,Justin Hardee Sr.,NO,2020,CB,10,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
3809,Kevon Seymour,PHI,2020,CB,2,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
3810,Chris Wormley,PIT,2020,DE,13,3,5,8,1.0,9,1,0,0,0,0,0,0,0,0
3811,Jonathan Bullard,SEA,2020,DE,6,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0
3812,Duke Dawson,DEN,2020,CB,12,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0
3813,J.T. Gray,NO,2020,S,16,8,0,8,0.0,0,2,1,0,0,0,0,0,0,0
3814,Steven Parker,DAL,2020,S,8,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
3815,Elijah Lee,CLE / DET,2020,LB,12,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
3816,Takkarist McKinley,ATL,2020,LB,4,5,3,8,1.0,9,2,1,0,0,0,0,0,0,0
3817,Ben Burr-Kirven,SEA,2020,LB,16,7,1,8,0.0,0,1,0,0,0,0,0,0,0,0
3818,Kahlil McKenzie,CIN,2020,G,7,4,4,8,0.0,0,1,0,0,0,0,0,0,0,0
3819,Marlon Davidson,ATL,2020,DT,8,2,6,8,0.0,0,0,1,0,0,0,0,0,0,0
3820,McTelvin Agim,DEN,2020,DT,10,2,6,8,0.0,0,0,1,0,0,0,0,0,0,0
3821,Terrell Burgess,LAR,2020,S,7,7,1,8,0.0,0,0,1,0,0,0,0,0,0,0
3822,Parnell Motley,TB / DEN,2020,CB,2,5,3,8,0.0,0,0,1,0,0,0,0,0,1,0
3823,BoPete Keyes,KC,2020,CB,8,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0
3824,Daniel Ross,LV / JAX,2020,DT,5,4,4,8,0.0,0,2,0,0,0,0,0,0,0,0
3825,Marquise Blair,SEA,2020,S,2,5,3,8,0.0,0,0,0,0,0,0,0,1,0,0
3826,Matthew Slater,NE,2020,WR,16,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
3827,Anthony Levine Sr.,BAL,2020,S,15,4,3,7,0.0,0,0,0,0,0,0,0,0,2,0
3828,Craig Robertson,NO,2020,LB,16,7,0,7,0.0,0,1,0,0,0,0,0,1,0,0
3829,Dontari Poe,DAL,2020,DT,7,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
3830,Derek Carrier,LV,2020,TE,16,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
3831,Jayrone Elliott,PIT,2020,LB,8,5,2,7,1.0,7,2,0,0,0,0,0,0,0,0
3832,Elijhaa Penny,NYG,2020,RB,14,2,5,7,0.0,0,0,0,0,0,0,0,0,0,0
3833,B.J. Bello,LAC,2020,LB,6,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
3834,Matt Ioannidis,WSH,2020,DT,3,5,2,7,1.5,8,3,0,0,0,0,0,0,0,0
3835,Taco Charlton,KC,2020,DE,7,4,3,7,2.0,6,2,0,0,0,0,0,1,0,0
3836,Jason Cabinda,DET,2020,FB,16,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
3837,Alijah Holder,DEN,2020,S,8,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
3838,Justin Watson,TB,2020,WR,11,4,3,7,1.0,5,1,0,0,0,0,0,0,0,0
3839,Malik Hooker,IND,2020,S,2,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
3840,C.J. Moore,DET,2020,S,12,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
3841,Tae Davis,CLE,2020,LB,13,7,0,7,0.0,0,0,1,0,0,0,0,0,0,0
3842,Kareem Orr,TEN,2020,CB,5,5,2,7,0.0,0,0,0,0,0,0,0,0,1,0
3843,Emeke Egbule,LAC,2020,LB,14,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
3844,Cam Lewis,BUF,2020,CB,5,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
3845,C.J. Ham,MIN,2020,FB,15,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
3846,Jonathan Ward,ARI,2020,RB,14,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
3847,Alohi Gilman,LAC,2020,S,15,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
3848,Isaiah Rodgers Sr.,IND,2020,CB,13,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
3849,Stantley Thomas-Oliver III,CAR,2020,CB,10,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
3850,David Long Jr.,LAR,2020,CB,16,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
3851,Ashton Dulin,IND,2020,WR,13,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
3852,Thomas Davis Sr.,WSH,2020,LB,7,5,1,6,0.0,0,0,1,0,0,0,0,0,0,0
3853,Taiwan Jones,BUF,2020,RB,13,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3854,Billy Winn,GB,2020,DE,6,2,4,6,0.0,0,0,2,0,0,0,0,0,0,0
3855,George Iloka,MIN,2020,S,4,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3856,Kawann Short,CAR,2020,DT,3,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
3857,Anthony Barr,MIN,2020,LB,2,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
3858,Aaron Lynch,JAX,2020,DE,8,5,1,6,1.0,0,1,1,0,0,0,0,0,0,0
3859,Rick Lovato,PHI,2020,LS,16,1,5,6,0.0,0,0,0,0,0,0,0,0,0,0
3860,Kavon Frazier,MIA,2020,S,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3861,Nate Hairston,DEN / NYJ,2020,CB,2,5,1,6,0.0,0,1,0,0,0,0,0,0,0,0
3862,Kevin Peterson,ARI,2020,CB,12,3,3,6,0.0,0,0,1,0,0,0,0,0,0,0
3863,Jeremy Sprinkle,WSH,2020,TE,16,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3864,Dylan Cole,HOU,2020,LB,6,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
3865,Joe Walker,SF,2020,LB,12,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3866,Corey Clement,PHI,2020,RB,15,5,1,6,0.0,0,1,0,0,0,0,0,0,0,0
3867,Cam Sims,WSH,2020,WR,16,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
3868,Luke Gifford,DAL,2020,LB,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
3869,Grant Haley,NO,2020,CB,1,5,1,6,0.0,0,0,1,1,0,0,0,0,0,0
3870,Trey Marshall,DEN,2020,S,12,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3871,Ryan Connelly,MIN,2020,LB,14,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
3872,Ben Banogu,IND,2020,DE,9,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0
3873,Brian Hill,ATL,2020,RB,16,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3874,Ken Webster,SF,2020,CB,9,5,1,6,0.0,0,1,0,0,0,0,0,1,0,0
3875,Terrell Bonds,BAL,2020,CB,4,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
3876,Carlos Davis,PIT,2020,DT,7,4,2,6,0.0,0,1,0,0,0,0,0,0,0,0
3877,Blake Cashman,NYJ,2020,LB,4,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
3878,Dan Chisena,MIN,2020,WR,14,6,0,6,0.0,0,0,0,0,0,0,0,0,1,0
3879,Derrek Tuszka,DEN,2020,LB,9,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
3880,Francis Bernard,DAL,2020,LB,13,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0
3881,Niko Lalos,NYG,2020,DE,6,2,4,6,0.0,0,0,1,1,0,0,0,0,1,0
3882,Cam Gill,TB,2020,LB,12,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
3883,Benny Snell Jr.,PIT,2020,RB,16,4,2,6,0.0,0,0,0,0,0,0,0,0,1,0
3884,Robert Jackson,CLE,2020,CB,10,6,0,6,0.0,0,0,1,0,0,0,0,0,0,0
3885,Shaquille Quarterman,JAX,2020,LB,12,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
3886,Nick Bosa,SF,2020,DE,2,3,3,6,0.0,0,0,0,0,0,0,0,1,0,0
3887,Chase Claypool,PIT,2020,WR,16,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0
3888,Tyler Hall,ATL,2020,CB,9,4,2,6,0.0,0,1,0,0,0,0,0,0,0,0
3889,Trenton Cannon,CAR,2020,RB,14,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
3890,Tramaine Brock,DET,2020,CB,1,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
3891,Bruce Irvin,SEA,2020,LB,2,4,1,5,0.0,0,1,0,0,0,0,0,0,0,0
3892,Ryan Griffin,NYJ,2020,TE,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3893,Demetrius Harris,CHI,2020,TE,15,4,1,5,0.0,0,0,0,0,0,0,0,1,0,0
3894,Caraun Reid,JAX,2020,DT,7,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3895,Chris Smith,LV,2020,DE,8,4,1,5,1.0,0,1,0,0,0,0,0,0,0,0
3896,Josh Mauro,ARI,2020,DE,3,3,2,5,1.0,10,1,0,0,0,0,0,0,0,0
3897,Daniel Brown,NYJ,2020,TE,16,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
3898,Stephen Anderson,LAC,2020,TE,16,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3899,Riley Dixon,NYG,2020,P,16,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
3900,Deon Bush,CHI,2020,S,11,5,0,5,0.0,0,0,2,1,10,10,0,0,0,0
3901,J.P. Holtz,CHI,2020,TE,16,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
3902,Alex Barrett,SF,2020,DE,7,0,5,5,0.0,0,1,0,0,0,0,0,0,0,0
3903,Thomas Hennessy,NYJ,2020,LS,16,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0
3904,Eli Ankou,DAL,2020,DT,7,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0
3905,Frank Herron,DET,2020,DE,4,4,1,5,0.0,0,1,1,0,0,0,0,0,0,0
3906,Derek Rivers,LAR / NE,2020,DE,13,2,3,5,1.5,10,3,0,0,0,0,0,0,0,0
3907,Jamal Carter,ATL,2020,S,1,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
3908,Henry Mondeaux,PIT,2020,DE,11,3,2,5,0.0,0,2,0,0,0,0,0,0,0,0
3909,Trent Harris,NYG,2020,DE,4,1,4,5,0.5,4,1,0,0,0,0,0,0,0,0
3910,Oshane Ximines,NYG,2020,LB,4,4,1,5,0.0,0,1,0,0,0,0,0,0,0,0
3911,Josh Watson,DEN,2020,LB,9,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0
3912,Kaden Elliss,NO,2020,LB,15,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0
